code,name,sector,beta,alpha
300558,标的_300558,bluechip,1.0,0.0451
688278,标的_688278,global,1.0,0.1286
588000,标的_588000,tech,1.3,0.0632
512100,标的_512100,defensive,0.7,0.3759
515050,标的_515050,growth,1.3,0.1452
515790,标的_515790,bluechip,1.0,0.2535
600460,标的_600460,global,1.0,0.2998
600703,标的_600703,tech,1.3,0.2066
300839,标的_300839,defensive,0.7,-0.1366
301591,标的_301591,growth,1.3,0.3293
688185,标的_688185,bluechip,1.0,-0.3508
688137,标的_688137,global,1.0,-0.1608
688356,标的_688356,tech,1.3,0.1451
300016,标的_300016,defensive,0.7,0.1518
300214,标的_300214,growth,1.3,0.3667
688328,标的_688328,bluechip,1.0,0.1992
300864,标的_300864,global,1.0,0.1851
688598,标的_688598,tech,1.3,-0.077
688676,标的_688676,defensive,0.7,0.4219
300004,标的_300004,growth,1.3,0.0109
300128,标的_300128,bluechip,1.0,0.4742
300588,标的_300588,global,1.0,0.5621
300382,标的_300382,tech,1.3,0.1862
301152,标的_301152,defensive,0.7,0.4916
300313,标的_300313,growth,1.3,0.0842
301598,标的_301598,bluechip,1.0,0.2253
688419,标的_688419,global,1.0,0.0545
301216,标的_301216,tech,1.3,0.2703
003040,标的_003040,defensive,0.7,-0.2125
000001,标的_000001,growth,1.3,0.302
000270,标的_000270,bluechip,1.0,-0.0484
000301,标的_000301,global,1.0,-0.0445
000333,标的_000333,tech,1.3,0.0517
000538,标的_000538,defensive,0.7,0.3034
000539,标的_000539,growth,1.3,0.2439
000568,标的_000568,bluechip,1.0,-0.0678
000596,标的_000596,global,1.0,0.0047
000625,标的_000625,tech,1.3,0.3645
000651,标的_000651,defensive,0.7,0.0685
000660,标的_000660,growth,1.3,0.0096
000858,标的_000858,bluechip,1.0,-0.0706
000876,标的_000876,global,1.0,0.364
000895,标的_000895,tech,1.3,0.2362
002304,标的_002304,defensive,0.7,-0.2496
002311,标的_002311,growth,1.3,0.1818
002507,标的_002507,bluechip,1.0,0.2062
002714,标的_002714,global,1.0,0.2895
005380,标的_005380,tech,1.3,0.119
005490,标的_005490,defensive,0.7,0.2627
005930,标的_005930,growth,1.3,-0.0292
035420,标的_035420,bluechip,1.0,-0.0092
035720,标的_035720,global,1.0,0.1428
051910,标的_051910,tech,1.3,0.2361
105560,标的_105560,defensive,0.7,-0.2115
373220,标的_373220,growth,1.3,0.0181
600000,标的_600000,bluechip,1.0,-0.0897
600009,标的_600009,global,1.0,0.0965
600011,标的_600011,tech,1.3,0.5565
600016,标的_600016,defensive,0.7,0.0846
600018,标的_600018,growth,1.3,-0.0969
600019,标的_600019,bluechip,1.0,0.0649
600025,标的_600025,global,1.0,0.2714
600028,标的_600028,tech,1.3,0.2108
600029,标的_600029,defensive,0.7,0.2579
600031,标的_600031,growth,1.3,-0.3735
600036,标的_600036,bluechip,1.0,0.068
600050,标的_600050,global,1.0,-0.2328
600085,标的_600085,tech,1.3,0.1879
600089,标的_600089,defensive,0.7,0.3257
600104,标的_600104,growth,1.3,0.1057
600132,标的_600132,bluechip,1.0,0.0998
600150,标的_600150,global,1.0,-0.2342
600188,标的_600188,tech,1.3,0.0876
600305,标的_600305,defensive,0.7,-0.0078
600309,标的_600309,growth,1.3,-0.112
600362,标的_600362,bluechip,1.0,-0.0692
600426,标的_600426,global,1.0,0.0641
600436,标的_600436,tech,1.3,-0.2061
600519,标的_600519,defensive,0.7,0.4099
600547,标的_600547,growth,1.3,0.1168
600600,标的_600600,bluechip,1.0,0.5286
600674,标的_600674,global,1.0,0.1611
600690,标的_600690,tech,1.3,0.2242
600779,标的_600779,defensive,0.7,0.0202
600795,标的_600795,growth,1.3,0.2344
600809,标的_600809,bluechip,1.0,0.1069
600886,标的_600886,global,1.0,0.216
600887,标的_600887,tech,1.3,0.1386
600900,标的_600900,defensive,0.7,-0.1909
600905,标的_600905,growth,1.3,0.1176
600938,标的_600938,bluechip,1.0,0.1058
600941,标的_600941,global,1.0,0.135
601088,标的_601088,tech,1.3,0.0589
601111,标的_601111,defensive,0.7,0.0949
