,dxi_spot_price,korea_customs_yoy,lockin_cost_001309,lockin_cost_301308
2025-07-17,118.81010862908637,0.46145373441028514,115.0,110.0
2025-07-18,118.72973153477878,0.5037159006357781,115.0,110.0
2025-07-21,119.51422596147111,0.46121698283890417,115.0,110.0
2025-07-22,119.24523485113473,0.49520087773806576,115.0,110.0
2025-07-23,120.05460899059483,0.4351258899563075,115.0,110.0
2025-07-24,121.23746872194161,0.5155991869286973,115.0,110.0
2025-07-25,122.02260432737911,0.4660392862966342,115.0,110.0
2025-07-28,122.56179233479993,0.4597025971802937,115.0,110.0
2025-07-29,122.3241000755015,0.3864969455643984,115.0,110.0
2025-07-30,122.17312096408124,0.4643477927150855,115.0,110.0
2025-07-31,123.30298953535252,0.4084022541252774,115.0,110.0
2025-08-01,124.1533788143232,0.4180858636735753,115.0,110.0
2025-08-04,124.501616924914,0.409231218584194,115.0,110.0
2025-08-05,124.61496970480769,0.39668825340503877,115.0,110.0
2025-08-06,123.72658468024443,0.5562385701508481,115.0,110.0
2025-08-07,123.43529987198313,0.5165669530994201,115.0,110.0
2025-08-08,124.9852887126097,0.5460183751072131,115.0,110.0
2025-08-11,124.56005403262046,0.3888552490222218,115.0,110.0
2025-08-12,125.05174227856524,0.4535626874955446,115.0,110.0
2025-08-13,126.05681062588143,0.38532461873979523,115.0,110.0
2025-08-14,125.6440233122066,0.4152152561401468,115.0,110.0
2025-08-15,126.13699421814023,0.40409365082917126,115.0,110.0
2025-08-18,127.10693443445507,0.5119792003220781,115.0,110.0
2025-08-19,127.49619899020911,0.43018851609491204,115.0,110.0
2025-08-20,129.7072400210268,0.5034189666847009,115.0,110.0
2025-08-21,129.01421471823875,0.4802060444794259,115.0,110.0
2025-08-22,130.08421251180727,0.5651819376052395,115.0,110.0
2025-08-25,130.36207125969324,0.3760277888430138,115.0,110.0
2025-08-26,131.25630302463037,0.51296166198934,115.0,110.0
2025-08-27,131.9396936598561,0.5073220435200364,115.0,110.0
2025-08-28,131.85185072057806,0.4013310580986483,115.0,110.0
2025-08-29,132.39837426351028,0.500356666823658,115.0,110.0
2025-09-01,131.56565372776606,0.46680724815131147,115.0,110.0
2025-09-02,132.35718394781094,0.43862618700232964,115.0,110.0
2025-09-03,132.95157257429787,0.40880322565140004,115.0,110.0
2025-09-04,133.77498166082907,0.4140445274275407,115.0,110.0
2025-09-05,134.88405540347915,0.5524906047892963,115.0,110.0
2025-09-08,135.53663784416088,0.45003414094787414,115.0,110.0
2025-09-09,136.0436054679921,0.48910650007657297,115.0,110.0
2025-09-10,135.85241771848064,0.41045503091662233,115.0,110.0
2025-09-11,135.77619040818092,0.4110073526889181,115.0,110.0
2025-09-12,136.98917050817133,0.5040992404624971,115.0,110.0
2025-09-15,138.38394999869172,0.3825211894224234,115.0,110.0
2025-09-16,138.6343485351239,0.42923931160473644,115.0,110.0
2025-09-17,139.08213938521067,0.4517013705536116,115.0,110.0
2025-09-18,138.87030729040254,0.45556863009200266,115.0,110.0
2025-09-19,140.10122372966978,0.4410453357491922,115.0,110.0
2025-09-22,140.98765595730643,0.46979098905479616,115.0,110.0
2025-09-23,142.7790574055307,0.4846427877908906,115.0,110.0
2025-09-24,142.58036387246102,0.4867318772729665,115.0,110.0
2025-09-25,142.73862244513498,0.4007098095666087,115.0,110.0
2025-09-26,143.33201967322958,0.4357922451035601,115.0,110.0
2025-09-29,144.2253289879485,0.5097381430938469,115.0,110.0
2025-09-30,144.0698053080617,0.22683941562721618,115.0,110.0
2025-10-01,143.44096863634581,0.1588142164555681,115.0,110.0
2025-10-02,144.07311838490665,0.21054439701056607,115.0,110.0
2025-10-03,144.59259948720452,0.14065324251875572,115.0,110.0
2025-10-06,143.93016721698797,0.2014080470618111,115.0,110.0
2025-10-07,144.90561276206887,0.2569330105023793,115.0,110.0
2025-10-08,145.75345456711645,0.17156321848193043,115.0,110.0
2025-10-09,145.8513254591671,0.17497030863525254,115.0,110.0
2025-10-10,145.9093727278234,0.2229208934471858,115.0,110.0
2025-10-13,146.3135838370159,0.15371595454371062,115.0,110.0
2025-10-14,145.68318951495314,0.18101734910344885,115.0,110.0
2025-10-15,145.7050649233055,0.2178932341274526,115.0,110.0
2025-10-16,144.13699900276984,0.18097142456931792,115.0,110.0
2025-10-17,144.76864743527898,0.19292090038367085,115.0,110.0
2025-10-20,143.63837112631765,0.22232557130945105,115.0,110.0
2025-10-21,144.71811500269038,0.21264638250609685,115.0,110.0
2025-10-22,144.4792432140737,0.20800455188886208,115.0,110.0
2025-10-23,144.32633578725958,0.18982633162189885,115.0,110.0
2025-10-24,143.87334311468658,0.21110183345806868,115.0,110.0
2025-10-27,143.66613753599577,0.1962880195970073,115.0,110.0
2025-10-28,144.68511213265157,0.21373416829777356,115.0,110.0
2025-10-29,142.88536776047476,0.18509203924646067,115.0,110.0
2025-10-30,143.79766610451782,0.19452293076861377,115.0,110.0
2025-10-31,144.04070104287257,0.1703012662234396,115.0,110.0
2025-11-03,143.17139982121617,0.19894977169981293,115.0,110.0
2025-11-04,142.40162991842638,0.17566997409113466,115.0,110.0
2025-11-05,143.59523541571807,0.16657860649514022,115.0,110.0
2025-11-06,142.91638400065528,0.20775983443566165,115.0,110.0
2025-11-07,142.09222057835686,0.20638219327572982,115.0,110.0
2025-11-10,142.90023832246015,0.2234862120484572,115.0,110.0
2025-11-11,143.1421347559902,0.18706623291274704,115.0,110.0
2025-11-12,142.47085140965189,0.21224158540510268,115.0,110.0
2025-11-13,142.62516513306434,0.2165239271682099,115.0,110.0
2025-11-14,141.89367440361497,0.21334321423494784,115.0,110.0
2025-11-17,142.67467236903653,0.17523038951593575,115.0,110.0
2025-11-18,143.43182614241294,0.2044809044681357,115.0,110.0
2025-11-19,143.8133592454935,0.21092420888163985,115.0,110.0
2025-11-20,144.07341770612462,0.20021535400723828,115.0,110.0
2025-11-21,145.34211966799003,0.13740567024886746,115.0,110.0
2025-11-24,145.34189171877864,0.2048146887192044,115.0,110.0
2025-11-25,144.48301261296794,0.26637593118191727,115.0,110.0
2025-11-26,144.8077193380527,0.18919882193729054,115.0,110.0
2025-11-27,146.3180979164294,0.17815768706434038,115.0,110.0
2025-11-28,145.57570952200143,0.21120045679134195,115.0,110.0
2025-12-01,145.31260852836513,0.20937134631399718,115.0,110.0
2025-12-02,145.61518282890427,0.23578205496249244,115.0,110.0
2025-12-03,145.57593600668758,0.16226395532273338,115.0,110.0
2025-12-04,144.86093719090684,0.22194140757724978,115.0,110.0
2025-12-05,145.67350409314946,0.21771266183754392,115.0,110.0
2025-12-08,147.36334640122476,0.19573560389178363,115.0,110.0
2025-12-09,147.50785934190637,0.21016061953765072,115.0,110.0
2025-12-10,146.8410734513171,0.23088372444795072,115.0,110.0
2025-12-11,145.70381832015426,0.22616946140085353,115.0,110.0
2025-12-12,145.8917587476483,0.16570942063778815,115.0,110.0
2025-12-15,146.69699178293877,0.22460474560266455,115.0,110.0
2025-12-16,147.0455201779545,0.19805934184902446,115.0,110.0
2025-12-17,147.04375280776281,0.20218622294046548,115.0,110.0
2025-12-18,146.61050923225116,0.20219590973005083,115.0,110.0
2025-12-19,145.80989590046244,0.1954927103360522,115.0,110.0
2025-12-22,146.41847092043346,0.23575122491321196,115.0,110.0
2025-12-23,147.08743613830228,0.19748846120452365,115.0,110.0
2025-12-24,145.95064898186754,0.16641361614850494,115.0,110.0
2025-12-25,147.11083913507824,0.18819410432090813,115.0,110.0
2025-12-26,147.53309963022332,0.20536084150431427,115.0,110.0
2025-12-29,148.56553231134444,0.23687644352891152,115.0,110.0
2025-12-30,147.56856269442684,0.218092840548465,115.0,110.0
2025-12-31,146.5607991568869,0.17448394163758868,115.0,110.0
2026-01-01,146.4516338514402,0.27455569750036674,115.0,110.0
2026-01-02,146.81980185540948,0.2079432593293394,115.0,110.0
2026-01-05,148.13850855582427,0.23826172213997046,115.0,110.0
2026-01-06,148.66149594190074,0.19544856699268315,115.0,110.0
2026-01-07,148.4811091336609,0.2160007773411635,115.0,110.0
2026-01-08,147.71912694198656,0.22518405513555215,115.0,110.0
2026-01-09,148.62759999568763,0.23654584135262768,115.0,110.0
2026-01-12,147.9106907350269,0.23172104916134675,115.0,110.0
2026-01-13,149.11503027891013,0.22616591000218936,115.0,110.0
2026-01-14,148.90300015072546,0.19054739806417675,115.0,110.0
2026-01-15,150.08721236371926,0.18284761874131816,115.0,110.0
2026-01-16,150.59670688727678,0.20997822530972593,115.0,110.0
2026-01-19,150.49355153943455,0.22799384217023208,115.0,110.0
2026-01-20,150.1027225161705,0.1933183789767018,115.0,110.0
2026-01-21,149.8468665135862,0.2319551589714316,115.0,110.0
2026-01-22,150.16777608472566,0.2435785023645854,115.0,110.0
2026-01-23,150.2257081819632,0.17251037242779743,115.0,110.0
2026-01-26,149.77967948544494,0.17489237888611162,115.0,110.0
2026-01-27,149.65563838769447,0.19578874823283993,115.0,110.0
2026-01-28,149.7144358654206,0.2092283800456759,115.0,110.0
2026-01-29,148.1209247451566,0.18426298958698847,115.0,110.0
2026-01-30,148.46024616941284,0.24056608036601435,115.0,110.0
2026-02-02,147.73299789841855,0.21272200584555354,115.0,110.0
2026-02-03,146.29013963933002,-0.14842211807037042,115.0,110.0
2026-02-04,144.4707698799804,-0.2074363809547411,115.0,110.0
2026-02-05,142.597061649216,-0.20263263265710027,115.0,110.0
2026-02-06,141.06025924680122,-0.13875962998872773,115.0,110.0
2026-02-09,139.99594480934016,-0.23530382504619346,115.0,110.0
2026-02-10,140.80320282218034,-0.10949450361423713,115.0,110.0
2026-02-11,139.86976229756593,-0.1563261537748928,115.0,110.0
2026-02-12,139.43459257393604,-0.020276281216210668,115.0,110.0
2026-02-13,139.15605899844508,-0.05768334997535557,115.0,110.0
2026-02-16,138.69062733637978,-0.15725796276990067,115.0,110.0
2026-02-17,138.0821614162783,-0.1542534801012526,115.0,110.0
2026-02-18,136.70458903858727,-0.1101767394399188,115.0,110.0
2026-02-19,137.14951295349428,-0.08187309560327848,115.0,110.0
2026-02-20,137.84019559911093,-0.21552116229744067,115.0,110.0
2026-02-23,136.1291447990924,-0.22145501861418745,115.0,110.0
2026-02-24,134.88762753826012,-0.17488139222217525,115.0,110.0
2026-02-25,134.15936226188757,-0.1266904966730454,115.0,110.0
2026-02-26,132.97571593562682,-0.13012505637969612,115.0,110.0
2026-02-27,132.7802187304321,-0.10720914180064599,115.0,110.0
2026-03-02,131.76559714385616,-0.19798790113461232,115.0,110.0
2026-03-03,132.66493428340306,-0.24264575451875506,115.0,110.0
2026-03-04,132.9239948014184,-0.11567943218791418,115.0,110.0
2026-03-05,132.53357976892607,-0.1831278509186094,115.0,110.0
2026-03-06,132.68399627910676,-0.2307395145755455,115.0,110.0
2026-03-09,132.88693673294276,-0.14419745016162472,115.0,110.0
2026-03-10,131.9806827151795,-0.1182729724712529,115.0,110.0
2026-03-11,130.91413543842603,-0.1548822852848511,115.0,110.0
2026-03-12,130.44162905431824,-0.16831393544729956,115.0,110.0
2026-03-13,130.48182863675876,-0.15637448928583625,115.0,110.0
2026-03-16,130.050625597748,-0.1648233104960313,115.0,110.0
2026-03-17,128.50497619998507,-0.20392188447760667,115.0,110.0
2026-03-18,127.47512161487178,-0.17858722707961727,115.0,110.0
2026-03-19,126.91807262949781,-0.1291488037994474,115.0,110.0
2026-03-20,126.36238367565292,-0.13713285834494,115.0,110.0
2026-03-23,127.10320979774993,-0.1432776077613272,115.0,110.0
2026-03-24,125.71397937745947,-0.18980593927413517,115.0,110.0
2026-03-25,125.52892163755773,-0.15726012648542667,115.0,110.0
2026-03-26,125.9614397644315,-0.23708260185771418,115.0,110.0
2026-03-27,126.88816940680383,-0.1428609334445844,115.0,110.0
2026-03-30,126.1240504854734,-0.0928456916874573,115.0,110.0
2026-03-31,125.92945964905617,-0.20896528528168423,115.0,110.0
2026-04-01,125.78448988001733,-0.1734371069327102,115.0,110.0
2026-04-02,125.40429476991872,-0.1368357288515948,115.0,110.0
2026-04-03,124.84069952707502,-0.09988629462290065,115.0,110.0
2026-04-06,124.61347409197559,-0.16792898465200598,115.0,110.0
2026-04-07,122.53726028593253,-0.17769001317063585,115.0,110.0
2026-04-08,122.4650058779733,-0.22875692569664333,115.0,110.0
2026-04-09,122.05240774302956,-0.14586247482767573,115.0,110.0
2026-04-10,121.4284301279866,-0.06831695839425023,115.0,110.0
2026-04-13,122.1854527230474,-0.13890566152141295,115.0,110.0
2026-04-14,121.28437531893466,-0.15089115916734852,115.0,110.0
2026-04-15,120.55480371995985,-0.13711670756932057,115.0,110.0
2026-04-16,121.27304109230568,-0.15044368015794407,115.0,110.0
2026-04-17,120.28341590386458,-0.18252057489040519,115.0,110.0
2026-04-20,119.47143351338649,-0.11706880337289177,115.0,110.0
2026-04-21,118.90572108883195,-0.1409695390755298,115.0,110.0
2026-04-22,118.92993890368592,-0.1492954699226537,115.0,110.0
2026-04-23,118.57778884558898,-0.18901464109113,115.0,110.0
2026-04-24,117.33709441285124,-0.09785968272260963,115.0,110.0
2026-04-27,116.5555304705238,-0.1234118901866756,115.0,110.0
2026-04-28,115.73535575790835,-0.1721168334946921,115.0,110.0
2026-04-29,115.22772830917228,-0.1099270058527225,115.0,110.0
2026-04-30,115.0121623829295,-0.16990283353540828,115.0,110.0
2026-05-01,114.7926074749261,-0.1812801397004415,115.0,110.0
2026-05-04,113.31407194425974,-0.18038812469921148,115.0,110.0
2026-05-05,113.46361308452728,-0.22084274212352364,115.0,110.0
2026-05-06,113.153045501286,-0.13113830478327176,115.0,110.0
2026-05-07,113.48375340817776,-0.223245795133534,115.0,110.0
2026-05-08,113.28186486173796,-0.1991377532506305,115.0,110.0
2026-05-11,113.45253699462778,-0.23302352036314133,115.0,110.0
2026-05-12,113.26338059268409,-0.15344278771163572,115.0,110.0
2026-05-13,113.57271747125567,-0.1560128184108749,115.0,110.0
2026-05-14,113.41499372103881,-0.16306784852745457,115.0,110.0
2026-05-15,112.90580846085207,-0.19170310778682303,115.0,110.0
2026-05-18,113.7370406234415,-0.1968893501374656,115.0,110.0
2026-05-19,113.78767471741021,-0.13142520545813702,115.0,110.0
2026-05-20,113.65894923628147,-0.1720220772683395,115.0,110.0
2026-05-21,112.47899634488948,-0.1373456671385542,115.0,110.0
2026-05-22,111.30454262053105,-0.1854099474449689,115.0,110.0
2026-05-25,111.02222726433766,-0.1427574902891567,115.0,110.0
2026-05-26,110.65891879273234,-0.09786887850735745,115.0,110.0
2026-05-27,109.8764924223112,-0.12655336798428865,115.0,110.0
2026-05-28,109.51443987524996,-0.1664965527286592,115.0,110.0
2026-05-29,109.94627005672612,-0.13971204118576291,115.0,110.0
2026-06-01,109.88876951782433,-0.1596266069812085,115.0,110.0
2026-06-02,108.82229433402256,-0.14968479261221088,115.0,110.0
2026-06-03,108.32633192464552,-0.16302444208594014,115.0,110.0
2026-06-04,107.4570312659817,-0.15657340823541566,115.0,110.0
2026-06-05,106.8188977307211,-0.14151626587703298,115.0,110.0
2026-06-08,106.17071229236463,-0.189734347983278,115.0,110.0
2026-06-09,105.49246958455332,-0.19063515307959913,115.0,110.0
2026-06-10,104.4084630559531,-0.20554170215324843,115.0,110.0
2026-06-11,103.92418805823324,-0.21401084418014837,115.0,110.0
2026-06-12,103.2171878386073,-0.19869130768881918,115.0,110.0
2026-06-15,101.29247180875524,-0.14362149972783483,115.0,110.0
2026-06-16,101.92705497610021,-0.18571150061967537,115.0,110.0
2026-06-17,102.07422217820408,-0.12945542143075614,115.0,110.0
2026-06-18,101.47387227048219,-0.1486114500498975,115.0,110.0
2026-06-19,101.0775249906484,-0.22874016853752216,115.0,110.0
2026-06-22,100.08107528282883,-0.1238009766311324,115.0,110.0
2026-06-23,100.52929982666254,-0.1175680541763316,115.0,110.0
2026-06-24,101.0808481476288,-0.18975450699339413,115.0,110.0
2026-06-25,100.75571842979114,-0.13319233828420032,115.0,110.0
2026-06-26,100.86832838302098,-0.18425992949636796,115.0,110.0
2026-06-29,100.55325949138245,-0.14609318493006657,115.0,110.0
2026-06-30,99.4789859537968,-0.20057993627819862,115.0,110.0
2026-07-01,98.87623115429871,-0.22172425810138308,115.0,110.0
2026-07-02,98.54594893037282,-0.16531268758451875,115.0,110.0
2026-07-03,97.92779595326277,-0.15494915785099345,115.0,110.0
2026-07-06,97.42902360176387,-0.16590718774458416,115.0,110.0
2026-07-07,96.99478265912808,-0.19736122232890238,115.0,110.0
2026-07-08,96.56757956688027,-0.16599596248524548,115.0,110.0
2026-07-09,96.20654162830856,-0.13922820989677065,115.0,110.0
2026-07-10,95.31152973443793,-0.15179572120490148,115.0,110.0
2026-07-13,94.58858408541178,-0.14269995877603145,115.0,110.0
2026-07-14,93.60269471491534,-0.1768046080181693,115.0,110.0
2026-07-15,93.68591478797956,-0.10313128341135361,115.0,110.0
2026-07-16,92.32482382899353,-0.1970469334621912,115.0,110.0
2026-07-17,92.48804965976538,-0.13049758811653125,115.0,110.0
2026-07-20,92.75920122062547,-0.10272435628160154,115.0,110.0
2026-07-21,92.24801426637853,-0.13076367629004418,115.0,110.0
2026-07-22,90.67835107323687,-0.1581009690825932,115.0,110.0
2026-07-23,90.15182243902123,-0.17113188186651918,115.0,110.0
2026-07-24,89.76228355370561,-0.10855649395814976,115.0,110.0
2026-07-27,88.94966639961015,-0.20691899701046693,115.0,110.0
2026-07-28,88.36472521275078,-0.18880497041518574,115.0,110.0
2026-07-29,88.68734270324694,-0.16590231061966884,115.0,110.0
2026-07-30,88.6274464480127,-0.10049384969952008,115.0,110.0
2026-07-31,87.86322787954666,-0.13480929455836416,115.0,110.0
