,green_power_market_price,coal_spot_price_index,grid_absorption_rate,lockin_cost_001258,lockin_cost_601012
2025-11-19,0.40848730508136416,866.3597942093648,96.06925700549039,100.0,100.0
2025-11-20,0.41225435467468685,867.1295257020837,95.76503172892492,100.0,100.0
2025-11-21,0.4167158674186564,870.5097966248387,96.03535623037625,100.0,100.0
2025-11-24,0.41520362853740794,872.3925241767291,96.89002383584587,100.0,100.0
2025-11-25,0.41290656181809526,872.8941997973035,95.25858845417379,100.0,100.0
2025-11-26,0.4145208084872545,874.2540438071684,95.04624369399383,100.0,100.0
2025-11-27,0.41306413935441155,883.7677061481214,96.49529952986663,100.0,100.0
2025-11-28,0.41516293480767813,883.4372309599871,95.56003751464948,100.0,100.0
2025-12-01,0.415971703870232,884.141627146847,95.23353504490198,100.0,100.0
2025-12-02,0.41162447152524034,888.2442447308774,95.98987651558342,100.0,100.0
2025-12-03,0.4164669871292305,892.5663484627094,95.06754495111534,100.0,100.0
2025-12-04,0.4220546201485171,897.2144696849509,96.18245839301328,100.0,100.0
2025-12-05,0.4204162540770639,899.6693905730676,95.50628731447631,100.0,100.0
2025-12-08,0.419453149397256,894.9973709221457,94.82010849748443,100.0,100.0
2025-12-09,0.4205107455694307,901.4310970513501,96.03842715984158,100.0,100.0
2025-12-10,0.42171411593939173,896.7457154792753,94.55169451988411,100.0,100.0
2025-12-11,0.42388974875741026,897.8562573402314,95.1195506207195,100.0,100.0
2025-12-12,0.4301203623737093,894.739153940154,94.79137495425022,100.0,100.0
2025-12-15,0.42978952069122717,894.382600553782,95.18520326760158,100.0,100.0
2025-12-16,0.4275946289576118,895.5976501949959,95.20717446559695,100.0,100.0
2025-12-17,0.4236566712735682,896.7830790567971,94.33409402914015,100.0,100.0
2025-12-18,0.4216638811537424,898.3707620737382,93.8327479077241,100.0,100.0
2025-12-19,0.4217645002351211,904.7256071499728,94.33060486006055,100.0,100.0
2025-12-22,0.4273481738256744,906.4397443560287,93.65282555993122,100.0,100.0
2025-12-23,0.4259953399285659,905.3631178148661,94.88944938288543,100.0,100.0
2025-12-24,0.42686670378348257,909.1194664880195,93.84220953684556,100.0,100.0
2025-12-25,0.42701743509526435,913.7773484437181,93.48268623540115,100.0,100.0
2025-12-26,0.4307826149156086,908.7669171831701,93.64941654880165,100.0,100.0
2025-12-29,0.4385634121932295,911.0565174625696,92.7756717843026,100.0,100.0
2025-12-30,0.4371708058744685,913.7612084318132,92.85612007892222,100.0,100.0
2025-12-31,0.4359024875469138,912.4709544183731,93.83546382765793,100.0,100.0
2026-01-05,0.439234970178121,917.8737816716197,92.80088046881596,100.0,100.0
2026-01-06,0.441480644647,917.1735593234896,92.5007864454794,100.0,100.0
2026-01-07,0.44722076662420807,917.5758651373758,93.18842805294287,100.0,100.0
2026-01-08,0.44917255118018595,916.7835778402402,93.4098598066387,100.0,100.0
2026-01-09,0.44829467490782476,916.7458940305661,93.07453663769404,100.0,100.0
2026-01-12,0.4502666393999017,912.2607936829853,93.11238105584947,100.0,100.0
2026-01-13,0.45379275014165044,906.4005901526082,92.13659944762408,100.0,100.0
2026-01-14,0.4564541966852425,912.678610405508,91.7061702559296,100.0,100.0
2026-01-15,0.4581760187785644,909.1907650122347,93.07135470708148,100.0,100.0
2026-01-16,0.4615760428473319,905.1251956144094,92.0645873378839,100.0,100.0
2026-01-19,0.4652839296186689,896.4116351599946,92.00746902318225,100.0,100.0
2026-01-20,0.46963040659178146,893.7557881692367,92.70574992240918,100.0,100.0
2026-01-21,0.4717765362545504,888.3634289956067,92.230432617513,100.0,100.0
2026-01-22,0.47147518201359984,894.8314896361521,92.09291025828811,100.0,100.0
2026-01-23,0.4721153230728998,898.7707579935227,92.86218493679814,100.0,100.0
2026-01-26,0.47593484997242486,895.9181566128118,91.37479330418569,100.0,100.0
2026-01-27,0.47368404295946315,904.827899834189,92.07957294727743,100.0,100.0
2026-01-28,0.47499006288608187,908.6549617821554,91.56557010188618,100.0,100.0
2026-01-29,0.4740100464490998,907.2556362481208,91.59515667257294,100.0,100.0
2026-01-30,0.4742962809179042,897.1580133886266,92.15135191059636,100.0,100.0
2026-02-02,0.47833163650572613,906.2217836789896,91.56982435971345,100.0,100.0
2026-02-03,0.4791049337097858,900.5634938119351,91.51644392170151,100.0,100.0
2026-02-04,0.4794442433542543,893.8818988241076,91.7176060446334,100.0,100.0
2026-02-05,0.4755646749313145,897.8721805521461,90.93566349082202,100.0,100.0
2026-02-06,0.4780034356293962,907.5311901775033,90.63811473392119,100.0,100.0
2026-02-09,0.4801398881728194,912.9682814515453,90.47774545613659,100.0,100.0
2026-02-10,0.4868296523427358,915.1239179317547,89.96230879663909,100.0,100.0
2026-02-11,0.4861063176378768,917.402935298416,91.92188721000825,100.0,100.0
2026-02-12,0.4869637686208686,920.7165975335372,90.29348562685405,100.0,100.0
2026-02-13,0.48791191967200087,923.6523118926842,90.68882595298938,100.0,100.0
2026-02-24,0.4928442795112913,924.6770775885617,90.6185100779983,100.0,100.0
2026-03-11,0.4927583929141304,924.9938820043692,90.8712262612388,100.0,100.0
2026-03-12,0.4937954574914415,924.6435094927712,91.08917809286821,100.0,100.0
2026-03-13,0.4958191470205911,921.5276511373045,91.07854828207974,100.0,100.0
2026-03-16,0.49657897439006016,920.3049508298374,90.32702231864427,100.0,100.0
2026-03-17,0.49543967354640855,913.4331235730558,90.50852595503171,100.0,100.0
2026-03-18,0.4962219435251035,912.9397650658768,90.71020448599253,100.0,100.0
2026-03-19,0.4996428387746828,908.8854006372732,90.42472102293459,100.0,100.0
2026-03-20,0.4967632928764496,904.37104336841,91.33623505640998,100.0,100.0
2026-03-23,0.49736220189889024,904.990619973024,90.76490502471077,100.0,100.0
2026-03-24,0.49546183945407274,910.4586291184023,90.87708405643623,100.0,100.0
2026-03-25,0.4992469793408473,914.0318955424116,90.83469521475057,100.0,100.0
2026-03-26,0.4948774186264959,907.6498931279189,91.08698892048254,100.0,100.0
2026-03-27,0.4934006530846812,903.5913805816375,90.59115108593839,100.0,100.0
2026-03-30,0.49473228870987473,907.2544653335904,89.85600317474093,100.0,100.0
2026-03-31,0.49962886079757773,903.2245157594372,90.7114288326955,100.0,100.0
2026-04-01,0.4996316100143588,902.225983159449,90.1964520411418,100.0,100.0
2026-04-02,0.4981660114342792,904.3261915555473,90.27173748384446,100.0,100.0
2026-04-03,0.5040094826426009,900.3528137360927,90.84649939368114,100.0,100.0
2026-04-07,0.4998654409413522,900.6743157606766,91.19306996810467,100.0,100.0
2026-04-08,0.493469023071492,895.2382137810038,90.6084947873093,100.0,100.0
2026-04-09,0.49498906642165197,892.7327432051989,90.7795024039533,100.0,100.0
2026-04-10,0.49368290374859414,893.911870941769,91.50669022071901,100.0,100.0
2026-04-13,0.490819205297202,887.4398960076423,90.8096965925498,100.0,100.0
2026-04-14,0.4931442746391001,889.101794959484,92.02710652995299,100.0,100.0
2026-04-15,0.4940756767804137,888.9232437637772,91.049136685432,100.0,100.0
2026-04-16,0.4925834408882035,891.0332035814458,89.92925042326006,100.0,100.0
2026-04-17,0.4889425276921908,891.8288601177045,91.23264369924188,100.0,100.0
2026-04-20,0.49175989967703126,897.1854218375998,91.0959394127652,100.0,100.0
2026-04-21,0.49391050321090724,897.5863198481915,91.6026223234291,100.0,100.0
2026-04-22,0.49381297561956905,895.7686976836904,91.34966998602108,100.0,100.0
2026-04-23,0.4995528866077121,896.1578876958196,91.00207870786741,100.0,100.0
2026-04-24,0.49654263230873363,898.2310798119652,90.52022258018354,100.0,100.0
2026-04-27,0.4921660567959594,898.326520093268,91.09170351131341,100.0,100.0
2026-04-28,0.49029033258631566,898.3888868580835,90.83751493977098,100.0,100.0
2026-04-29,0.49035357453724915,895.4809201068565,91.04172556421756,100.0,100.0
2026-04-30,0.4912835928852173,892.7293164366527,91.69807364932026,100.0,100.0
2026-05-06,0.4907598847116483,887.0188953494539,92.31304932880268,100.0,100.0
2026-05-07,0.49201605090119116,893.9172023222017,91.75218894112506,100.0,100.0
2026-05-08,0.4884614326286198,888.8417493806365,91.03603684591815,100.0,100.0
2026-05-11,0.4929927264408396,885.9701285894529,91.93769734854908,100.0,100.0
2026-05-12,0.4929462729056619,882.9964995271761,92.39734294655122,100.0,100.0
2026-05-13,0.49649816040042627,886.4761970349539,91.57989946094087,100.0,100.0
2026-05-14,0.4977263364395594,885.1963983217858,91.90559546431744,100.0,100.0
2026-05-15,0.4992965960970207,890.0873666124807,92.06972562216521,100.0,100.0
2026-05-18,0.5012058979377173,887.2934041155052,91.76158720266149,100.0,100.0
2026-05-19,0.5027490236177693,888.3093807644004,92.5716199634736,100.0,100.0
2026-05-20,0.5048771918973719,884.8679925513613,92.28214707530786,100.0,100.0
2026-05-21,0.5090646494877692,893.348589062455,92.64913460789408,100.0,100.0
2026-05-22,0.5098542129968736,888.4981953863369,92.09388162830396,100.0,100.0
2026-05-25,0.5121812242696392,889.637478227245,92.41857478984247,100.0,100.0
2026-05-26,0.5121120171867775,892.0725857509734,93.09949115702582,100.0,100.0
2026-05-27,0.5166323688331259,893.6277821407793,92.65410290000362,100.0,100.0
2026-05-28,0.5148031919269481,892.7866315052686,93.80734381951429,100.0,100.0
2026-05-29,0.5204060132256806,892.1673487063348,92.84840951044879,100.0,100.0
2026-06-01,0.5204855393737475,892.2425945942513,93.26585784713438,100.0,100.0
2026-06-02,0.5163932140673934,891.5545865877373,93.72591893948312,100.0,100.0
2026-06-03,0.5169775273121258,895.3101030549169,92.6572660466451,100.0,100.0
2026-06-04,0.515134372339701,904.0521950612824,92.5934837439141,100.0,100.0
2026-06-05,0.5178563029866673,901.722227921251,92.81900897883487,100.0,100.0
2026-06-08,0.5160984310487602,896.1430160029347,94.32148333177035,100.0,100.0
2026-06-09,0.5149598807491158,895.6898878095298,93.52291652451063,100.0,100.0
2026-06-10,0.5094912585562792,905.908725160147,95.18679445605828,100.0,100.0
2026-06-11,0.508334339598532,902.594026888268,93.73450966409698,100.0,100.0
2026-06-12,0.5012627016186452,909.0504941100443,94.21783164907403,100.0,100.0
2026-06-15,0.49671099314818795,915.66129736635,95.00541185668662,100.0,100.0
2026-06-16,0.49919223711662086,913.3469443995181,95.34597713918346,100.0,100.0
2026-06-17,0.5017496375925734,915.5228767162592,95.48192403280031,100.0,100.0
2026-06-18,0.5032260102779282,921.9364632087734,95.16315976866849,100.0,100.0
2026-06-22,0.5005250818485406,920.3199522448234,95.17827073305882,100.0,100.0
2026-06-23,0.5005819477801147,919.4056308044139,95.06912024255416,100.0,100.0
2026-06-24,0.500771140162843,916.9789071486193,95.26790578342757,100.0,100.0
2026-06-25,0.4974960460952653,912.8198802258479,94.70814946826334,100.0,100.0
2026-06-26,0.5022062410005668,910.1227700455839,94.67870681851231,100.0,100.0
2026-06-29,0.5050383278722937,905.1270089785348,95.1891289905499,100.0,100.0
2026-06-30,0.5045754353508047,905.1633428515718,95.20758008597993,100.0,100.0
2026-07-01,0.5048560928677883,901.9834499273372,95.16666208113757,100.0,100.0
2026-07-02,0.5056812412916311,902.8185935745003,95.8407235937937,100.0,100.0
2026-07-03,0.49975603668635815,896.4950109896857,96.06799012741368,100.0,100.0
2026-07-06,0.49921450453879634,897.7185319185435,95.73080774236622,100.0,100.0
2026-07-07,0.497368551794803,900.9526477649792,96.5200019660531,100.0,100.0
2026-07-08,0.4945636917651182,892.8777051946934,95.30329915548833,100.0,100.0
2026-07-09,0.49392039088646034,894.2739314740837,95.86840491334495,100.0,100.0
2026-07-10,0.4995134504670089,899.0846074439769,95.69601029857118,100.0,100.0
2026-07-13,0.5016359790508099,894.1460433692121,95.20834943863512,100.0,100.0
2026-07-14,0.5001224420814616,900.7363329165629,96.18539868053477,100.0,100.0
2026-07-15,0.50204019042553,902.312408954027,96.24882905958623,100.0,100.0
2026-07-16,0.5064382567352881,899.3923615309934,97.14715360619655,100.0,100.0
2026-07-17,0.5094121577840264,899.0692852203625,96.78424441283525,100.0,100.0
2026-07-20,0.5097910488937869,901.2025928704495,96.03276293832232,100.0,100.0
2026-07-21,0.5080502385606702,901.4066144360991,97.54545470395323,100.0,100.0
2026-07-22,0.5103449085015109,903.4616384058846,97.29994036466603,100.0,100.0
2026-07-23,0.5117253646577762,899.6789440335672,97.04888168409336,100.0,100.0
2026-07-24,0.5146109443178595,900.2563873297114,96.71032803598798,100.0,100.0
2026-07-27,0.5167164597229054,894.5015293420915,96.40685196492225,100.0,100.0
2026-07-28,0.5200651178688633,893.9566250966967,96.76067289582733,100.0,100.0
2026-07-29,0.5186594122341817,890.2409945308375,97.54850016470711,100.0,100.0
2026-07-30,0.5228115944310846,887.1988747604785,98.0008578832665,100.0,100.0
2026-07-31,0.5236043932451618,892.0432474613202,97.88166192854118,100.0,100.0
2026-08-03,0.5300301758630376,896.3084879436973,96.91407757176556,100.0,100.0
2026-08-04,0.5281626124087689,898.645040427326,96.64409541350135,100.0,100.0
2026-08-05,0.5335705038182647,894.1757893686357,97.31664484050222,100.0,100.0
2026-08-06,0.5343642361686526,892.8101555698565,96.40113437847566,100.0,100.0
2026-08-07,0.5326099821578092,897.5625463697733,97.48290708518934,100.0,100.0
2026-08-10,0.5313583246556463,898.0294140243328,97.28027307391496,100.0,100.0
2026-08-11,0.5305972827310633,907.2067321842596,97.15055749466818,100.0,100.0
2026-08-12,0.5320697805702691,908.6800035418371,96.61244724621149,100.0,100.0
2026-08-13,0.5338382870343756,909.3482000077972,97.68951811559644,100.0,100.0
2026-08-14,0.5323171870225598,908.0117341509872,97.18596096669383,100.0,100.0
2026-08-17,0.5324441232457768,908.4458977701164,96.88360135067052,100.0,100.0
2026-08-18,0.5390709343216125,907.7360184245941,96.04531635862685,100.0,100.0
2026-08-19,0.5444535638319146,910.4684531313485,97.4772045373447,100.0,100.0
2026-08-20,0.5459625348409367,914.1952623985269,98.38321992205096,100.0,100.0
2026-08-21,0.5462765452754413,910.9513045564951,98.33046753265941,100.0,100.0
2026-08-24,0.5468366392555961,905.526372742264,97.27064260811744,100.0,100.0
2026-08-25,0.5488771931737874,898.0815512498508,97.19404715367148,100.0,100.0
2026-08-26,0.5460088154781921,900.0135165575009,97.72211630773032,100.0,100.0
2026-08-27,0.5454366858659221,895.5000501328054,96.97773319745048,100.0,100.0
2026-08-28,0.5406309336442893,886.7884877609955,97.61364981309157,100.0,100.0
