date,alpha_momentum_20d_1309,alpha_momentum_20d_300475,alpha_momentum_20d_301308,alpha_momentum_20d_688008,alpha_momentum_20d_688525,alpha_volatility_20d_1309,alpha_volatility_20d_300475,alpha_volatility_20d_301308,alpha_volatility_20d_688008,alpha_volatility_20d_688525,alpha_supply_chain_score_1309,alpha_supply_chain_score_300475,alpha_supply_chain_score_301308,alpha_supply_chain_score_688008,alpha_supply_chain_score_688525,alpha_chokepoint_moat_1309,alpha_chokepoint_moat_300475,alpha_chokepoint_moat_301308,alpha_chokepoint_moat_688008,alpha_chokepoint_moat_688525
2025-09-01,0.1525,0.369,0.1356,0.4793,0.1509,0.4511,0.561,0.2977,0.5456,0.4017,0.7719,0.7719,0.7719,0.7719,0.7719,0.88,0.72,0.72,0.72,0.88
2025-09-02,0.086,0.2784,0.0568,0.3575,0.0939,0.5167,0.6273,0.3835,0.6346,0.4634,0.7715,0.7715,0.7715,0.7715,0.7715,0.88,0.72,0.72,0.72,0.88
2025-09-03,0.0527,0.2564,0.0322,0.2385,0.0511,0.5346,0.6275,0.3926,0.6195,0.4671,0.7705,0.7705,0.7705,0.7705,0.7705,0.88,0.72,0.72,0.72,0.88
2025-09-04,-0.0115,0.1098,-0.0186,0.1071,-0.0253,0.5749,0.7337,0.4437,0.707,0.5153,0.7674,0.7674,0.7674,0.7674,0.7674,0.88,0.72,0.72,0.72,0.88
2025-09-05,0.0665,0.2379,0.0584,0.1878,0.1392,0.6736,0.7625,0.5237,0.7211,0.6755,0.7678,0.7678,0.7678,0.7678,0.7678,0.88,0.72,0.72,0.72,0.88
2025-09-08,0.0191,0.4183,0.0771,0.205,0.0917,0.6534,0.9533,0.5342,0.7189,0.6592,0.7674,0.7674,0.7674,0.7674,0.7674,0.88,0.72,0.72,0.72,0.88
2025-09-09,-0.0307,0.4474,0.0216,0.1986,0.0347,0.6591,0.9623,0.5561,0.7208,0.6863,0.7672,0.7672,0.7672,0.7672,0.7672,0.88,0.72,0.72,0.72,0.88
2025-09-10,0.0116,0.4937,0.0292,0.2674,0.0265,0.6597,0.9486,0.5534,0.7385,0.686,0.7675,0.7675,0.7675,0.7675,0.7675,0.88,0.72,0.72,0.72,0.88
2025-09-11,0.0768,0.8349,0.0811,0.3221,0.1705,0.6807,1.1224,0.5896,0.7337,0.7429,0.7714,0.7714,0.7714,0.7714,0.7714,0.88,0.72,0.72,0.72,0.88
2025-09-12,0.1844,1.048,0.2136,0.2727,0.2143,0.7599,1.1891,0.759,0.725,0.7717,0.7743,0.7743,0.7743,0.7743,0.7743,0.88,0.72,0.72,0.72,0.88
2025-09-15,0.2675,1.0339,0.2189,0.279,0.1762,0.793,1.19,0.7583,0.7229,0.7745,0.7768,0.7768,0.7768,0.7768,0.7768,0.88,0.72,0.72,0.72,0.88
2025-09-16,0.3805,1.0424,0.2753,0.3469,0.1909,0.8013,1.188,0.7586,0.7113,0.7727,0.7806,0.7806,0.7806,0.7806,0.7806,0.88,0.72,0.72,0.72,0.88
2025-09-17,0.4382,1.1087,0.2391,0.2845,0.1712,0.8071,1.1833,0.7599,0.7133,0.7748,0.7844,0.7844,0.7844,0.7844,0.7844,0.88,0.72,0.72,0.72,0.88
2025-09-18,0.3284,0.952,0.228,0.3072,0.1566,0.8102,1.2145,0.762,0.7057,0.7797,0.7853,0.7853,0.7853,0.7853,0.7853,0.88,0.72,0.72,0.72,0.88
2025-09-19,0.4272,0.9612,0.3279,0.218,0.1315,0.8639,1.2139,0.8552,0.6512,0.7677,0.7852,0.7852,0.7852,0.7852,0.7852,0.88,0.72,0.72,0.72,0.88
2025-09-22,0.5594,1.1561,0.4593,0.2299,0.2051,0.9082,1.2577,0.9038,0.6559,0.7845,0.7869,0.7869,0.7869,0.7869,0.7869,0.88,0.72,0.72,0.72,0.88
2025-09-23,0.7392,0.9181,0.4665,0.2205,0.2522,0.935,1.2934,0.904,0.6557,0.7877,0.7894,0.7894,0.7894,0.7894,0.7894,0.88,0.72,0.72,0.72,0.88
2025-09-24,0.8823,1.0315,0.5482,0.257,0.3196,0.9289,1.2664,0.9008,0.6856,0.8095,0.794,0.794,0.794,0.794,0.794,0.88,0.72,0.72,0.72,0.88
2025-09-25,0.8122,0.9448,0.4635,0.1634,0.2464,0.95,1.2963,0.9333,0.628,0.8226,0.7982,0.7982,0.7982,0.7982,0.7982,0.88,0.72,0.72,0.72,0.88
2025-09-26,0.8303,0.8498,0.4821,0.0834,0.2795,0.9413,1.3186,0.925,0.6224,0.8101,0.8016,0.8016,0.8016,0.8016,0.8016,0.88,0.72,0.72,0.72,0.88
2025-09-29,0.8281,0.7986,0.4863,0.1572,0.3037,0.9404,1.2987,0.9263,0.6764,0.8211,0.8052,0.8052,0.8052,0.8052,0.8052,0.88,0.72,0.72,0.72,0.88
2025-09-30,1.1504,1.0803,0.9035,0.3432,0.5163,0.8964,1.2585,1.0704,0.6508,0.8175,0.8108,0.8108,0.8108,0.8108,0.8108,0.88,0.72,0.72,0.72,0.88
2025-10-09,1.265,1.2429,1.0335,0.3985,0.5825,0.8571,1.2587,1.0507,0.6328,0.8027,0.8154,0.8154,0.8154,0.8154,0.8154,0.88,0.72,0.72,0.72,0.88
2025-10-10,1.2849,1.5408,1.0843,0.4616,0.5219,0.8448,1.1492,1.0256,0.5558,0.8605,0.8174,0.8174,0.8174,0.8174,0.8174,0.88,0.72,0.72,0.72,0.88
2025-10-13,1.0027,1.1555,0.9646,0.3676,0.4363,0.8607,1.2363,1.0181,0.5519,0.7826,0.8216,0.8216,0.8216,0.8216,0.8216,0.88,0.72,0.72,0.72,0.88
2025-10-14,0.8315,0.7501,0.7404,0.3464,0.4542,0.9548,1.1717,1.1005,0.5576,0.7805,0.8246,0.8246,0.8246,0.8246,0.8246,0.88,0.72,0.72,0.72,0.88
2025-10-15,0.9275,0.6781,0.8302,0.3409,0.5277,0.9275,1.1671,1.0721,0.5605,0.7424,0.8247,0.8247,0.8247,0.8247,0.8247,0.88,0.72,0.72,0.72,0.88
2025-10-16,1.0743,0.9492,0.9833,0.2687,0.6617,0.954,1.2609,1.0678,0.5402,0.7718,0.8269,0.8269,0.8269,0.8269,0.8269,0.88,0.72,0.72,0.72,0.88
2025-10-17,0.8373,0.5597,0.8331,0.1763,0.3939,1.0248,1.1297,1.0829,0.5738,0.8153,0.8296,0.8296,0.8296,0.8296,0.8296,0.88,0.72,0.72,0.72,0.88
2025-10-20,0.6515,0.3036,0.622,0.1441,0.2957,1.0036,1.0605,1.0095,0.5833,0.7928,0.83,0.83,0.83,0.83,0.83,0.88,0.72,0.72,0.72,0.88
2025-10-21,0.6066,0.39,0.64,0.1873,0.3758,0.9908,1.0932,1.0069,0.5846,0.7964,0.8316,0.8316,0.8316,0.8316,0.8316,0.88,0.72,0.72,0.72,0.88
2025-10-22,0.511,0.4338,0.575,0.1341,0.3269,0.9835,1.09,1.0127,0.5874,0.8124,0.8321,0.8321,0.8321,0.8321,0.8321,0.88,0.72,0.72,0.72,0.88
2025-10-23,0.5013,0.3565,0.6634,0.1477,0.3543,0.9815,1.0926,1.0108,0.584,0.8084,0.8302,0.8302,0.8302,0.8302,0.8302,0.88,0.72,0.72,0.72,0.88
2025-10-24,0.6943,0.6905,0.9558,0.23,0.5315,1.0016,1.2477,1.1163,0.624,0.8558,0.8351,0.8351,0.8351,0.8351,0.8351,0.88,0.72,0.72,0.72,0.88
2025-10-27,0.6941,0.7251,1.0874,0.2551,0.5998,1.0014,1.2493,1.221,0.6292,0.8741,0.843,0.843,0.843,0.843,0.843,0.88,0.72,0.72,0.72,0.88
2025-10-28,0.4912,0.4643,0.8345,0.1946,0.4744,0.9855,1.2142,1.2253,0.6259,0.8841,0.8481,0.8481,0.8481,0.8481,0.8481,0.88,0.72,0.72,0.72,0.88
2025-10-29,0.3912,0.5697,0.8968,0.2162,0.4903,0.942,1.1852,1.2286,0.6286,0.8874,0.8562,0.8562,0.8562,0.8562,0.8562,0.88,0.72,0.72,0.72,0.88
2025-10-30,0.2428,0.5137,0.8817,0.1208,0.457,0.9507,1.1944,1.228,0.5822,0.8759,0.8656,0.8656,0.8656,0.8656,0.8656,0.88,0.72,0.72,0.72,0.88
2025-10-31,0.2882,0.6459,0.8216,-0.0007,0.4486,0.9399,1.1609,1.2589,0.7001,0.8802,0.8696,0.8696,0.8696,0.8696,0.8696,0.88,0.72,0.72,0.72,0.88
2025-11-03,0.3822,0.8463,0.9856,0.0017,0.4914,0.9312,1.1532,1.2481,0.6989,0.8757,0.8717,0.8717,0.8717,0.8717,0.8717,0.88,0.72,0.72,0.72,0.88
2025-11-04,0.2042,0.7072,0.7831,-0.0935,0.2787,0.9387,1.1437,1.2883,0.6387,0.9512,0.8709,0.8709,0.8709,0.8709,0.8709,0.88,0.72,0.72,0.72,0.88
2025-11-05,0.0978,0.6262,0.4574,-0.1666,0.1979,0.878,1.1262,1.1338,0.5609,0.9054,0.8691,0.8691,0.8691,0.8691,0.8691,0.88,0.72,0.72,0.72,0.88
2025-11-06,0.1881,0.633,0.446,-0.157,0.1996,0.9388,1.1292,1.1318,0.5687,0.9057,0.8665,0.8665,0.8665,0.8665,0.8665,0.88,0.72,0.72,0.72,0.88
2025-11-07,0.3492,0.684,0.5484,-0.1323,0.3079,0.9432,1.1335,1.1143,0.5532,0.821,0.8649,0.8649,0.8649,0.8649,0.8649,0.88,0.72,0.72,0.72,0.88
2025-11-10,0.4813,1.1181,0.5561,-0.136,0.2422,0.9335,1.1316,1.1139,0.5541,0.7988,0.8627,0.8627,0.8627,0.8627,0.8627,0.88,0.72,0.72,0.72,0.88
2025-11-11,0.5697,1.0045,0.8007,-0.1343,0.221,0.8701,1.1963,1.0472,0.5541,0.8001,0.8645,0.8645,0.8645,0.8645,0.8645,0.88,0.72,0.72,0.72,0.88
2025-11-12,0.6311,1.1765,0.8338,-0.1366,0.208,0.8795,1.2162,1.0439,0.5548,0.803,0.8649,0.8649,0.8649,0.8649,0.8649,0.88,0.72,0.72,0.72,0.88
2025-11-13,0.4875,0.8447,0.8004,-0.1153,0.2575,0.8379,1.1358,1.0365,0.5658,0.8718,0.8698,0.8698,0.8698,0.8698,0.8698,0.88,0.72,0.72,0.72,0.88
2025-11-14,0.4762,0.7376,0.6397,-0.121,0.2177,0.8481,1.1984,1.1359,0.572,0.9178,0.8702,0.8702,0.8702,0.8702,0.8702,0.88,0.72,0.72,0.72,0.88
2025-11-17,0.4597,0.7775,0.6073,-0.1022,0.2761,0.8545,1.1829,1.1425,0.5696,0.9232,0.8718,0.8718,0.8718,0.8718,0.8718,0.88,0.72,0.72,0.72,0.88
2025-11-18,0.3614,0.5348,0.4926,-0.1293,0.1116,0.8639,1.2027,1.1807,0.5561,0.9762,0.8698,0.8698,0.8698,0.8698,0.8698,0.88,0.72,0.72,0.72,0.88
2025-11-19,0.393,0.4998,0.4704,-0.1247,0.1097,0.8623,1.2049,1.1865,0.555,0.977,0.867,0.867,0.867,0.867,0.867,0.88,0.72,0.72,0.72,0.88
2025-11-20,0.2554,0.3731,0.3728,-0.1353,0.0474,0.9019,1.272,1.1893,0.5548,0.9921,0.857,0.857,0.857,0.857,0.857,0.88,0.72,0.72,0.72,0.88
2025-11-21,0.0267,-0.0088,0.0799,-0.2207,-0.1299,0.9248,1.1911,1.0999,0.4818,0.9566,0.8491,0.8491,0.8491,0.8491,0.8491,0.88,0.72,0.72,0.72,0.88
2025-11-24,-0.0861,-0.0504,-0.0981,-0.2464,-0.1858,0.8536,1.1791,0.8332,0.4532,0.9123,0.8396,0.8396,0.8396,0.8396,0.8396,0.88,0.72,0.72,0.72,0.88
2025-11-25,-0.0436,0.0229,-0.0616,-0.222,-0.1567,0.8487,1.175,0.8267,0.4695,0.9117,0.8341,0.8341,0.8341,0.8341,0.8341,0.88,0.72,0.72,0.72,0.88
2025-11-26,-0.0839,0.0204,-0.0983,-0.2367,-0.1953,0.8442,1.1746,0.798,0.4533,0.8899,0.8298,0.8298,0.8298,0.8298,0.8298,0.88,0.72,0.72,0.72,0.88
2025-11-27,-0.0528,0.0377,-0.1557,-0.2282,-0.2429,0.8297,1.1723,0.7871,0.4564,0.8701,0.8265,0.8265,0.8265,0.8265,0.8265,0.88,0.72,0.72,0.72,0.88
2025-11-28,-0.0366,0.0708,-0.0466,-0.131,-0.1678,0.8349,1.1876,0.7607,0.3115,0.9032,0.8283,0.8283,0.8283,0.8283,0.8283,0.88,0.72,0.72,0.72,0.88
2025-12-01,-0.1005,-0.0561,-0.1076,-0.0955,-0.1648,0.8233,1.1638,0.716,0.3155,0.905,0.831,0.831,0.831,0.831,0.831,0.88,0.72,0.72,0.72,0.88
2025-12-02,-0.0728,-0.0916,-0.0699,-0.0918,-0.0694,0.804,1.1709,0.6928,0.3128,0.8495,0.8338,0.8338,0.8338,0.8338,0.8338,0.88,0.72,0.72,0.72,0.88
2025-12-03,-0.0877,-0.146,-0.0664,-0.0841,-0.1018,0.8046,1.1676,0.6918,0.3127,0.8441,0.8363,0.8363,0.8363,0.8363,0.8363,0.88,0.72,0.72,0.72,0.88
2025-12-04,-0.1813,-0.2418,-0.1123,-0.0956,-0.1469,0.7064,1.1206,0.6759,0.2991,0.8406,0.8384,0.8384,0.8384,0.8384,0.8384,0.88,0.72,0.72,0.72,0.88
2025-12-05,-0.2431,-0.2684,-0.1445,-0.0837,-0.144,0.6245,1.099,0.6594,0.2957,0.8403,0.8381,0.8381,0.8381,0.8381,0.8381,0.88,0.72,0.72,0.72,0.88
2025-12-08,-0.2136,-0.268,-0.0391,-0.0368,-0.0793,0.6996,1.1002,0.852,0.3183,0.9037,0.8399,0.8399,0.8399,0.8399,0.8399,0.88,0.72,0.72,0.72,0.88
2025-12-09,-0.1888,-0.1742,-0.1042,-0.0319,-0.096,0.6974,1.0577,0.8194,0.318,0.9056,0.8405,0.8405,0.8405,0.8405,0.8405,0.88,0.72,0.72,0.72,0.88
2025-12-10,-0.2542,-0.2671,-0.1651,-0.0335,-0.1019,0.6479,0.9722,0.8209,0.3193,0.9067,0.8408,0.8408,0.8408,0.8408,0.8408,0.88,0.72,0.72,0.72,0.88
2025-12-11,-0.257,-0.2582,-0.2067,-0.066,-0.1916,0.6467,0.9735,0.7907,0.3044,0.7593,0.8429,0.8429,0.8429,0.8429,0.8429,0.88,0.72,0.72,0.72,0.88
2025-12-12,-0.2052,-0.1868,-0.088,-0.0064,-0.0821,0.6047,0.9242,0.7104,0.2465,0.6633,0.8458,0.8458,0.8458,0.8458,0.8458,0.88,0.72,0.72,0.72,0.88
2025-12-15,-0.2275,-0.219,-0.1525,-0.0502,-0.1749,0.6191,0.941,0.7618,0.2907,0.668,0.8431,0.8431,0.8431,0.8431,0.8431,0.88,0.72,0.72,0.72,0.88
2025-12-16,-0.2254,-0.199,-0.1134,-0.0608,-0.121,0.6184,0.9287,0.7386,0.2934,0.6085,0.8403,0.8403,0.8403,0.8403,0.8403,0.88,0.72,0.72,0.72,0.88
2025-12-17,-0.2253,-0.148,-0.054,-0.0176,-0.0564,0.6184,0.9669,0.7569,0.3171,0.6221,0.8395,0.8395,0.8395,0.8395,0.8395,0.88,0.72,0.72,0.72,0.88
