code,m1_r2,m2_r2,m3_r2,m1_alpha,m3_alpha,delta_r2_m3_m1,m3_beta_pc5
002475,0.2745308079956459,0.29924792047449467,0.2834653849571793,0.000800876142334866,0.0006119319920581335,0.008934576961533436,-1.91289795192799
002241,0.2644130502650308,0.26739339597925293,0.2644380905902214,0.002524745473820281,0.0025354609163049623,2.5040325190572865e-05,0.10848469218193092
600703,0.1951580704671939,0.20771321881235916,0.1995625745784102,0.0013605531640281455,0.001225431925910299,0.00440450411121629,-1.3679869912834437
002049,0.2873591926245863,0.32037489678833797,0.3193195575814105,0.0003497288021674885,-1.868080812139031e-05,0.031960364956824194,-3.7298322703271007
600745,0.24714997527183424,0.2800945580092238,0.26090776791290626,0.0011401604143035122,0.000903758619756464,0.01375779264107202,-2.3933660182580763
688396,0.1693495609910466,0.19055340151624245,0.17851929195632998,0.00018004629751245917,-9.325778788757465e-06,0.009169730965283396,-1.9172303369978025
002156,0.29083426559170633,0.3132167141795321,0.30755252230264474,0.0013125938055147382,0.0010406643214310042,0.016718256710938406,-2.753053494435025
600584,0.2852817491106985,0.3046701173650824,0.2910774858483782,0.0019523886701069612,0.0017934534429186525,0.005795736737679746,-1.6090832668413586
688099,0.2795621766430757,0.29067758245927966,0.28199798612964655,0.0010771223375690012,0.0009751191319738629,0.00243580948657085,-1.0326952318318978
688126,0.2529179961910274,0.26737701217430077,0.2567642415960534,0.001293927035874918,0.0011693619504645541,0.003846245405025983,-1.261114971881338
002185,0.2473914378701929,0.2535175097107776,0.24930915048043534,0.0006619926316319903,0.000572867280637908,0.001917712610242428,-0.90231796608691
688256,0.382472580278606,0.40420235439093477,0.398538698144862,0.0027153665816489494,0.0024208312244768113,0.016066117866256002,-2.9819186287570636
688521,0.30728959871082295,0.3263780031818897,0.3119804584969871,-0.0001403857536392926,-0.0002867532867714305,0.0046908597861641255,-1.4818461113897248
688123,0.2671893432246798,0.2924667167624997,0.267189378023336,0.002465466899660239,0.002465082327175857,3.479865617883604e-08,-0.0038934675523335646
688608,0.3349167850794401,0.3382630004012337,0.3437018391037404,0.0009841271671106218,0.0007886142244673902,0.008785054024300298,-1.9794013575437184
688002,0.2711521113567221,0.29161216017667047,0.2837886476502328,0.001690685880812162,0.0014475980260272685,0.012636536293510692,-2.461056660793254
300474,0.3273450720454868,0.3371387809220149,0.3338308357003199,0.001329850526623465,0.0011588934227753363,0.00648576365483311,-1.7307944878939385
688508,0.24252889666566624,0.27625046039933554,0.27416115721906975,0.001404222309586432,0.0010502610846821261,0.03163226055340351,-3.5835547233886844
688766,0.37812129619409274,0.3798750888752248,0.37846280095188145,0.0005924404272863703,0.0006306698126666536,0.00034150475778871314,0.3870398363194099
688110,0.3615320864862335,0.37962619029493516,0.36920888543187036,0.0018314471026447709,0.0016326139153015552,0.007676798945636887,-2.0130159959291265
300475,0.36447694209164916,0.38659667118399277,0.3657353689119941,0.0029307572275241766,0.0028524387683663693,0.0012584268203449378,-0.7929074274180045
001309,0.3698578485829639,0.3726169068471171,0.37525079979857423,0.0017306547575614841,0.0015698031798983215,0.005392951215610342,-1.6284846766932062
301308,0.295693580851889,0.30887253391800384,0.2961533055871107,0.001820639613088178,0.0017743069810883924,0.00045972473522171153,-0.4690782791131937
300223,0.2981774711710329,0.30341096970764114,0.30270280814004624,0.0009232271200342962,0.0007854813994115794,0.0045253369690133605,-1.3945576324024498
000021,0.32508512971688464,0.3415423043441085,0.3402791885304741,-0.0006113874340345854,-0.0008696467671084195,0.015194058813589484,-2.6146549050581354
300059,0.31340837096762,0.3280967302710227,0.3245019200450887,0.001762994848477426,0.001539024282130001,0.011093549077468734,-2.2675104629098644
600570,0.28281440266264013,0.29943039366183577,0.2873333393585449,0.0017642322251640254,0.0016212680586020008,0.004518936695904752,-1.4473899351486859
300812,0.30219196330928144,0.30813193551280427,0.3034227630698395,-2.5461684567004353e-05,-0.00010159801756850492,0.0012307997605580656,-0.7708152660613089
300196,0.1855825422351587,0.18528853165476555,0.187643482719292,-0.0008726019574819884,-0.0009600241052191403,0.0020609404841333,-0.8850744895504682
300274,0.32275799131966276,0.3332146043416486,0.32353568022419055,0.0016227066247629788,0.0015635245653960368,0.0007776889045277846,-0.5991677434233916
300014,0.2383328898985283,0.2713077862254343,0.2417138366756022,0.002460850601922954,0.0023394285288624757,0.003380946777073901,-1.2292946594866137
002460,0.2932658089990303,0.3126197638866012,0.3065646170692373,0.0003918532336838868,0.0001468500432276304,0.013298808070207002,-2.48044779662701
002466,0.2967802976867724,0.31812657439335623,0.30162049797795887,-0.0001508163354668931,-0.00030333105567324325,0.0048402002911864805,-1.5440811239431416
603799,0.26583471510576295,0.3130624247177768,0.2817912667730065,0.0006677888245006607,0.0004167299673952985,0.015956551667243524,-2.5417562431365774
600900,0.3114927212617701,0.3255761630327034,0.3115201802458316,0.0009177892305177518,0.0009228281260957951,2.7458984061534686e-05,0.05101450887364863
601985,0.3494300669766145,0.3555062499204381,0.3527947056453701,0.0003892998764014325,0.00044654089579858314,0.003364638668755582,0.5795163735433639
600905,0.22913625576601127,0.2624647904716918,0.2308383465843259,-6.637472553649175e-05,-1.3798166830476625e-06,0.0017020908183146277,0.6580178737940113
600886,0.38218487316432825,0.38962943632525904,0.38317001693506814,-5.1493396381023175e-05,-1.974587137548237e-05,0.0009851437707398825,0.321416542785308
600011,0.28203668032791696,0.30946178802306934,0.2936255638492017,0.001841205057636445,0.0016559627253028648,0.011588883521284732,-1.8754202107458773
600795,0.40919806776598056,0.41333048834225183,0.4091998191702316,0.0006059491222563088,0.0006045752006869409,1.7514042510713423e-06,-0.01390978102604339
001289,0.2356855605630599,0.2655686256549721,0.23820401435448135,0.0022974514298286777,0.002379490045275909,0.00251845379142146,0.8305708286682649
000591,0.275945145776747,0.2978049516602781,0.27859747598756857,0.0006769299381330976,0.0007611983884877339,0.002652330210821563,0.8531460003325173
601016,0.17040204046888396,0.21468089857448458,0.17170099271604167,0.001431293190693054,0.0014898084292344694,0.001298952247157703,0.5924167527704675
001258,0.24085369367162157,0.2629114038677861,0.24123129731267612,0.0008462489113978584,0.0008135288578518535,0.0003776036410545469,-0.33126256263448084
688223,0.33258120699035054,0.34162866828664606,0.33625203069527765,0.0006364774483809489,0.0005249090561544028,0.0036708237049271064,-1.1295345671073682
601012,0.3023867821782542,0.30581964946812734,0.30241870770265955,0.0003339522384066362,0.0003240043009823345,3.192552440534069e-05,-0.10071435975906366
600438,0.3813894006309746,0.38228934348785537,0.38454018716501914,0.0014846108173538716,0.001388141889471216,0.0031507865340445473,-0.976665402455863
688599,0.3847437516090675,0.39180497810553006,0.38768353049973026,0.0007628767246782475,0.000665816590231579,0.0029397788906627698,-0.9826508633649594
002812,0.3610751995122493,0.37325597676674993,0.3618150515801052,0.0007001593408964655,0.000749258001078666,0.0007398520678558729,0.49708194917206233
603659,0.36864191792179435,0.37091897937197893,0.3686703581347004,0.0013644964343175003,0.0013549653183798848,2.8440212906044593e-05,-0.09649439863841908
300450,0.3183290832458364,0.32039734493706573,0.31833880072175746,-0.0011832838740971664,-0.0011888081300770322,9.717475921044993e-06,-0.055928367905797374
605117,0.36575051690780325,0.36974206752321215,0.365988583391777,-0.0005019207953903493,-0.0004731230921753793,0.0002380664839737312,0.2915521196013556
688032,0.3935985587815364,0.4017951542845878,0.39409882674456964,0.0008785736738135939,0.0009211386720562669,0.0005002679630332629,0.43093420908883895
688063,0.39175761108625584,0.40508025931022773,0.3929577379508077,0.0022812531472122485,0.0022201688938070802,0.0012001268645518426,-0.6184258314590111
600025,0.3426625509653781,0.34908477368788515,0.34579659807621754,0.0008737985415015803,0.0009289856108145298,0.003134047110839422,0.5587218853114236
600027,0.394532613141909,0.3979720440921153,0.39487132918974177,0.000518521000805494,0.0005378843617053567,0.00033871604783275444,0.19603747114228454
600674,0.35298177798221475,0.3645256727068926,0.35379757710601967,0.0006558326120253019,0.0006833321090462409,0.0008157991238049167,0.2784088920084377
600023,0.4131479411070833,0.41966215655637307,0.4141004464563728,0.0008451627143521014,0.00087761845255643,0.0009525053492894786,0.3285865958167238
600863,0.3903570007828694,0.3946067928508322,0.39064162511860123,0.0007023834127260151,0.0006852294995401866,0.0002846243357318423,-0.17366870238085227
000037,0.28856933742387736,0.300142914277309,0.2889815985955744,0.00038119374537193767,0.0003451997937658741,0.0004122611716970148,-0.3644079809223684
000539,0.4399009519197765,0.44386905971064217,0.4399430852532237,6.162528862409754e-05,6.86640302930575e-05,4.213333344715853e-05,0.07126124043843028
600578,0.4001391380949062,0.4068385282425069,0.40084493893982376,0.0017121927468346009,0.0017408541877281687,0.000705800844917559,0.2901725801188547
600780,0.3610282964224757,0.38215720032128264,0.36102829719853335,-0.000373584602436872,-0.0003736131157471022,7.760576625770454e-10,-0.00028867288556169756
600452,0.36197579061859897,0.3649618423372888,0.3622294281326168,-6.570168715573815e-07,1.583886029271126e-05,0.00025363751401785706,0.1670066503577324
601991,0.3832043803911156,0.3941961731632926,0.38426397355279385,0.0002747541630712477,0.00030952531279265,0.0010595931616782517,0.3520281574760619
600098,0.3992297927567,0.4057962015800708,0.3992332009263395,-0.00020856273017948084,-0.00020669587441761298,3.408169639507186e-06,0.018900318204314297
000690,0.34605737646901624,0.3503623975641671,0.34605848260964756,0.0007809086133706755,0.000781943859296193,1.1061406313128685e-06,0.010480979736343272
600167,0.3625197615904081,0.3653663434360376,0.36264220069564923,-0.00032534086450998397,-0.0003140961224381846,0.00012243910524112334,0.11384339788896804
000862,0.25955403729536086,0.29452074454015464,0.26006080054683933,0.00034295870665728307,0.00038206466167594526,0.0005067632514784703,0.39591435433831623
600642,0.31867768233592153,0.33913739099376294,0.31908467670991925,0.001298223897202332,0.0013179115860653457,0.00040699437399771554,0.19932101443067066
600236,0.32011665347707585,0.3334718629669763,0.32210586124444673,0.0008355890138833523,0.00087919345575891,0.001989207767370882,0.44145768702616817
000966,0.32487593704850726,0.3566681006538903,0.3249621492332072,0.0010544001521802144,0.0010380409908487878,8.621218469995195e-05,-0.1656225194630389
300769,0.3635746384161639,0.3693210335649687,0.3696269031429126,0.0019879402724271157,0.001843075144356913,0.006052264726748691,-1.4666355448716855
300037,0.3180613625616605,0.3150876868622662,0.3181743299204657,0.0003026068084519891,0.0003212945624654062,0.00011296735880517161,0.18919752914003715
002407,0.31762065207905954,0.3325318687185008,0.3176908581948381,0.0008429962489576189,0.0008577295883522718,7.02061157785705e-05,0.14916246261790095
300073,0.39385406818852675,0.4090182050638569,0.3938634334118858,0.0021720785745299597,0.0021664441432841463,9.36522335903689e-06,-0.057043798261018616
300568,0.3577616882308001,0.3599727853521615,0.3588187143333701,0.001163886179480976,0.001107325553433293,0.001057026102569969,-0.5726279727014759
688772,0.3696879077141746,0.38645978453167074,0.3721094380565262,0.001026542542963331,0.0011136805280546984,0.0024215303423515966,0.8821975857492482
688005,0.3469854427718574,0.360807031227,0.35287867285943153,0.0010665289600600163,0.0009315864579449329,0.005893230087574142,-1.366177442096323
002709,0.3325179065890528,0.3467496062706674,0.3332650315765675,0.0012826560241015565,0.0012336875668568388,0.0007471249875147246,-0.49576375577497583
002074,0.360677748479583,0.3792226340880597,0.364112780719155,0.0008796870258747628,0.0007777922316670239,0.003435032239571978,-1.0315976592389142
002080,0.2736268471876001,0.2904197839435413,0.2736496717734491,-5.578008776662883e-05,-4.7980230018688705e-05,2.2824585849012813e-05,0.07896688989331145
601865,0.3269594640991047,0.32995388204357023,0.32697295908520796,0.001062165778063606,0.0010686689560759435,1.349498610325739e-05,0.0658391163846348
600875,0.29681346800564523,0.33925298462550113,0.29698425460607125,0.0006850763281934364,0.0007080309639212815,0.00017078660042602056,0.23239605780942046
600547,0.21784438367518677,0.23326796311387432,0.2217638130949139,0.0002567368843200907,0.000148323288022482,0.003919429419727116,-1.0975949560503002
600489,0.17687195568388914,0.19849526420193775,0.17699161259673035,0.00035553703527829695,0.00033639934019147463,0.00011965691284121505,-0.19375279776022183
601899,0.25061109785915525,0.2763914848875956,0.25292179072915444,0.0015263444470104603,0.0014434997956979155,0.002310692869999187,-0.8387312525529983
002155,0.22123218114092147,0.23175858651657266,0.22230017174435956,0.0016148513375304377,0.0015564975839030758,0.001067990603438096,-0.5907818561086792
000975,0.21321045599520838,0.24062938423119784,0.21327039258634728,0.0011928331073821007,0.0012058970364086366,5.9936591138898265e-05,0.13226111018487166
600988,0.22735518723586168,0.24620425507147814,0.2273668419709367,-0.00038086486291556573,-0.00037499425529107384,1.1654735075028455e-05,0.05943488213082048
601069,0.27276064532018196,0.3014225433822536,0.27418968536484944,-0.00030646025326084333,-0.0002393933922385358,0.0014290400446674845,0.6789946177387622
603993,0.23670663588352125,0.24676955085979646,0.24917614467674598,0.0014988437886586125,0.001302033832119295,0.012469508793224726,-1.9925325141400938
600362,0.26978039648838037,0.30464702611315764,0.2709346874582744,0.002104379117344973,0.0020418930748881173,0.0011542909698940562,-0.6326177469112516
000630,0.2697420082956271,0.2882162486812331,0.2699191699490848,-0.0002795723825860827,-0.00030325243312362014,0.00017716165345771362,-0.23974026244727625
000878,0.27224454776440843,0.33795346261374615,0.27874251443938713,0.00017876391629679785,3.205514045565947e-05,0.006497966674978706,-1.4853009020147865
601600,0.26004214071673737,0.30227915555227103,0.26030290148879454,0.0014243717747242542,0.0013966228940256007,0.00026076077205716697,-0.28093368849677464
002532,0.259957712078678,0.2639956088665214,0.2606347937363169,0.0008473902041781223,0.0008953721610992419,0.0006770816576389116,0.4857762835675693
600219,0.18736023931691592,0.2012091537229973,0.18842774426121023,0.00043572627084336656,0.0003787884219657135,0.0010675049442943063,-0.5764470312839121
600549,0.2284805892239512,0.23615222231185073,0.23023899583167962,-0.0004333202374708963,-0.0003621331302928918,0.0017584066077284133,0.7207085867670362
600392,0.35870263199645036,0.3722319080970464,0.36137892003104943,0.0014962936938807375,0.001394985201475026,0.0026762880345990725,-1.0256618548511602
600111,0.3378192927154279,0.3440993972486561,0.33792860559100213,0.0017810125762565093,0.0018012166516912054,0.00010931287557425229,0.2045489868956837
000831,0.33823226500328685,0.352550439619435,0.33855815183159954,0.001589872872377826,0.001557157243731046,0.00032588682831269367,-0.33121776431433886
002240,0.31138833231498586,0.3398201261776215,0.31138929160243667,0.0012870982766847324,0.001285270220366291,9.592874508079774e-07,-0.018507507022466098
002756,0.27534426782992294,0.28911296086895233,0.27591413031554657,0.00012616693700965044,8.014033659739328e-05,0.000569862485623629,-0.46597997098223093
002738,0.3262778501576099,0.3618273523957064,0.3283972271758815,0.0015194361935508723,0.0014323473021200857,0.0021193770182715843,-0.8817005544228464
002497,0.30535940759566715,0.32963272229095,0.30541362459355803,0.0017626008358685972,0.0017488465817382048,5.421699789087686e-05,-0.13925006155682826
000960,0.3095422574627128,0.3285636848773438,0.30954369566512663,0.0005059823259729224,0.0005081095778885082,1.4382024138281935e-06,0.021536606590209596
600961,0.21279581541479187,0.25043549879871074,0.2154775884633119,0.0015291002433592648,0.001437185612846868,0.0026817730485200197,-0.9305570360449373
600497,0.26187234580924235,0.2920427146407478,0.27247321745628683,0.001014779173195396,0.0008332651037177203,0.010600871647044485,-1.8376747374362008
000060,0.2218093518880797,0.2404929795470856,0.22403073083828462,-0.00013516699155963256,-0.0002145060697769515,0.002221378950204911,-0.803240322643877
600338,0.3059109703613433,0.3132589950731902,0.30602315545859693,0.00033933670041688257,0.00035858807860926386,0.00011218509725363646,0.19490374198655164
601168,0.27448475251869064,0.3013688168778883,0.2817932073467633,0.0006591334235558726,0.0005079875405290866,0.00730845482807263,-1.530222818017234
000688,0.25928328853521965,0.2661932386308037,0.2615919809026461,0.001956810316131022,0.0020457613355399215,0.002308692367426479,0.900553007855661
002114,0.26839247862083127,0.2859792916818209,0.27048543049212315,0.0014938099629572081,0.0014142613592795935,0.0020929518712918815,-0.8053615887605723
600019,0.25723558555600734,0.26221665077571554,0.26334233400580165,-5.2041686236887504e-05,-0.00014655482755524072,0.006106748449794308,-0.9568647359201408
000932,0.3636238116939505,0.3775783947804471,0.3651600894888941,0.0008883030956117358,0.0009405730591325825,0.0015362777949435857,0.5291886836366713
600585,0.25193618461553846,0.24739419754884517,0.25211097605319044,0.000695914141036831,0.0007121065151751053,0.0001747914376519777,0.16393394175063924
600309,0.4128468243074529,0.4151552179188033,0.4137135042083935,0.0008785262112046882,0.0009178997771865633,0.0008666799009405812,0.3986236865017711
600346,0.3997677494652633,0.40794670736278527,0.40092220922227617,0.000856256879421346,0.0008108576020760575,0.0011544597570128934,-0.45962886136425296
002493,0.435716538038032,0.44476647856255336,0.43573870022611116,0.000511763766421734,0.0005054351414169199,2.2162188079155598e-05,-0.06407191645232344
000301,0.4297569564614112,0.4403461145153944,0.4301722162984325,0.0009670862591521067,0.0009960095044417624,0.00041525983702128677,0.29282312575475794
002648,0.32230513075158984,0.3295717950950233,0.322319439782622,-0.0002000539446394032,-0.0002067495607170437,1.4309031032166963e-05,-0.06778738724416734
000792,0.30274809176216066,0.317871024489199,0.3027618960722829,0.0003242148049884396,0.00033082998740762467,1.3804310122211838e-05,0.06697306522700287
000408,0.3214066702404942,0.3489346186004504,0.33241471466133343,0.00026384414759459383,7.602787740460055e-05,0.011008044420839247,-1.9014791305207048
600426,0.3867043685959747,0.39538495279889296,0.3921153203099954,0.001045832742774529,0.0011409908833898085,0.005410951714020729,0.9633948022467557
002064,0.216717118386333,0.22553980971791598,0.21929405617600828,-0.00038265355145073127,-0.0002974405175758456,0.002576937789675271,0.8627091007445085
600141,0.3031098915057331,0.3127783243072606,0.3038729047200499,0.0003035007554496817,0.00025621840718229976,0.0007630132143168211,-0.4786933442020373
600096,0.24572718219189016,0.26587824110538416,0.24653203388607103,0.0006876972872704001,0.0006395538635924184,0.0008048516941808748,-0.48741099641263885
000553,0.3044354708385716,0.31002509188814953,0.30674627217399963,0.00038970492946179935,0.000449505219384873,0.0023108013354280477,0.6054267991386191
601225,0.20828436994146815,0.22670092352843074,0.2140432587120109,0.0005138670162408417,0.0006057502229738802,0.005758888770542758,0.9302388971461129
601088,0.2862421659327574,0.2900864294164619,0.28673635425883315,0.00037995089867258344,0.00040172719626097687,0.0004941883260757285,0.22046639176738625
600188,0.2941269420329534,0.307850686026634,0.2950587117972878,0.0006217336172650973,0.0006594222000932673,0.0009317697643344003,0.3815646729311887
600971,0.3797583602941087,0.3809810164129971,0.37978454985995236,0.0010207736577493996,0.0010157738122263242,2.61895658436595e-05,-0.050619160462738295
601699,0.29289930633108363,0.3031584051539361,0.29363733079744525,0.0008484681791018165,0.0008818046680488326,0.0007380244663616198,0.33750344394025494
600036,0.24190592044835557,0.2503699411905539,0.24192063782274253,0.0011152809076953754,0.0011196662780484136,1.47173743869633e-05,0.044398124811894764
002142,0.3757895110338476,0.3802576580711954,0.37721536353053065,-0.00023050642869353264,-0.00027966252595460096,0.0014258524966830333,-0.4976634504854035
000001,0.37389690406444775,0.3858195962265796,0.37655160664070453,0.002404626121173352,0.002337888555786769,0.0026547025762567733,-0.6756607810186271
601398,0.19012874354071618,0.20626713451933532,0.19015219905426473,0.00015751726486250744,0.00015311628562220356,2.3455513548542584e-05,-0.04455615145070801
601939,0.3028560536599071,0.31102107883764685,0.3033200844813272,0.0007300214779026142,0.0007094638792721242,0.00046403082142010277,-0.20812810695351017
601288,0.17629788840101646,0.1859745592000368,0.17890920458164028,0.0006322812379729912,0.0005864309826623577,0.002611316180623824,-0.46419462762244884
601988,0.23972809167121667,0.2563302754225867,0.24726592357015909,0.0007774096629596396,0.0006984160603036122,0.007537831898942415,-0.7997426780073285
601166,0.2797326320169905,0.2814930690824019,0.2806225708936919,0.0010793771600842697,0.0010433514634015744,0.0008899388767014127,-0.3647293726765722
600000,0.23561837885500714,0.24372845145168265,0.23789563847470785,0.00026908737640787676,0.00020818927616575713,0.002277259619700711,-0.6165411898647711
600016,0.2823660246422749,0.29457991781233184,0.2826637699478073,0.0006992243654992719,0.0006786350885591682,0.0002977453055323931,-0.208448822749991
601998,0.3039551479032787,0.319695315630511,0.31096829789846914,0.0008337424902161625,0.0007572593257180669,0.007013149995190426,-0.7743266383803861
601818,0.25431680312515004,0.26886869168768457,0.25457834236702903,0.0011368688133526553,0.001118060754564285,0.00026153924187899413,-0.19041551211601648
600015,0.22757660317790862,0.23546634752358386,0.22838349056271112,0.00023575686917216474,0.00026882874131697133,0.0008068873848025016,0.33482442509690624
601916,0.2271258137447465,0.2354721972381858,0.2280378831096016,0.0006513551312261797,0.0006872760581660535,0.0009120693648551059,0.3636686686176503
601009,0.28298734667550807,0.28503855301122216,0.28531185472626763,0.0009186114511484979,0.0009788525048207684,0.002324508050759566,0.6098891551940848
601169,0.27907110099966936,0.2821832087393682,0.28157008278645446,0.0004007662922666721,0.00035307545453533553,0.0024989817867850928,-0.48282895071646936
600919,0.27911162969854864,0.28705787938103655,0.27925373442214296,0.0006811824154910375,0.0006662652391243491,0.00014210472359432735,-0.15102365476202675
600926,0.3604406663832509,0.3664361142269206,0.3633615697786726,0.0010133770204695236,0.0009431554684862595,0.0029209033954217256,-0.7109331660888311
601229,0.3090610699271492,0.3080301682392388,0.3110621304126412,0.000490687341070524,0.00044647367782974575,0.002001060485491979,-0.4476255323956969
601838,0.3510142060889555,0.3555654527192157,0.351070992952615,0.000280687331018433,0.00029037036702441653,5.6786863659508136e-05,0.09803245941582382
600030,0.4271557463777268,0.43036764142676076,0.42723356639248267,0.0011838118468759462,0.0011713486076948896,7.782001475586942e-05,-0.1261796391651216
601688,0.49482431240270275,0.4918177273155324,0.49558599254336155,0.0012259823101308394,0.0011864540787644804,0.0007616801406588047,-0.40018954126769946
601211,0.4248883199050063,0.4282147919881243,0.42555617783879995,9.63782883021025e-05,6.0873524040613764e-05,0.0006678579337936474,-0.3594553773715238
600837,0.3865027463086247,0.3923344094219213,0.3882680193034461,-9.166247280851446e-05,-0.00015017368970401802,0.0017652729948214319,-0.592376037048933
000776,0.4424230838596841,0.46574327337114174,0.4436576508268688,0.0012167786436770973,0.001168516405261685,0.0012345669671847137,-0.48861389402864713
600999,0.4771904627024435,0.4816433690551667,0.4787022407841557,0.0014968663826854284,0.0014413607785705202,0.0015117780817122117,-0.561946777800666
000166,0.40345519398789986,0.41496052218313384,0.403549640105351,-9.921841434644597e-05,-0.00011184849244737245,9.444611745113018e-05,-0.12786874056153286
600958,0.48097547478784974,0.495960026498504,0.48408561313584275,-0.00019707048842300515,-0.00027611939584197207,0.003110138347993008,-0.800302591441473
601881,0.483776044228295,0.4906667656761967,0.484158119941806,0.0014992473096297923,0.0014709759016488678,0.0003820757135110098,-0.28622383040743393
601995,0.48292958677907905,0.49059642485805255,0.485923999798752,0.001015332069397196,0.0009368617885128975,0.002994413019672959,-0.7944444925722477
601788,0.5004442431066738,0.5138242385001162,0.5054538343588628,0.0012249434858646823,0.0011207451504445024,0.005009591252189027,-1.0549190442143181
601377,0.48300356287719115,0.49128036143648135,0.48762939592107113,7.946211630781305e-05,-2.053258469693604e-05,0.004625833043879979,-1.0123608403633426
601066,0.5156241815164375,0.5225456604567493,0.5156726497618214,0.00031697977742435547,0.000327461417992364,4.8468245383848085e-05,0.10611764770392734
601456,0.37214004174646464,0.3822607953942597,0.37248395176259497,0.0018951176032786015,0.0019285315782154773,0.0003439100161303221,0.33828792332671404
601108,0.4438306340110557,0.44857777050576386,0.4472785701845634,0.0012479570191312463,0.0011689624872218791,0.003447936173507693,-0.7997520859040185
600918,0.42973755235488753,0.4374166879835302,0.4332506940439511,0.0008077805878528101,0.0007252353818612366,0.0035131416890635814,-0.835699624739556
002736,0.4234153697883394,0.4311491834470187,0.42341906575009025,0.0002503980693403452,0.00024775461922009186,3.6959617508713904e-06,-0.026762672007166866
002926,0.45579571071991687,0.4595935606925019,0.4574355217200322,0.00032421496018718434,0.00026888517537113755,0.0016398110001153432,-0.5601667577458187
000783,0.42856808912325717,0.43702471166030177,0.4307866375452589,0.0006395020976692686,0.0005717336269604888,0.0022185484220017537,-0.6860978158601676
601318,0.3372597398397873,0.3512050997155639,0.3372606598692772,0.0006558456351059286,0.0006571307283907745,9.200294899258665e-07,0.013010470599975047
601628,0.34986395335398923,0.35097049192753615,0.3506545671548369,0.0009198327365677758,0.0008849013024654658,0.0007906138008476615,-0.35365089977450453
601601,0.31821644489618106,0.30844877308546004,0.31821830515282656,0.0011638050177754267,0.0011656342828439041,1.8602566455028224e-06,0.01851974457802565
601336,0.3865359458202814,0.4032476488301586,0.3867740621424316,0.0015290769820195257,0.0015503313050468687,0.00023811632215020584,0.21518184568588683
601319,0.33078936923158864,0.33361624235469256,0.3311306474277723,0.0010016381487108652,0.0009839242806938134,0.0003412781961836808,-0.1793377662190141
600649,0.28009794317685044,0.2878370680802719,0.2801931989508185,8.510043837269293e-05,9.77747060727339e-05,9.525577396807261e-05,0.1283161224609693
600048,0.4078029897003872,0.4127609495696902,0.40958988754316494,0.00019241643953946735,0.00013336655050233385,0.001786897842777746,-0.5978296318545586
000002,0.4520261909770146,0.45968180072119635,0.45735959525925174,0.0009739506259238841,0.00107594936705419,0.005333404282237164,1.0326500329373793
001979,0.41496434377778246,0.42104725272310073,0.4163004076491561,0.0014799699172176068,0.001530070965555129,0.0013360638713736384,0.5072302720846472
600383,0.47975150049740745,0.4896818861070048,0.47977615211858615,-0.00015132618526429283,-0.00014417194981982656,2.465162117870623e-05,0.07243051615375977
