feature,mean_coefficient,abs_mean_coefficient,std_coefficient,t_statistic,annualized_impact,rank
dim_052,9.06699685281077e-05,9.06699685281077e-05,0.0012080500258264688,1.834322528833153,0.022667492132026925,24
dim_133,9.047546296345147e-05,9.047546296345147e-05,0.0011169530276814263,2.174570293016252,0.02261886574086287,25
dim_554,9.041556554656536e-05,9.041556554656536e-05,0.001150658144171217,2.1638672026795644,0.022603891386641338,26
dim_512,9.039117883241518e-05,9.039117883241518e-05,0.0011354867994465903,2.130638405420719,0.022597794708103795,27
dim_648,9.007428970034583e-05,9.007428970034583e-05,0.0012155676401571854,1.936488762272526,0.022518572425086456,28
dim_013,-8.995638732638217e-05,8.995638732638217e-05,0.0011100129811286502,-2.0151517726931334,-0.022489096831595543,29
dim_702,-8.774260186319581e-05,8.774260186319581e-05,0.0008794754836249282,-2.760071708632371,-0.021935650465798952,30
dim_564,-8.655792487406318e-05,8.655792487406318e-05,0.0011764541336427914,-1.9711743589713588,-0.021639481218515794,31
dim_251,8.615674973279145e-05,8.615674973279145e-05,0.0010814046768907331,2.181190308340742,0.021539187433197864,32
dim_549,-8.573857090796278e-05,8.573857090796278e-05,0.0011976627283461188,-2.049042098286754,-0.021434642726990694,33
dim_237,-8.515358266668477e-05,8.515358266668477e-05,0.0012269259419558079,-1.857781138847875,-0.021288395666671192,34
dim_282,8.503391841747953e-05,8.503391841747953e-05,0.001078997130886446,2.0959172244137148,0.02125847960436988,35
dim_423,-8.50194684903494e-05,8.50194684903494e-05,0.0010874414252182794,-2.22768379827802,-0.02125486712258735,36
dim_605,8.364226963367991e-05,8.364226963367991e-05,0.0012182351776112862,1.7868062372471465,0.020910567408419976,37
dim_672,8.341495587233983e-05,8.341495587233983e-05,0.00110855589614293,2.089334939649976,0.020853738968084956,38
dim_354,8.304332752097372e-05,8.304332752097372e-05,0.001150619748991781,1.71243491958174,0.02076083188024343,39
dim_202,-8.268003867273799e-05,8.268003867273799e-05,0.0010968062732299752,-1.9432433943007634,-0.020670009668184497,40
dim_448,-8.194357337626027e-05,8.194357337626027e-05,0.0011163546662493343,-1.7857476927475762,-0.02048589334406507,41
dim_386,8.184847799010674e-05,8.184847799010674e-05,0.0010796428778564013,2.058788767170539,0.020462119497526687,42
dim_716,8.143855363089703e-05,8.143855363089703e-05,0.0011853742261210304,1.7837629185610018,0.020359638407724256,43
dim_469,-8.137697559679209e-05,8.137697559679209e-05,0.0011824380155350173,-1.9115678590785747,-0.020344243899198023,44
dim_086,-8.000542460841356e-05,8.000542460841356e-05,0.0009702740006552648,-2.1934075626672946,-0.02000135615210339,45
dim_279,7.947121165364871e-05,7.947121165364871e-05,0.0010676328778870664,1.8675181189863632,0.019867802913412176,46
dim_233,-7.91339474174181e-05,7.91339474174181e-05,0.0010494042895191663,-1.9160824744591225,-0.019783486854354524,47
dim_247,7.822786523226666e-05,7.822786523226666e-05,0.0010786621000971805,1.980562673295749,0.019556966308066664,48
dim_574,-7.749974104624119e-05,7.749974104624119e-05,0.0011547134079676997,-1.9219612865356253,-0.019374935261560297,49
dim_593,7.728639970804397e-05,7.728639970804397e-05,0.0010651740381638077,1.854882910656854,0.019321599927010994,50
dim_285,-7.706680323547986e-05,7.706680323547986e-05,0.0010322758068844725,-1.8832447513816069,-0.019266700808869965,51
dim_353,7.61602985065396e-05,7.61602985065396e-05,0.0010164020029170817,2.0832546045802838,0.0190400746266349,52
dim_283,-7.597812953173417e-05,7.597812953173417e-05,0.0011798065532543952,-1.8144952093074442,-0.018994532382933544,53
dim_413,-7.49700550915815e-05,7.49700550915815e-05,0.0012340871928006895,-1.5386605997136213,-0.018742513772895375,54
dim_318,-7.495086680129271e-05,7.495086680129271e-05,0.0012016721117577363,-1.6635299578335312,-0.018737716700323176,55
dim_203,7.434474372698655e-05,7.434474372698655e-05,0.0011682681155034543,1.6190976629364058,0.018586185931746636,56
dim_570,-7.415964725417989e-05,7.415964725417989e-05,0.0009823434961330662,-1.8556980115458586,-0.018539911813544974,57
dim_456,7.288563790997322e-05,7.288563790997322e-05,0.001077845627006221,1.7367440655993573,0.018221409477493306,58
dim_703,-7.263007053869816e-05,7.263007053869816e-05,0.0010500761945688823,-1.952306286345946,-0.01815751763467454,59
dim_700,-7.197790823218623e-05,7.197790823218623e-05,0.0012221337442225024,-1.5122308797279156,-0.017994477058046555,60
dim_719,-7.194342420130044e-05,7.194342420130044e-05,0.0010168141421017123,-1.9546062855026063,-0.01798585605032511,61
dim_316,-7.143785181257729e-05,7.143785181257729e-05,0.0010738415279534868,-1.7778935142626444,-0.017859462953144323,62
dim_527,7.129459993370331e-05,7.129459993370331e-05,0.0011425767925982778,1.5847519378514179,0.017823649983425827,63
dim_415,-7.05502449003967e-05,7.05502449003967e-05,0.0010638583656151879,-1.6987524823723894,-0.017637561225099175,64
dim_363,-7.014552678229887e-05,7.014552678229887e-05,0.001026831653573487,-1.7177574972506164,-0.017536381695574716,65
dim_718,7.009346010404076e-05,7.009346010404076e-05,0.0010279098414036345,1.8102231293423807,0.01752336502601019,66
dim_005,-7.006665368472589e-05,7.006665368472589e-05,0.0009763258345716499,-1.932092387051764,-0.01751666342118147,67
dim_577,6.953643819843517e-05,6.953643819843517e-05,0.0010129036832923707,1.860688538678341,0.017384109549608794,68
dim_689,-6.951665758112459e-05,6.951665758112459e-05,0.001076812470073374,-1.6591799816590966,-0.017379164395281147,69
dim_757,6.8696501508636e-05,6.8696501508636e-05,0.0010362675532625272,1.793757751639549,0.017174125377159,70
dim_446,-6.816798806588099e-05,6.816798806588099e-05,0.0011674808768878213,-1.5812460096254666,-0.017041997016470245,71
dim_600,-6.812843091135802e-05,6.812843091135802e-05,0.0012635267901377136,-1.5069958320574455,-0.017032107727839505,72
dim_239,6.792642020112924e-05,6.792642020112924e-05,0.0010516694059138018,1.7237728488046644,0.01698160505028231,73
dim_159,-6.761124502026422e-05,6.761124502026422e-05,0.0010318079963217005,-1.6332568005885233,-0.016902811255066055,74
dim_235,-6.7306834346303e-05,6.7306834346303e-05,0.001034830850631011,-1.7606759618396495,-0.01682670858657575,75
dim_459,6.65266904940317e-05,6.65266904940317e-05,0.001057251799316702,1.524130010973933,0.016631672623507922,76
dim_565,-6.64308147938025e-05,6.64308147938025e-05,0.0010672036923419315,-1.5755394412799244,-0.016607703698450625,77
dim_098,6.575668823495588e-05,6.575668823495588e-05,0.0012044777333215424,1.361724975045547,0.01643917205873897,78
dim_390,6.572422131118925e-05,6.572422131118925e-05,0.0009802850305374484,1.6119229476777948,0.01643105532779731,79
dim_736,-6.517726347910829e-05,6.517726347910829e-05,0.0011546608663429343,-1.508106981632142,-0.01629431586977707,80
dim_129,6.472551260604073e-05,6.472551260604073e-05,0.0011681359779361431,1.418527803276348,0.016181378151510183,81
dim_025,-6.463856733296003e-05,6.463856733296003e-05,0.0011708711764780797,-1.4762254543460234,-0.016159641833240007,82
dim_186,6.46213524449055e-05,6.46213524449055e-05,0.0010172113013367035,1.7794810531834244,0.016155338111226374,83
dim_044,6.44249219129466e-05,6.44249219129466e-05,0.0009894992824543588,1.7513643091627051,0.016106230478236647,84
dim_120,-6.440685861783045e-05,6.440685861783045e-05,0.0011089409432073682,-1.580019461957343,-0.016101714654457613,85
dim_376,-6.391620458155256e-05,6.391620458155256e-05,0.0011227449022411244,-1.4579628719335551,-0.01597905114538814,86
dim_425,6.365718983244267e-05,6.365718983244267e-05,0.0010730754173166384,1.5427426671128126,0.01591429745811067,87
dim_178,6.356030554262871e-05,6.356030554262871e-05,0.0009343643290711381,1.7543002260315863,0.015890076385657176,88
dim_257,-6.352269053554626e-05,6.352269053554626e-05,0.0009308283265878569,-1.7160655179200743,-0.015880672633886563,89
dim_575,-6.348244729165907e-05,6.348244729165907e-05,0.000933272164684711,-1.817397305493644,-0.015870611822914767,90
dim_694,6.33550039394982e-05,6.33550039394982e-05,0.0011283842589069008,1.6616162838793938,0.015838750984874552,91
dim_651,6.322437061721314e-05,6.322437061721314e-05,0.0010262382714419207,1.5861224353187249,0.015806092654303286,92
dim_181,-6.31162510036596e-05,6.31162510036596e-05,0.0009861929919757946,-1.8429100491418589,-0.0157790627509149,93
dim_567,-6.27453910488708e-05,6.27453910488708e-05,0.001143764851820153,-1.4315036917243007,-0.0156863477622177,94
dim_597,6.274427019408112e-05,6.274427019408112e-05,0.001167218222105813,1.3979569294780727,0.01568606754852028,95
dim_745,6.161580459416573e-05,6.161580459416573e-05,0.0010277026196513054,1.5911677037376277,0.015403951148541433,96
dim_738,6.139394449747125e-05,6.139394449747125e-05,0.0012293601173005398,1.44949913471128,0.015348486124367814,97
dim_730,-6.135817839368554e-05,6.135817839368554e-05,0.0011701566234279782,-1.348978531555793,-0.015339544598421385,98
dim_454,-6.131032986253812e-05,6.131032986253812e-05,0.001183290238602026,-1.3825528050581015,-0.015327582465634529,99
dim_435,-6.0847431992300034e-05,6.0847431992300034e-05,0.0011223087938806717,-1.4472099294886787,-0.015211857998075009,100
dim_536,6.072694046672067e-05,6.072694046672067e-05,0.0009893169932502308,1.5615499314558885,0.015181735116680167,101
dim_338,6.037885495466883e-05,6.037885495466883e-05,0.0012393099507558233,1.419262406595271,0.015094713738667208,102
dim_119,-6.0224964086972566e-05,6.0224964086972566e-05,0.0010105926500426857,-1.5153936968344537,-0.015056241021743142,103
dim_155,5.954471913290992e-05,5.954471913290992e-05,0.0011529829054011853,1.3640025909767846,0.01488617978322748,104
dim_721,-5.95158704261285e-05,5.95158704261285e-05,0.0010668340557573603,-1.4719089290661898,-0.014878967606532125,105
dim_583,5.930858527097195e-05,5.930858527097195e-05,0.0010144823617151042,1.704878077390144,0.014827146317742988,106
dim_681,5.910559882970499e-05,5.910559882970499e-05,0.0010296874993303928,1.5345859571926508,0.014776399707426247,107
dim_497,-5.908648561675528e-05,5.908648561675528e-05,0.0010425555809727215,-1.3906626614657838,-0.01477162140418882,108
dim_684,5.872564307293571e-05,5.872564307293571e-05,0.001131894777649549,1.3407579322587033,0.014681410768233929,109
dim_560,-5.86064607122027e-05,5.86064607122027e-05,0.001088240359074388,-1.4360916906654813,-0.014651615178050676,110
dim_714,5.8580975787441576e-05,5.8580975787441576e-05,0.0011207293721405775,1.3146508033218458,0.014645243946860394,111
dim_149,5.85012349484597e-05,5.85012349484597e-05,0.0011203911011156225,1.3882253962778053,0.014625308737114926,112
dim_645,-5.835510705797268e-05,5.835510705797268e-05,0.0010637458318571822,-1.3818978410229141,-0.014588776764493171,113
dim_741,5.822671028544777e-05,5.822671028544777e-05,0.0011414694153274458,1.2952218235027906,0.014556677571361943,114
dim_335,-5.78877496837836e-05,5.78877496837836e-05,0.0010825219806064076,-1.4881901821229007,-0.0144719374209459,115
dim_342,5.753768397614698e-05,5.753768397614698e-05,0.0012520352950974307,1.175429659980663,0.014384420994036745,116
dim_324,5.750087601800476e-05,5.750087601800476e-05,0.0009321823826899997,1.5485934501817598,0.014375219004501191,117
dim_242,5.7297759591471486e-05,5.7297759591471486e-05,0.0010664094869376397,1.4428668027638776,0.014324439897867872,118
dim_704,-5.703986524641476e-05,5.703986524641476e-05,0.0011515206985360346,-1.3285297476114717,-0.01425996631160369,119
dim_253,5.675853080916009e-05,5.675853080916009e-05,0.0009821067932860952,1.6227522027224404,0.014189632702290022,120
dim_295,5.6667785730050635e-05,5.6667785730050635e-05,0.001030486205568193,1.5826160659462543,0.014166946432512659,121
dim_281,5.656910955524002e-05,5.656910955524002e-05,0.001094702305417566,1.4292706536944912,0.014142277388810005,122
dim_169,-5.6566361166876096e-05,5.6566361166876096e-05,0.0011099366290613136,-1.3986659162064712,-0.014141590291719025,123
dim_249,5.6503837927566076e-05,5.6503837927566076e-05,0.0010648508660919922,1.3587650492767953,0.014125959481891518,124
dim_399,5.647571742205773e-05,5.647571742205773e-05,0.0010425707298522423,1.3853585633424992,0.014118929355514433,125
dim_416,5.6441344943802746e-05,5.6441344943802746e-05,0.0010761653256531917,1.3852246046630916,0.014110336235950687,126
dim_568,5.598599027305106e-05,5.598599027305106e-05,0.0010852201151369866,1.31999629045203,0.013996497568262765,127
dim_524,-5.578287178212981e-05,5.578287178212981e-05,0.001218124119938547,-1.2400113677002973,-0.013945717945532453,128
dim_035,-5.5607900448793394e-05,5.5607900448793394e-05,0.0010812348794669697,-1.3149167787303433,-0.013901975112198348,129
dim_337,5.5402658838359e-05,5.5402658838359e-05,0.001192634245164813,1.1871327789117465,0.01385066470958975,130
dim_566,5.5396258204916096e-05,5.5396258204916096e-05,0.0011466685056689212,1.2160696312978685,0.013849064551229024,131
dim_071,-5.532066138573099e-05,5.532066138573099e-05,0.0010217670292295407,-1.3956720619076866,-0.013830165346432747,132
dim_260,5.520894437473124e-05,5.520894437473124e-05,0.0010102009454186652,1.4157314864106108,0.013802236093682809,133
dim_708,-5.500091386861719e-05,5.500091386861719e-05,0.0010636855473979108,-1.263290690887234,-0.013750228467154298,134
dim_145,-5.492112030194815e-05,5.492112030194815e-05,0.001045211284284543,-1.4573798275986,-0.013730280075487038,135
dim_731,-5.4757132171793215e-05,5.4757132171793215e-05,0.001118122843361206,-1.3185593950608496,-0.013689283042948305,136
dim_640,5.45729455739313e-05,5.45729455739313e-05,0.0012313158150605422,1.2014299165013158,0.013643236393482826,137
dim_238,5.4487402958837944e-05,5.4487402958837944e-05,0.0010907406531185126,1.3825791086054737,0.013621850739709486,138
dim_589,5.448692800993169e-05,5.448692800993169e-05,0.0010321048835227197,1.452965797023417,0.013621732002482923,139
dim_552,-5.4273807263695486e-05,5.4273807263695486e-05,0.000996314080273627,-1.449941983460462,-0.013568451815923872,140
dim_717,-5.416915428616795e-05,5.416915428616795e-05,0.0010536006510126774,-1.44516440429583,-0.013542288571541987,141
dim_154,5.4082318921788285e-05,5.4082318921788285e-05,0.0010873257928481611,1.318516314228294,0.013520579730447072,142
dim_608,5.399324059443441e-05,5.399324059443441e-05,0.0012265261154420107,1.1701894489443339,0.013498310148608604,143
dim_048,-5.369044025717483e-05,5.369044025717483e-05,0.0010963686238162822,-1.2311419762005709,-0.013422610064293707,144
dim_453,5.3497975267425615e-05,5.3497975267425615e-05,0.001042662801955419,1.2911833109737891,0.013374493816856403,145
dim_280,-5.336091187834093e-05,5.336091187834093e-05,0.00105137660593774,-1.249472587829773,-0.013340227969585231,146
dim_003,-5.3320271460888806e-05,5.3320271460888806e-05,0.0012125734362327958,-1.1551982416438138,-0.013330067865222202,147
dim_553,-5.323236950096699e-05,5.323236950096699e-05,0.001103601252339532,-1.4412777309887665,-0.013308092375241748,148
dim_647,5.3130800703481364e-05,5.3130800703481364e-05,0.0011826906700205199,1.120465044313892,0.01328270017587034,149
dim_438,5.280360795460328e-05,5.280360795460328e-05,0.0010703894857216343,1.3633627651085618,0.01320090198865082,150
dim_382,5.2749932155785916e-05,5.2749932155785916e-05,0.0009830577668744616,1.5742144621967893,0.01318748303894648,151
dim_174,-5.256615482844402e-05,5.256615482844402e-05,0.0009956033036896319,-1.363841736401428,-0.013141538707111006,152
dim_286,-5.2394169639169547e-05,5.2394169639169547e-05,0.0009068223219040381,-1.5752213411470535,-0.013098542409792387,153
dim_471,-5.205678040587729e-05,5.205678040587729e-05,0.0011791982433492169,-1.1153418426418125,-0.013014195101469322,154
dim_379,5.1969688210834014e-05,5.1969688210834014e-05,0.0011676394810210414,1.1613008736112396,0.012992422052708504,155
dim_765,5.171193906186095e-05,5.171193906186095e-05,0.0012850016469225147,1.0670389216085268,0.012927984765465238,156
dim_692,-5.156399902677803e-05,5.156399902677803e-05,0.001040542440870393,-1.270732585664426,-0.012890999756694508,157
dim_486,5.13664070100848e-05,5.13664070100848e-05,0.001003118924991424,1.3500091702346104,0.0128416017525212,158
dim_008,-5.121191323163146e-05,5.121191323163146e-05,0.0010389333415898139,-1.2549842263530617,-0.012802978307907864,159
dim_372,-5.076058685502337e-05,5.076058685502337e-05,0.0009267780829753715,-1.3544901197979944,-0.012690146713755844,160
dim_256,5.067943008808135e-05,5.067943008808135e-05,0.0011210677000699865,1.182509284456271,0.012669857522020336,161
dim_361,5.0600200702082934e-05,5.0600200702082934e-05,0.001136564135149082,1.206778785185722,0.012650050175520733,162
dim_057,5.0356071538650706e-05,5.0356071538650706e-05,0.0009105351102968091,1.3810950173527166,0.012589017884662676,163
dim_099,5.034899532862867e-05,5.034899532862867e-05,0.0010525426283481965,1.2490773973405065,0.012587248832157168,164
dim_588,-5.028055931866234e-05,5.028055931866234e-05,0.0009880197626196956,-1.2686714274994988,-0.012570139829665586,165
dim_495,5.017975851139808e-05,5.017975851139808e-05,0.001193267205987756,1.0358604205315045,0.01254493962784952,166
dim_036,-5.016908051375734e-05,5.016908051375734e-05,0.0009186761771043081,-1.4651849381648716,-0.012542270128439335,167
dim_075,5.011869378155395e-05,5.011869378155395e-05,0.0011028533163892633,1.2009566492074915,0.012529673445388488,168
dim_254,5.0116912635105406e-05,5.0116912635105406e-05,0.0010697978615604503,1.3272070074980453,0.012529228158776351,169
dim_387,-5.0038896072401587e-05,5.0038896072401587e-05,0.0010778002267021272,-1.3000425981812815,-0.012509724018100396,170
dim_598,-4.982012351796524e-05,4.982012351796524e-05,0.0011371777478216736,-1.2421781932038025,-0.01245503087949131,171
dim_759,-4.953470799750132e-05,4.953470799750132e-05,0.001046612314159738,-1.1459951769637622,-0.01238367699937533,172
dim_698,4.9500503401435436e-05,4.9500503401435436e-05,0.0011852860063203553,1.0547063422513534,0.012375125850358859,173
dim_244,-4.948142540435518e-05,4.948142540435518e-05,0.001147415904039921,-1.1788616596242782,-0.012370356351088794,174
dim_156,-4.932533576289132e-05,4.932533576289132e-05,0.0010069460959579645,-1.3014229626643283,-0.01233133394072283,175
dim_499,4.929096187386063e-05,4.929096187386063e-05,0.0011763787935522778,1.0454684630820834,0.012322740468465158,176
dim_447,-4.925704866342523e-05,4.925704866342523e-05,0.0009923620858907258,-1.2801936794993214,-0.012314262165856307,177
dim_637,4.903827281115273e-05,4.903827281115273e-05,0.0011331394565304964,1.2390501242638279,0.012259568202788182,178
dim_607,4.895411450518661e-05,4.895411450518661e-05,0.0011456908904332653,1.1747047348725053,0.012238528626296652,179
dim_134,-4.881301376322667e-05,4.881301376322667e-05,0.0010318934802593912,-1.2091296777599356,-0.012203253440806668,180
dim_467,-4.873662697483465e-05,4.873662697483465e-05,0.0011754502883226674,-1.192438962721155,-0.012184156743708662,181
dim_216,-4.856223380953501e-05,4.856223380953501e-05,0.0010601323103929055,-1.2669154951821158,-0.012140558452383753,182
dim_136,-4.854811569765636e-05,4.854811569765636e-05,0.0012104872508683264,-0.9652380058918152,-0.01213702892441409,183
dim_450,-4.8428010680654194e-05,4.8428010680654194e-05,0.0010297563094205447,-1.2842099208166078,-0.012107002670163548,184
dim_070,-4.826184915410104e-05,4.826184915410104e-05,0.0010872559378318773,-1.1712591881724248,-0.01206546228852526,185
dim_243,4.818816682287357e-05,4.818816682287357e-05,0.0010507175809610291,1.2459072181233335,0.012047041705718393,186
dim_630,-4.806473565328739e-05,4.806473565328739e-05,0.0011415088252515098,-1.1499008385130676,-0.012016183913321848,187
dim_652,4.743394682318754e-05,4.743394682318754e-05,0.001088185848646716,1.2784963253422332,0.011858486705796884,188
dim_359,-4.735353855687508e-05,4.735353855687508e-05,0.000973052595555469,-1.2676706768327604,-0.01183838463921877,189
dim_705,4.726429776719003e-05,4.726429776719003e-05,0.0010163142345326387,1.1985923848028448,0.011816074441797508,190
dim_385,4.719366555194994e-05,4.719366555194994e-05,0.0010376898351633149,1.1369039740556615,0.011798416387987485,191
dim_096,-4.7189727753405016e-05,4.7189727753405016e-05,0.001097026036470475,-1.1645012272034458,-0.011797431938351253,192
dim_511,-4.697649413383724e-05,4.697649413383724e-05,0.0009213322454217854,-1.5245846843741235,-0.01174412353345931,193
dim_037,-4.693512160682429e-05,4.693512160682429e-05,0.0010548008012365695,-1.0576626922302037,-0.011733780401706072,194
dim_550,-4.669397594528595e-05,4.669397594528595e-05,0.0012522889603508009,-0.9745013713456088,-0.011673493986321488,195
dim_228,-4.653045904982539e-05,4.653045904982539e-05,0.0011431547395652996,-1.1479334245666433,-0.011632614762456348,196
dim_267,-4.651822314145293e-05,4.651822314145293e-05,0.001073918261004795,-1.1327184977799025,-0.011629555785363233,197
dim_039,4.6143682460120766e-05,4.6143682460120766e-05,0.0010700738019508898,1.1428683368664119,0.011535920615030192,198
dim_710,4.606919600010676e-05,4.606919600010676e-05,0.0011366793941720633,1.1111891880361358,0.01151729900002669,199
dim_128,4.604098823147138e-05,4.604098823147138e-05,0.0011455627972954915,1.0379352119593022,0.011510247057867845,200
dim_508,4.603575675835562e-05,4.603575675835562e-05,0.0011003665068652138,1.1155487167051341,0.011508939189588905,201
dim_734,4.596237495494959e-05,4.596237495494959e-05,0.0009681857855755265,1.4061807737922998,0.011490593738737396,202
dim_612,4.575369703515203e-05,4.575369703515203e-05,0.0011967011615974493,1.0237325400055686,0.011438424258788008,203
dim_346,4.5701828174299546e-05,4.5701828174299546e-05,0.0011286545430658158,1.1077882517013038,0.011425457043574887,204
dim_275,4.564394299905031e-05,4.564394299905031e-05,0.0011437542326834793,1.0733951461568247,0.011410985749762577,205
dim_484,-4.5588272975080424e-05,4.5588272975080424e-05,0.0010881633282808884,-1.1130240436512944,-0.011397068243770106,206
dim_625,-4.55234593590764e-05,4.55234593590764e-05,0.001006241985153862,-1.139263005147081,-0.0113808648397691,207
dim_067,-4.539326594140303e-05,4.539326594140303e-05,0.0009842109463825566,-1.1946962689494949,-0.011348316485350759,208
dim_303,-4.533418146263609e-05,4.533418146263609e-05,0.0009635566116627893,-1.3051358099195696,-0.011333545365659023,209
dim_427,-4.533286358297487e-05,4.533286358297487e-05,0.0011589586347762143,-0.9967322282845604,-0.011333215895743718,210
dim_141,4.5135413707874355e-05,4.5135413707874355e-05,0.001128500559231062,1.085216564744143,0.011283853426968589,211
dim_543,-4.510540102680517e-05,4.510540102680517e-05,0.0009355170298879031,-1.2880058310747917,-0.011276350256701293,212
dim_297,4.509532411443591e-05,4.509532411443591e-05,0.0010196727543454204,1.2083528438333244,0.011273831028608976,213
dim_483,-4.506319797416573e-05,4.506319797416573e-05,0.0010697754847231035,-1.1359508252331993,-0.011265799493541433,214
dim_250,4.4980705018946434e-05,4.4980705018946434e-05,0.0011765192692231913,1.0239419587137968,0.01124517625473661,215
dim_271,4.4911369863027904e-05,4.4911369863027904e-05,0.0010687338528220494,1.1388138694002907,0.011227842465756976,216
dim_514,-4.469311783247518e-05,4.469311783247518e-05,0.0010922081884984633,-1.1328515340944154,-0.011173279458118796,217
dim_221,-4.467351283733603e-05,4.467351283733603e-05,0.0010551394597055738,-1.1368807483003365,-0.011168378209334008,218
dim_666,-4.4565319109756703e-05,4.4565319109756703e-05,0.0010176096454157805,-1.119774565763604,-0.011141329777439176,219
dim_209,4.4497834283463485e-05,4.4497834283463485e-05,0.0009576372368171034,1.1277320167586318,0.01112445857086587,220
dim_147,4.4122587320050174e-05,4.4122587320050174e-05,0.0010477379237853787,1.082497552068996,0.011030646830012543,221
dim_131,4.407332308948714e-05,4.407332308948714e-05,0.0010454566163043324,1.0635707732575077,0.011018330772371784,222
dim_001,-4.407123605033618e-05,4.407123605033618e-05,0.0010763652182804722,-1.0688776300571312,-0.011017809012584045,223
dim_301,4.398486198816297e-05,4.398486198816297e-05,0.0010156544241012712,1.1011863319377906,0.010996215497040742,224
dim_020,-4.362406509140998e-05,4.362406509140998e-05,0.001004645863535529,-1.2116633339869005,-0.010906016272852495,225
dim_677,4.338475177713233e-05,4.338475177713233e-05,0.0010142183819629239,1.1634563736336647,0.010846187944283082,226
dim_061,-4.332697348666009e-05,4.332697348666009e-05,0.0010383163501935613,-1.0998419122012346,-0.010831743371665023,227
dim_428,4.289961883740977e-05,4.289961883740977e-05,0.0010470659374588879,1.1706835857152567,0.010724904709352443,228
dim_076,4.287790971930506e-05,4.287790971930506e-05,0.0011529405821496732,0.9523623962414528,0.010719477429826265,229
dim_095,4.27745189193697e-05,4.27745189193697e-05,0.0010874845329382002,0.9975250057254794,0.010693629729842426,230
dim_377,4.2540596665861293e-05,4.2540596665861293e-05,0.0011109730807626137,1.0716319244507049,0.010635149166465324,231
dim_686,4.251321328192289e-05,4.251321328192289e-05,0.0009034514973406821,1.219067483658124,0.010628303320480722,232
dim_331,4.2142619896922053e-05,4.2142619896922053e-05,0.0010403843948812543,1.0807888948577817,0.010535654974230514,233
dim_455,-4.204474666812603e-05,4.204474666812603e-05,0.0011972323696977226,-1.01497025401655,-0.010511186667031507,234
dim_395,4.2043558501192936e-05,4.2043558501192936e-05,0.001059106507535433,1.0665882281982582,0.010510889625298234,235
dim_375,4.2035149528075624e-05,4.2035149528075624e-05,0.0013151817457240245,0.8519639760048046,0.010508787382018906,236
dim_323,-4.1739305594447725e-05,4.1739305594447725e-05,0.0011627368840361274,-0.985277475949594,-0.010434826398611931,237
dim_190,4.1717743585772126e-05,4.1717743585772126e-05,0.0010544014402211052,1.0880141232051397,0.010429435896443032,238
