stock_code,trade_date,close,volume,turnover_rate,market_value,pe_ttm,pb,roe
000001,2024-04-02,8.858,108545826,0.00559,204732436988.9,4.363602,0.420431,0.099287
000001,2024-04-03,8.782,98184585,0.00506,202985904351.08,4.363602,0.420431,0.099287
000001,2024-04-08,8.757,90636052,0.00467,202403726805.14,4.363602,0.420431,0.099287
000001,2024-04-09,8.732,85715673,0.00442,201821549259.2,4.363602,0.420431,0.099287
000001,2024-04-10,8.631,124639082,0.00642,199492839075.44,4.363602,0.420431,0.099287
000001,2024-04-11,8.606,101021340,0.00521,198910661529.5,4.363602,0.420431,0.099287
000001,2024-04-12,8.446,130545371,0.00673,195223537071.88,4.363602,0.420431,0.099287
000001,2024-04-15,8.64,145320260,0.00749,199686898257.42,4.363602,0.420431,0.099287
000001,2024-04-16,8.631,147803643,0.00762,199492839075.44,4.363602,0.420431,0.099287
000001,2024-04-17,8.917,223264057,0.0115,206090851262.76,4.363602,0.420431,0.099287
000001,2024-04-18,9.068,316591426,0.01631,209583916538.4,4.363602,0.420431,0.099287
000001,2024-04-19,8.975,145767502,0.00751,207449265536.62,4.363602,0.420431,0.099287
000001,2024-04-22,8.816,200981837,0.01036,203762141079.0,4.363602,0.420431,0.099287
000001,2024-04-23,8.849,124002700,0.00639,204538377806.92,4.363602,0.420431,0.099287
000001,2024-04-24,8.841,94156774,0.00485,204344318624.94,4.363602,0.420431,0.099287
000001,2024-04-25,8.908,111381224,0.00574,205896792080.78,4.363602,0.420431,0.099287
000001,2024-04-26,8.9,160762751,0.00828,205702732898.8,4.363602,0.420431,0.099287
000001,2024-04-29,9.076,216917737,0.01118,209777975720.38,4.363602,0.420431,0.099287
000001,2024-04-30,9.059,132455653,0.00683,209389857356.42,4.363602,0.420431,0.099287
000001,2024-05-06,9.143,178410057,0.00919,211330449176.22,4.363602,0.420431,0.099287
000001,2024-05-07,9.135,108705665,0.0056,211136389994.24,4.363602,0.420431,0.099287
000001,2024-05-08,9.009,122179127,0.0063,208225502264.54,4.363602,0.420431,0.099287
000001,2024-05-09,9.034,106946063,0.00551,208807679810.48,4.363602,0.420431,0.099287
000001,2024-05-10,9.185,176783561,0.00911,212300745086.12,4.363602,0.420431,0.099287
000001,2024-05-13,9.211,140249860,0.00723,212882922632.06,4.363602,0.420431,0.099287
000001,2024-05-14,9.16,107578391,0.00554,211718567540.18,4.363602,0.420431,0.099287
000001,2024-05-15,9.093,86829660,0.00447,210166094084.34,4.363602,0.420431,0.099287
000001,2024-05-16,9.378,307629165,0.01585,216764106271.66,4.363602,0.420431,0.099287
000001,2024-05-17,9.588,284174885,0.01464,221615585821.16,4.363602,0.420431,0.099287
000001,2024-05-20,9.555,217021030,0.01118,220839349093.24,4.363602,0.420431,0.099287
000001,2024-05-21,9.697,203004941,0.01046,224138355186.9,4.363602,0.420431,0.099287
000001,2024-05-22,9.706,211553138,0.0109,224332414368.88,4.363602,0.420431,0.099287
000001,2024-05-23,9.572,184162290,0.00949,221227467457.2,4.363602,0.420431,0.099287
000001,2024-05-24,9.496,139827584,0.00721,219480934819.38,4.363602,0.420431,0.099287
000001,2024-05-27,9.664,145436143,0.00749,223362118458.98,4.363602,0.420431,0.099287
000001,2024-05-28,9.572,120432285,0.00621,221227467457.2,4.363602,0.420431,0.099287
000001,2024-05-29,9.454,144481111,0.00745,218510638909.48,4.363602,0.420431,0.099287
000001,2024-05-30,9.336,132549635,0.00683,215793810361.76,4.363602,0.420431,0.099287
000001,2024-05-31,9.328,82670676,0.00426,215599751179.78,4.363602,0.420431,0.099287
000001,2024-06-03,9.219,132669675,0.00684,213076981814.04,4.363602,0.420431,0.099287
000001,2024-06-04,9.253,98100495,0.00506,213853218541.96,4.363602,0.420431,0.099287
000001,2024-06-05,9.127,101896775,0.00525,210942330812.26,4.363602,0.420431,0.099287
000001,2024-06-06,9.152,104933153,0.00541,211524508358.2,4.363602,0.420431,0.099287
000001,2024-06-07,9.227,117012604,0.00603,213271040996.02,4.363602,0.420431,0.099287
000001,2024-06-11,9.127,133762854,0.00689,210942330812.26,4.363602,0.420431,0.099287
000001,2024-06-12,9.135,95742635,0.00493,211136389994.24,4.363602,0.420431,0.099287
000001,2024-06-13,9.068,120350779,0.0062,209583916538.4,4.363602,0.420431,0.099287
000001,2024-06-14,9.158,163799047,0.00844,197552247255.64,4.363602,0.420431,0.099287
000001,2024-06-17,9.086,68121702,0.00351,195999773799.8,4.363602,0.420431,0.099287
000001,2024-06-18,9.068,70065308,0.00361,195611655435.84,4.363602,0.420431,0.099287
000001,2024-06-19,9.131,79618418,0.0041,196970069709.7,4.363602,0.420431,0.099287
000001,2024-06-20,9.041,62962757,0.00324,195029477889.9,4.363602,0.420431,0.099287
000001,2024-06-21,8.996,83054528,0.00428,194059181980.0,4.363602,0.420431,0.099287
000001,2024-06-24,8.978,94708154,0.00488,193671063616.04,4.363602,0.420431,0.099287
000001,2024-06-25,9.068,76999281,0.00397,195611655435.84,4.363602,0.420431,0.099287
000001,2024-06-26,9.068,62859871,0.00324,195611655435.84,4.363602,0.420431,0.099287
000001,2024-06-27,9.113,92888197,0.00479,196581951345.74,4.363602,0.420431,0.099287
000001,2024-06-28,9.131,91808992,0.00473,196970069709.7,4.363602,0.420431,0.099287
000001,2024-07-01,9.311,134305149,0.00692,200851253349.3,4.195601,0.408764,0.099287
000001,2024-07-02,9.356,138438570,0.00713,201821549259.2,4.195601,0.408764,0.099287
000001,2024-07-03,9.275,71306746,0.00367,200075016621.38,4.195601,0.408764,0.099287
000001,2024-07-04,9.23,73504424,0.00379,199104720711.48,4.195601,0.408764,0.099287
000001,2024-07-05,8.969,171335386,0.00883,193477004434.06,4.195601,0.408764,0.099287
000001,2024-07-08,8.933,86865962,0.00448,192700767706.14,4.195601,0.408764,0.099287
000001,2024-07-09,9.059,103248530,0.00532,195417596253.86,4.195601,0.408764,0.099287
000001,2024-07-10,9.122,87386511,0.0045,196776010527.72,4.195601,0.408764,0.099287
000001,2024-07-11,9.113,72139225,0.00372,196581951345.74,4.195601,0.408764,0.099287
000001,2024-07-12,9.275,121416369,0.00626,200075016621.38,4.195601,0.408764,0.099287
000001,2024-07-15,9.293,86941247,0.00448,200463134985.34,4.195601,0.408764,0.099287
000001,2024-07-16,9.266,94300811,0.00486,199880957439.4,4.195601,0.408764,0.099287
000001,2024-07-17,9.356,122016835,0.00629,201821549259.2,4.195601,0.408764,0.099287
000001,2024-07-18,9.365,108706102,0.0056,202015608441.18,4.195601,0.408764,0.099287
000001,2024-07-19,9.329,89872324,0.00463,201239371713.26,4.195601,0.408764,0.099287
000001,2024-07-22,9.203,99448087,0.00512,198522543165.54,4.195601,0.408764,0.099287
000001,2024-07-23,9.158,102015363,0.00526,197552247255.64,4.195601,0.408764,0.099287
000001,2024-07-24,9.113,72451757,0.00373,196581951345.74,4.195601,0.408764,0.099287
000001,2024-07-25,9.077,85640443,0.00441,195805714617.82,4.195601,0.408764,0.099287
000001,2024-07-26,9.023,92955195,0.00479,194641359525.94,4.195601,0.408764,0.099287
000001,2024-07-29,9.095,78155243,0.00403,196193832981.78,4.195601,0.408764,0.099287
000001,2024-07-30,9.068,61326795,0.00316,195611655435.84,4.195601,0.408764,0.099287
000001,2024-07-31,9.239,109690634,0.00565,199298779893.46,4.195601,0.408764,0.099287
000001,2024-08-01,9.239,73388377,0.00378,199298779893.46,4.195601,0.408764,0.099287
000001,2024-08-02,9.122,59022876,0.00304,196776010527.72,4.195601,0.408764,0.099287
000001,2024-08-05,9.041,75897852,0.00391,195029477889.9,4.195601,0.408764,0.099287
000001,2024-08-06,8.933,126553691,0.00652,192700767706.14,4.195601,0.408764,0.099287
000001,2024-08-07,8.933,51760842,0.00267,192700767706.14,4.195601,0.408764,0.099287
000001,2024-08-08,8.942,50041067,0.00258,192894826888.12,4.195601,0.408764,0.099287
000001,2024-08-09,9.032,73027396,0.00376,194835418707.92,4.195601,0.408764,0.099287
000001,2024-08-12,9.005,35301346,0.00182,194253241161.98,4.195601,0.408764,0.099287
000001,2024-08-13,8.951,62207720,0.00321,193088886070.1,4.195601,0.408764,0.099287
000001,2024-08-14,8.924,43638038,0.00225,192506708524.16,4.195601,0.408764,0.099287
000001,2024-08-15,9.023,77624747,0.004,194641359525.94,4.195601,0.408764,0.099287
000001,2024-08-16,9.113,126036761,0.00649,196581951345.74,4.195601,0.408764,0.099287
000001,2024-08-19,9.257,148298526,0.00764,199686898257.42,4.195601,0.408764,0.099287
000001,2024-08-20,9.302,156918665,0.00809,200657194167.32,4.195601,0.408764,0.099287
000001,2024-08-21,9.311,103488781,0.00533,200851253349.3,4.195601,0.408764,0.099287
000001,2024-08-22,9.338,110903039,0.00571,201433430895.24,4.195601,0.408764,0.099287
000001,2024-08-23,9.419,107190571,0.00552,203179963533.06,4.195601,0.408764,0.099287
000001,2024-08-26,9.437,74067524,0.00382,203568081897.02,4.195601,0.408764,0.099287
000001,2024-08-27,9.383,72313658,0.00373,202403726805.14,4.195601,0.408764,0.099287
000001,2024-08-28,9.293,94254754,0.00486,200463134985.34,4.195601,0.408764,0.099287
000001,2024-08-29,9.113,119767631,0.00617,196581951345.74,4.195601,0.408764,0.099287
000001,2024-08-30,9.14,129405908,0.00667,197164128891.68,4.195601,0.408764,0.099287
000001,2024-09-02,9.095,96883550,0.00499,196193832981.78,4.195601,0.408764,0.099287
000001,2024-09-03,9.068,91658122,0.00472,195611655435.84,4.195601,0.408764,0.099287
000001,2024-09-04,9.014,84799233,0.00437,194447300343.96,4.195601,0.408764,0.099287
000001,2024-09-05,9.059,59420876,0.00306,195417596253.86,4.195601,0.408764,0.099287
000001,2024-09-06,9.068,87886543,0.00453,195611655435.84,4.195601,0.408764,0.099287
000001,2024-09-09,8.861,163917451,0.00845,191148294250.3,4.195601,0.408764,0.099287
000001,2024-09-10,8.906,76790114,0.00396,192118590160.2,4.195601,0.408764,0.099287
000001,2024-09-11,8.681,110872704,0.00571,187267110610.7,4.195601,0.408764,0.099287
000001,2024-09-12,8.762,58183405,0.003,189013643248.52,4.195601,0.408764,0.099287
000001,2024-09-13,8.726,56646190,0.00292,188237406520.6,4.195601,0.408764,0.099287
000001,2024-09-18,8.789,44361099,0.00229,189595820794.46,4.195601,0.408764,0.099287
000001,2024-09-19,8.825,68429311,0.00353,190372057522.38,4.195601,0.408764,0.099287
000001,2024-09-20,8.906,79729714,0.00411,192118590160.2,4.195601,0.408764,0.099287
000001,2024-09-23,9.032,89690755,0.00462,194835418707.92,4.195601,0.408764,0.099287
000001,2024-09-24,9.329,163821319,0.00844,201239371713.26,4.195601,0.408764,0.099287
000001,2024-09-25,9.446,216069398,0.01113,203762141079.0,4.195601,0.408764,0.099287
000001,2024-09-26,10.03,308645720,0.0159,216375987907.7,4.195601,0.408764,0.099287
000001,2024-09-27,10.273,384001637,0.01979,221615585821.16,4.195601,0.408764,0.099287
000001,2024-09-30,10.984,543028364,0.02798,236946261197.58,5.090276,0.483103,0.099287
000001,2024-10-08,11.587,588897778,0.03035,249948226390.24,5.090276,0.483103,0.099287
000001,2024-10-09,10.507,426934506,0.022,226661124552.64,5.090276,0.483103,0.099287
000001,2024-10-10,11.013,342642168,0.01766,232482900012.04,5.090276,0.483103,0.099287
000001,2024-10-11,10.774,207089057,0.01067,227437361280.56,5.090276,0.483103,0.099287
000001,2024-10-14,11.049,240059509,0.01237,233259136739.96,5.090276,0.483103,0.099287
000001,2024-10-15,10.939,207284077,0.01068,230930426556.2,5.090276,0.483103,0.099287
000001,2024-10-16,11.086,191449353,0.00987,234035373467.88,5.090276,0.483103,0.099287
000001,2024-10-17,10.985,165370809,0.00852,231900722466.1,5.090276,0.483103,0.099287
000001,2024-10-18,11.068,260465416,0.01342,233647255103.92,5.090276,0.483103,0.099287
000001,2024-10-21,10.856,280665467,0.01446,229183893918.38,5.090276,0.483103,0.099287
000001,2024-10-22,10.838,161778713,0.00834,228795775554.42,5.090276,0.483103,0.099287
000001,2024-10-23,10.902,151186604,0.00779,230154189828.28,5.090276,0.483103,0.099287
000001,2024-10-24,10.801,88529942,0.00456,228019538826.5,5.090276,0.483103,0.099287
000001,2024-10-25,10.765,110575468,0.0057,227243302098.58,5.090276,0.483103,0.099287
000001,2024-10-28,10.7,116948698,0.00603,225884887824.72,5.090276,0.483103,0.099287
000001,2024-10-29,10.608,119802482,0.00617,223944296004.92,5.090276,0.483103,0.099287
000001,2024-10-30,10.406,148240279,0.00764,219674994001.36,5.090276,0.483103,0.099287
000001,2024-10-31,10.461,125020539,0.00644,220839349093.24,5.090276,0.483103,0.099287
000001,2024-11-01,10.507,158981111,0.00819,221809645003.14,5.090276,0.483103,0.099287
000001,2024-11-04,10.535,113151611,0.00583,222391822549.08,5.090276,0.483103,0.099287
000001,2024-11-05,10.709,166541840,0.00858,226078947006.7,5.090276,0.483103,0.099287
000001,2024-11-06,10.617,146228636,0.00754,224138355186.9,5.090276,0.483103,0.099287
000001,2024-11-07,10.948,224284379,0.01156,231124485738.18,5.090276,0.483103,0.099287
000001,2024-11-08,10.774,189510415,0.00977,227437361280.56,5.090276,0.483103,0.099287
000001,2024-11-11,10.663,148695164,0.00766,225108651096.8,5.090276,0.483103,0.099287
000001,2024-11-12,10.608,171766255,0.00885,223944296004.92,5.090276,0.483103,0.099287
000001,2024-11-13,10.673,108626328,0.0056,225302710278.78,5.090276,0.483103,0.099287
000001,2024-11-14,10.608,115978311,0.00598,223944296004.92,5.090276,0.483103,0.099287
000001,2024-11-15,10.516,121578351,0.00627,222003704185.12,5.090276,0.483103,0.099287
000001,2024-11-18,10.801,379732445,0.01957,228019538826.5,5.090276,0.483103,0.099287
000001,2024-11-19,10.737,243003665,0.01252,226661124552.64,5.090276,0.483103,0.099287
000001,2024-11-20,10.7,128657248,0.00663,225884887824.72,5.090276,0.483103,0.099287
000001,2024-11-21,10.654,88340806,0.00455,224914591914.82,5.090276,0.483103,0.099287
000001,2024-11-22,10.369,162531744,0.00838,218898757273.44,5.090276,0.483103,0.099287
000001,2024-11-25,10.277,116602032,0.00601,216958165453.64,5.090276,0.483103,0.099287
000001,2024-11-26,10.36,83107820,0.00428,218704698091.46,5.090276,0.483103,0.099287
000001,2024-11-27,10.47,89517805,0.00461,221033408275.22,5.090276,0.483103,0.099287
000001,2024-11-28,10.424,73316854,0.00378,220063112365.32,5.090276,0.483103,0.099287
000001,2024-11-29,10.461,102848758,0.0053,220839349093.24,5.090276,0.483103,0.099287
000001,2024-12-02,10.47,97543366,0.00503,221033408275.22,5.090276,0.483103,0.099287
000001,2024-12-03,10.562,108255936,0.00558,222974000095.02,5.090276,0.483103,0.099287
000001,2024-12-04,10.535,100747059,0.00519,222391822549.08,5.090276,0.483103,0.099287
000001,2024-12-05,10.516,68710883,0.00354,222003704185.12,5.090276,0.483103,0.099287
000001,2024-12-06,10.719,172626927,0.0089,226273006188.68,5.090276,0.483103,0.099287
000001,2024-12-09,10.728,96406316,0.00497,226467065370.66,5.090276,0.483103,0.099287
000001,2024-12-10,10.838,216780724,0.01117,228795775554.42,5.090276,0.483103,0.099287
000001,2024-12-11,10.783,96769145,0.00499,227631420462.54,5.090276,0.483103,0.099287
000001,2024-12-12,10.893,98623459,0.00508,229960130646.3,5.090276,0.483103,0.099287
000001,2024-12-13,10.627,134379289,0.00692,224332414368.88,5.090276,0.483103,0.099287
000001,2024-12-16,10.636,80571778,0.00415,224526473550.86,5.090276,0.483103,0.099287
000001,2024-12-17,10.599,80211995,0.00413,223750236822.94,5.090276,0.483103,0.099287
000001,2024-12-18,10.709,101658966,0.00524,226078947006.7,5.090276,0.483103,0.099287
000001,2024-12-19,10.654,69737904,0.00359,224914591914.82,5.090276,0.483103,0.099287
000001,2024-12-20,10.682,71464627,0.00368,225496769460.76,5.090276,0.483103,0.099287
000001,2024-12-23,10.783,165940476,0.00855,227631420462.54,5.090276,0.483103,0.099287
000001,2024-12-24,10.902,135083691,0.00696,230154189828.28,5.090276,0.483103,0.099287
000001,2024-12-25,10.958,147528294,0.0076,231318544920.16,5.090276,0.483103,0.099287
000001,2024-12-26,10.902,100007470,0.00515,230154189828.28,5.090276,0.483103,0.099287
000001,2024-12-27,10.875,129001228,0.00665,229572012282.34,5.090276,0.483103,0.099287
000001,2024-12-30,10.985,135184636,0.00697,231900722466.1,5.090276,0.483103,0.099287
000001,2024-12-31,10.755,147536733,0.0076,227049242916.6,5.101335,0.458834,0.099287
000001,2025-01-02,10.507,181959699,0.00938,221809645003.14,5.101335,0.458834,0.099287
000001,2025-01-03,10.461,115468044,0.00595,220839349093.24,5.101335,0.458834,0.099287
000001,2025-01-06,10.516,108553630,0.00559,222003704185.12,5.101335,0.458834,0.099287
000001,2025-01-07,10.581,74786288,0.00385,223362118458.98,5.101335,0.458834,0.099287
000001,2025-01-08,10.571,106238601,0.00547,223168059277.0,5.101335,0.458834,0.099287
000001,2025-01-09,10.48,75148330,0.00387,221227467457.2,5.101335,0.458834,0.099287
000001,2025-01-10,10.388,79813351,0.00411,219286875637.4,5.101335,0.458834,0.099287
000001,2025-01-13,10.296,93496618,0.00482,217346283817.6,5.101335,0.458834,0.099287
000001,2025-01-14,10.461,82462895,0.00425,220839349093.24,5.101335,0.458834,0.099287
000001,2025-01-15,10.553,103163082,0.00532,222779940913.04,5.101335,0.458834,0.099287
000001,2025-01-16,10.636,87296399,0.0045,224526473550.86,5.101335,0.458834,0.099287
000001,2025-01-17,10.526,68976486,0.00355,222197763367.1,5.101335,0.458834,0.099287
000001,2025-01-20,10.498,83202913,0.00429,221615585821.16,5.101335,0.458834,0.099287
000001,2025-01-21,10.415,90206894,0.00465,219869053183.34,5.101335,0.458834,0.099287
000001,2025-01-22,10.195,134712922,0.00694,215211632815.82,5.101335,0.458834,0.099287
000001,2025-01-23,10.406,151492027,0.00781,219674994001.36,5.101335,0.458834,0.099287
000001,2025-01-24,10.424,94494421,0.00487,220063112365.32,5.101335,0.458834,0.099287
000001,2025-01-27,10.544,115193471,0.00594,222585881731.06,5.101335,0.458834,0.099287
000001,2025-02-05,10.452,84343370,0.00435,220645289911.26,5.101335,0.458834,0.099287
000001,2025-02-06,10.443,95560325,0.00492,220451230729.28,5.101335,0.458834,0.099287
000001,2025-02-07,10.461,140749262,0.00725,220839349093.24,5.101335,0.458834,0.099287
000001,2025-02-10,10.507,102659093,0.00529,221809645003.14,5.101335,0.458834,0.099287
000001,2025-02-11,10.498,84452003,0.00435,221615585821.16,5.101335,0.458834,0.099287
000001,2025-02-12,10.498,98880683,0.0051,221615585821.16,5.101335,0.458834,0.099287
000001,2025-02-13,10.571,135863927,0.007,223168059277.0,5.101335,0.458834,0.099287
000001,2025-02-14,10.617,97305774,0.00501,224138355186.9,5.101335,0.458834,0.099287
000001,2025-02-17,10.829,206196542,0.01063,228601716372.44,5.101335,0.458834,0.099287
000001,2025-02-18,10.856,199661049,0.01029,229183893918.38,5.101335,0.458834,0.099287
000001,2025-02-19,10.765,117774895,0.00607,227243302098.58,5.101335,0.458834,0.099287
000001,2025-02-20,10.719,78439627,0.00404,226273006188.68,5.101335,0.458834,0.099287
000001,2025-02-21,10.7,97396897,0.00502,225884887824.72,5.101335,0.458834,0.099287
000001,2025-02-24,10.654,94995617,0.0049,224914591914.82,5.101335,0.458834,0.099287
000001,2025-02-25,10.544,91715602,0.00473,222585881731.06,5.101335,0.458834,0.099287
000001,2025-02-26,10.59,84164552,0.00434,223556177640.96,5.101335,0.458834,0.099287
000001,2025-02-27,10.682,97730975,0.00504,225496769460.76,5.101335,0.458834,0.099287
000001,2025-02-28,10.599,94908806,0.00489,223750236822.94,5.101335,0.458834,0.099287
000001,2025-03-03,10.581,83045695,0.00428,223362118458.98,5.101335,0.458834,0.099287
000001,2025-03-04,10.581,68317873,0.00352,223362118458.98,5.101335,0.458834,0.099287
000001,2025-03-05,10.719,108064544,0.00557,226273006188.68,5.101335,0.458834,0.099287
000001,2025-03-06,10.691,87740771,0.00452,225690828642.74,5.101335,0.458834,0.099287
000001,2025-03-07,10.728,83553669,0.00431,226467065370.66,5.101335,0.458834,0.099287
000001,2025-03-10,10.654,66383393,0.00342,224914591914.82,5.101335,0.458834,0.099287
000001,2025-03-11,10.673,60897527,0.00314,225302710278.78,5.101335,0.458834,0.099287
000001,2025-03-12,10.893,187731840,0.00967,229960130646.3,5.101335,0.458834,0.099287
000001,2025-03-13,10.884,131237121,0.00676,229766071464.32,5.101335,0.458834,0.099287
000001,2025-03-14,11.004,172241765,0.00888,232288840830.06,5.101335,0.458834,0.099287
000001,2025-03-17,10.571,460361210,0.02372,223168059277.0,5.101335,0.458834,0.089268
000001,2025-03-18,10.562,160529000,0.00827,222974000095.02,5.101335,0.458834,0.089268
000001,2025-03-19,10.59,136245491,0.00702,223556177640.96,5.101335,0.458834,0.089268
000001,2025-03-20,10.562,110115724,0.00567,222974000095.02,5.101335,0.458834,0.089268
000001,2025-03-21,10.498,137638897,0.00709,221615585821.16,5.101335,0.458834,0.089268
000001,2025-03-24,10.461,116457734,0.006,220839349093.24,5.101335,0.458834,0.089268
000001,2025-03-25,10.507,73560888,0.00379,221809645003.14,5.101335,0.458834,0.089268
000001,2025-03-26,10.461,74086307,0.00382,220839349093.24,5.101335,0.458834,0.089268
000001,2025-03-27,10.47,55334940,0.00285,221033408275.22,5.101335,0.458834,0.089268
000001,2025-03-28,10.434,64494555,0.00332,220257171547.3,5.101335,0.458834,0.089268
000001,2025-03-31,10.351,111612564,0.00575,218510638909.48,5.00347,0.431745,0.089268
000001,2025-04-01,10.36,68147042,0.00351,218704698091.46,5.00347,0.431745,0.089268
000001,2025-04-02,10.452,93264176,0.00481,220645289911.26,5.00347,0.431745,0.089268
000001,2025-04-03,10.424,64391391,0.00332,220063112365.32,5.00347,0.431745,0.089268
000001,2025-04-07,9.836,254556048,0.01312,207643324718.6,5.00347,0.431745,0.089268
000001,2025-04-08,9.946,146398771,0.00754,209972034902.36,5.00347,0.431745,0.089268
000001,2025-04-09,9.928,106439405,0.00548,209583916538.4,5.00347,0.431745,0.089268
000001,2025-04-10,10.02,86654805,0.00447,211524508358.2,5.00347,0.431745,0.089268
000001,2025-04-11,10.011,58387902,0.00301,211330449176.22,5.00347,0.431745,0.089268
000001,2025-04-14,10.047,78599345,0.00405,212106685904.14,5.00347,0.431745,0.089268
000001,2025-04-15,10.066,72275410,0.00372,212494804268.1,5.00347,0.431745,0.089268
000001,2025-04-16,10.112,84282217,0.00434,213465100178.0,5.00347,0.431745,0.089268
000001,2025-04-17,10.167,82391931,0.00425,214629455269.88,5.00347,0.431745,0.089268
000001,2025-04-18,10.277,72709815,0.00375,216958165453.64,5.00347,0.431745,0.089268
000001,2025-04-21,10.13,111418418,0.00574,213853218541.96,5.00347,0.431745,0.089268
000001,2025-04-22,10.149,83112887,0.00428,214241336905.92,5.00347,0.431745,0.089268
000001,2025-04-23,10.121,58638293,0.00302,213659159359.98,5.00347,0.431745,0.089268
000001,2025-04-24,10.139,68925613,0.00355,214047277723.94,5.00347,0.431745,0.089268
000001,2025-04-25,10.121,63754686,0.00329,213659159359.98,5.00347,0.431745,0.089268
000001,2025-04-28,10.112,64201837,0.00331,213465100178.0,5.00347,0.431745,0.089268
000001,2025-04-29,10.093,64904494,0.00334,213076981814.04,5.00347,0.431745,0.089268
