,lambda_zero,lambda_MKT,lambda_SMB,lambda_HML,lambda_MOM
2024-03-18,-0.0016825627797076902,0.01267594632030596,-0.005405552447615705,0.005189242014722577,-0.010860970101555888
2024-03-19,0.0014728033823871141,0.008601547052163351,0.007788145522016982,0.010330258548958204,0.012679499192914305
2024-03-20,-0.0016114842874632824,-0.004458851727110772,0.0008677370510209721,0.0026982996773589492,-0.000853084651591703
2024-03-21,-0.004100739202320658,0.0014945172796157215,0.009679695374383259,-0.00040167397526469383,0.004890339095380354
2024-03-22,0.0020078151906569638,0.0021992071432240497,-0.01261976713454573,-0.014447087229733811,-0.02191100993786107
2024-03-25,-0.002016434406926608,0.011148598551869388,0.01662712370122647,-0.007184474940776945,-0.0076502448696142466
2024-03-26,-0.0036245177031676025,-1.7157933755759629e-06,0.005798003975312631,0.003296528556516004,0.0019374745225960565
2024-03-27,0.007190548272411805,-0.008838152347508288,0.0052509861739119795,0.004113902068570362,-0.02247517924893376
2024-03-28,-8.95760144354568e-05,-0.009524717776301891,0.004013572642276452,0.007830712564060456,0.017744766790594606
2024-03-29,0.0028034392145775064,-0.013436200649854804,-0.0023667784246838366,0.017394218681425544,-0.005748570202589389
2024-04-01,0.004901001421092623,0.003611213743266111,-0.0018698287233740439,-0.00602410115844713,0.004653205584866989
2024-04-02,-0.003304029589357452,0.016437970791083216,0.004116425153687991,0.0016653413179724824,0.030437997260190402
2024-04-03,0.007148506592970664,-0.006192396131106266,0.005063555274646763,0.011183301339096296,0.000506184996622876
2024-04-04,0.0027662626267731076,0.007907368710370427,-0.01069548522838297,-0.003268146427496328,0.013089458307411116
2024-04-05,0.004372811576597505,-0.0009047496558788402,0.012913536000851144,-0.009024406010715288,-0.014364402007964164
2024-04-08,0.0001275135412277112,-0.0051192185723272976,0.01633803201206961,-0.004432518964384417,0.020329287843556303
2024-04-09,-0.0009046164911900767,0.005858839183459384,-0.0059705391269898,-0.0019027890293920767,-0.010999014538424175
2024-04-10,-0.0037008472969603363,0.018447290313204842,-0.002976970256415956,-0.007046857139564336,0.006488098540967753
2024-04-11,0.0007228466584628009,-0.0008949732190194435,-0.017078084203677818,-0.0038500787375927064,-0.0014333295875166713
2024-04-12,-0.0013502307126482945,0.0165166984709917,-0.0013634882198076412,-0.003947413922809728,0.006975501138763663
2024-04-15,-0.0057351365818408455,-0.016852996537922126,0.01284848154500786,-0.0024636152698646043,0.015729292992854915
2024-04-16,-0.004898667675664489,0.013277906124272097,0.008479689138988061,-0.007797203540005479,-0.02106438383717847
2024-04-17,-0.0011406815172371235,0.003112314940161615,-0.017351553447340094,0.001200692050035368,-0.006057925499750144
2024-04-18,-0.0009136621720147711,-0.001309644095380441,-0.00363025652663221,0.004887662089970265,0.005463052046193486
2024-04-19,0.0007577867128601649,-0.00013234026876058833,0.010157350084983204,-0.0008099505960031438,-0.00921998410156501
2024-04-22,0.0029322440332321237,-0.021600883677226086,0.006159900613127959,-0.009758554280600825,0.013305291006394056
2024-04-23,-0.00017398891058615696,-0.0020830978755064554,-0.005323082524164571,0.0023219090977475623,0.013564191283269947
2024-04-24,-0.0015970983242210236,0.00657284218652503,-0.002418936144406694,-0.004739975795010838,-0.005151953818787087
2024-04-25,0.003235209269044221,0.009901194219673799,9.535742070182485e-05,-0.0012207545413361366,0.0008285781401230986
2024-04-26,0.0063652957921369905,-0.011003569677913973,0.0039033557611511923,0.002572152906185475,-0.02248538788034698
2024-04-29,0.003314055592945131,-0.010263939062047808,-0.00627347432103826,-0.009755431700799039,0.011676440839389958
2024-04-30,-0.005340898750862738,0.0012005436171190513,-0.0092124136477601,0.007838606368816375,-0.005755587337377449
2024-05-01,-0.0003387162828991763,0.00790423021686737,-0.004705380438296202,-0.0037955062771203004,-0.0015115602933012222
2024-05-02,0.0035775758151955863,-0.001263940029815805,0.0279327012954665,-0.010050898171935647,-0.003803195317978023
2024-05-03,0.002613298610019552,-0.005813100563050658,-0.003616050912227136,-0.006404535721349468,0.014821695903057578
2024-05-06,-0.0004034220833650543,0.0047963001947701304,0.013468156641917816,-0.013377727486833404,-0.004970673776936932
2024-05-07,-0.003244257764764044,0.004589675619197538,0.004637906532614029,-0.00881581118285678,0.0006003258560255218
2024-05-08,-0.003938488112165262,0.012744609470363124,-0.010693586778016429,-0.012030321041853056,-0.01883391976869583
2024-05-09,-0.002597742691880484,-0.003958057201884507,0.014057263039606702,-0.004958458220893191,-0.014962314529281139
2024-05-10,-0.0006109667908853426,-0.0030730694674937454,-0.018194070225074764,0.004362024795676971,4.834424190336634e-05
2024-05-13,0.0040169178046983375,-0.007354676188198434,0.02052582219780364,-0.004498807075466654,0.005237595833178309
2024-05-14,-0.0008020321568489005,-0.01012686254609153,-0.0024679404653435485,-0.008158616503483093,0.030643961935889703
2024-05-15,-0.0015061229487079455,0.005026853450438991,-0.01833529692243387,0.0006958747910013679,0.004222125993406128
2024-05-16,-0.0043904293353521215,0.008016621461662994,0.0012308029634570572,0.017383654239677977,0.004967444842685154
2024-05-17,0.007642115171095331,-0.006923881692935961,0.00481553951025047,-0.016058814796600394,0.013602757411769681
2024-05-20,0.0023922689135037548,-0.005584906659316266,-0.0005556674994272297,0.010539167166745635,-0.009657790886970602
2024-05-21,0.001079509896152926,-0.011951778297171312,-0.0007347954145639542,-0.004404449624041433,0.01808440840004877
2024-05-22,-0.001993592954207757,-0.0014623242593934864,0.00719830002008582,-0.009944688695491706,0.0086669785630375
2024-05-23,-1.6284078267548349e-06,-0.0020205801027447096,0.013546457624741687,0.0011027372816161448,0.0011086750610437793
2024-05-24,0.004980699016705745,-0.011853509424427224,0.003933727081507362,0.012322127216405987,0.007929312956473023
2024-05-27,-0.003861495365821086,0.002348368873967814,-0.00800653075961547,0.0014135519672142279,-0.00214365946444171
2024-05-28,0.007762319994846417,-0.003345988168180034,-0.0016900633104326018,-0.01497556433313095,-0.004625751223397764
2024-05-29,-0.0005216676000515611,0.01820357077691201,0.00984635970596545,-0.009919309767688348,0.009468006260816364
2024-05-30,-0.0036755710898993803,0.0038563339530424657,-0.000525064627111215,0.007097005769376983,-0.007626067150590749
2024-05-31,0.006342715110099916,-0.003916682046552474,0.00900618559245421,0.0020290832758651624,-0.014622801968780377
2024-06-03,0.0017377296919394076,-0.00240845542705612,0.004951792811097041,-0.007787229057068135,-0.00880085742252924
2024-06-04,0.0008877736481115791,-0.017768752124996214,0.01818105457636951,-0.009068855089046698,0.015191930702241787
2024-06-05,0.002347391626320513,-0.002482070214787163,0.004951312549231627,0.002132636237095688,-0.012325706401905704
2024-06-06,-0.0009337305654193405,0.0006011375452744426,0.00969799971446754,0.006189162503804415,-0.01031252019157506
2024-06-07,0.004591194041440798,0.019175278273391015,0.007203740968397411,-0.00018507289211151627,0.0011490313761137907
2024-06-10,0.004733074571367455,-0.006901339432258797,0.0007662603855048962,0.0012132254358157525,-0.011470422467279365
2024-06-11,-0.0010131418083311385,0.003756996468414022,-0.021024108458093525,-0.002393468873496767,-0.0009652768759376923
2024-06-12,-0.00044842252588371415,1.0890086841422019e-05,0.0030685917563505337,-0.002709567899780623,-0.012953509825682254
2024-06-13,-0.0020307142997450815,-0.00895161741675463,0.0004937168091929266,0.0008675749029185151,-0.01652796336548782
2024-06-14,-0.00237503084988192,0.0135018806671624,-0.024355645755958236,-0.001262709418090418,-0.0164344233285752
2024-06-17,0.0018524782380608157,0.004040627770876391,0.01739959680801284,0.0013878376312917058,0.016526150200377114
2024-06-18,-0.007518413878817116,0.015242687276235716,-0.008803360023946903,0.010974324368533427,0.008263146801885776
2024-06-19,-0.004293549505705111,-0.0035818902178652457,0.0011659510451346193,0.007081933516858276,-0.009658754958628907
2024-06-20,-0.0024803147479316298,0.016115847255136886,-0.010852571105662113,0.004083560121089631,0.00996388623562866
2024-06-21,0.004851665830104702,-0.01590804708492647,0.01296219606639783,-0.009333644987077384,0.013844253985477017
2024-06-24,-9.336510348760757e-05,0.005412760513188215,-0.006950118904631385,0.006899630970090926,-0.0035661352734828607
2024-06-25,0.0038234609952196826,0.017036236280414535,0.003232138008150089,-0.005346083426711988,-0.004048948276022475
2024-06-26,-0.0019536291306647947,-0.008359752262117808,-0.004502109210788787,-0.0006662232052876892,0.0005877263317938574
2024-06-27,-0.0006232308171715169,-0.0022640563584594847,-0.010931149286587713,0.01877463078828802,-0.008104340727528612
2024-06-28,-0.0010917706701344411,0.0027938559741009688,-0.004903397604059079,-0.004621172973982333,0.0032454631993449356
2024-07-01,0.003170257490906041,-0.008448723023470876,-0.008583191469308055,-0.005676299456191609,0.000491477623268568
2024-07-02,-0.0005749354307865735,-0.012427249149419275,-0.012928654736906698,-0.014034417737848661,-0.017864336054769125
2024-07-03,-0.0017472980514966533,0.0013837851932172222,0.006202614606677777,-0.005109288696495986,0.006371032473021634
2024-07-04,0.0012615869370938054,-0.011160653081199966,0.00867381139932969,-0.00210848384094837,-0.0045819362738393505
2024-07-05,-0.0026746524799232414,0.006917310809357877,-0.0009031001003098156,0.007646454138420911,-0.002471281778544847
2024-07-08,-0.0024545669686813756,-0.004546198842680238,0.002554636575157941,-0.005854822397888817,0.013903957868852809
2024-07-09,0.0025835108669747748,0.012989732946508927,-0.008438860026480284,-0.00035393514715878396,0.009243698439023135
2024-07-10,-0.0072874044893515896,-0.000156929747402783,-0.004167869242616698,-0.014834769732715272,-0.0015895375803592017
2024-07-11,0.00489990423960401,-0.008239211014127553,-0.003452297354146364,-0.009449509639630368,0.004696240449773239
2024-07-12,0.0005391550670678759,0.007777057731355789,0.016393700194371568,0.005872908012746572,0.007900111971524574
2024-07-15,-0.000444119919605791,-0.01079244921131296,0.009343027525873453,0.00620263954994619,0.019562723905931594
2024-07-16,0.0005476670914123026,0.0012933064494072028,0.004778116760319761,0.003845653395445483,0.012678650822674782
2024-07-17,0.0008527606432144183,0.011947003801104068,0.012258907621517217,0.016902937117421128,-0.013917298785535992
2024-07-18,0.004258640884449429,-0.016670253162087232,-0.006707524324304494,0.005316491319053884,-0.004609596281554789
2024-07-19,0.00363740294639922,-0.0014716114741328721,-0.0036173293366414524,-0.012727124053768826,-0.003955374686091945
2024-07-22,-0.0043838555930764385,0.007043691243736134,-0.003898641756503161,0.012345414844034527,-0.013660036811852627
2024-07-23,-0.005539539427451801,0.012206650877335107,0.0051971633814344685,-0.0031194493375667695,-0.011666591407646656
2024-07-24,0.002072603114675736,-0.013096630232341741,-0.0015944263030436192,-0.00047441201428992646,0.012162257047367404
2024-07-25,0.0018315335048793837,-0.014070740503716197,-9.581667833626203e-05,0.0019457129627594308,0.015783564820694762
2024-07-26,0.007748104510405117,-0.0024897998550240785,-0.010141729435560857,0.004353245976523477,0.007006516328997934
2024-07-29,0.0033049310257603367,0.0009052040639332399,-0.0015933106770279002,-0.0003113846244954838,0.0036218090340754544
2024-07-30,-0.0031856824436277222,0.006749429736580724,0.0012073436970956278,-0.0004677396046786496,0.0049421079405898285
2024-07-31,0.00315749884020632,0.0007817204924070089,0.0016408531799970366,-0.0013381969108192844,6.0697832540618224e-05
2024-08-01,-0.002278560754091563,-0.00226380598302107,0.0011145101352898635,-0.0017713438974997966,-0.008145355757646704
2024-08-02,-0.00747273229003719,0.011140466477677934,-0.013970746032969435,0.014233504269652482,0.011072731810464517
2024-08-05,0.005366651217756516,-0.002251268430936519,0.00940535704327004,-0.0069063786286986395,0.0129936733112519
2024-08-06,1.0723146238372349e-05,-0.005870578009396072,0.0031981487051775895,-0.000309944341891901,0.00819546816857825
2024-08-07,-0.006448037166814957,0.025267126891392273,-0.005127636835770397,0.0020220659793489877,0.005825299209961984
2024-08-08,0.001811848573888543,0.003868417617549825,0.012800800749039182,0.0017027951196806105,0.014092514379333444
2024-08-09,0.0025132176002679394,-0.012518981327716214,-0.0085418091267231,-0.00849347255337193,0.007913286621535946
2024-08-12,0.0009111253469423445,0.0059618809298490946,-0.005692616085691241,-0.01033153868089488,0.006935867173127789
2024-08-13,0.003943774188162518,-0.013722914096304316,-0.0038600529326398864,0.0030713275594504838,-0.0038653751682663
2024-08-14,0.003553377708635664,0.004099331878955382,-0.0051484498389397695,0.006790547125194153,0.008121990507810975
2024-08-15,0.001728784292500688,0.009823634038419737,-0.0008725484013468805,0.00519003770647332,0.013827234464584764
2024-08-16,-0.00015555732349960575,-0.006537699180855247,0.0036506716433680484,0.008196774815567057,-0.015580038611559056
2024-08-19,-0.004344862667086082,0.012367088915099834,-0.0030204633996181386,0.003467965337445958,-0.022880202906124258
2024-08-20,-0.00033769273490384037,0.003846107511724695,0.005936845131165146,0.002995197096729058,0.002918609599351251
2024-08-21,0.00419150798378149,0.0029673242965658174,0.005873523699239061,0.00573919687086925,0.004891082265570226
2024-08-22,0.001294653633622405,0.016483881634301527,-0.0034386624958693767,0.004508868274763236,0.002453791108820748
2024-08-23,-0.00209166176799764,0.0008408758379961395,-0.007496349699354645,0.0037462062085692597,0.008021422978629275
2024-08-26,0.008643032786201543,-0.014852056081425279,0.001010180747532701,-0.00024850910978669195,0.008971060996881766
2024-08-27,-0.001117943438695776,-0.006769958815325505,0.005931403405002967,0.0023361455935754175,0.01928405880833644
2024-08-28,-0.007614458991506735,-0.00024356221706883774,-0.008095066857611551,0.012745835597957944,-0.008011355769112345
2024-08-29,0.0008934659099970833,0.000947833900882121,-0.001154098416458747,-0.00011484531147140089,-0.014252490400818635
2024-08-30,-0.003242787448508879,0.005781233525055454,-0.010090752818790745,-0.0053641051481865855,-0.02333602310439263
2024-09-02,-0.005402989108767908,0.008431916659180718,-0.010860810723530602,-0.010449804398127724,-0.027785950214520506
2024-09-03,0.005097716660448022,0.0036436643582624896,0.012186189117326121,-0.01146903714787971,-0.004990949028035514
2024-09-04,0.006653547423272233,-0.005191557515439077,0.01028455493263551,0.0026149233174689716,-0.001951630180217756
2024-09-05,0.0009105620016246364,0.011278504828233176,0.011436091332136005,0.0055881243064302925,-0.004542644197165099
2024-09-06,0.0014137538155031834,-0.004101227281366406,-0.007380649283617812,0.0033251231756898742,0.02889949327686658
2024-09-09,0.0020821974388936047,0.02241396994193405,0.0076122768189506446,0.00797236607204857,0.011870836015019114
2024-09-10,-0.004286382753204613,0.009687507404463865,0.007823830971320176,8.379002393059322e-05,0.007551821270761754
2024-09-11,0.004838647366269687,-0.012701177239394248,0.011487121282453579,0.0007726808342229368,-0.006099956875541792
2024-09-12,-0.0045228039015569954,-0.004085744742563074,-0.0035343396657577233,-0.0008931936285050883,-0.00924549827711955
2024-09-13,-0.0017012834490448278,0.006028614241399796,-0.017387438264660195,-0.01014599586504992,0.014615326649340775
2024-09-16,-0.003963387355139727,0.0016891109160109888,-0.005288948643308894,-0.01602928163715217,-0.005201665003409938
2024-09-17,0.003651804006622821,0.0038265254250927474,-0.010526269175238984,-0.004489598068619358,-0.0064425081683232716
2024-09-18,-9.397543902977807e-05,0.003532231998773956,0.0017621046247944423,-0.0035163709070228383,0.016898308729544037
2024-09-19,0.009422225859780997,-0.009563193297476315,-0.004476791078213533,-0.0013747116753960594,0.020633295971734834
2024-09-20,-0.0005065699242061102,-0.007805634199219565,0.0009099150201203228,-0.002475194410011583,0.0005032382037416698
2024-09-23,0.0014576176891094566,-0.013849926692085714,-0.010509445649804161,-0.0018457931540038124,-0.013838425083792637
2024-09-24,-0.0029524935066866423,0.008693975357334672,-0.004412506169792392,-0.002679931623515852,0.009406049838867137
2024-09-25,0.0018065992232873212,0.03459658789187617,-0.012430362141308889,0.007350926945635133,0.0057940614435036866
2024-09-26,-0.0015637781395176063,0.020691890329928554,-0.0034853069796513475,-0.007232577146704217,0.00493525345872744
2024-09-27,-0.003618046434731131,-0.010996515720147983,0.011416759849573795,0.00946126231315414,-0.004218109277039598
2024-09-30,0.0056042828392074565,0.013729126545388538,-0.001098003635108524,0.006089586045194117,-0.00545866986336703
2024-10-01,0.004380424755870808,0.02036909411333227,0.0012007324773028911,0.005367756695855859,-0.0029538607017433587
2024-10-02,-0.002935858792690063,-0.0007349384355859886,0.0017981140094271825,0.006452263525982162,-0.004463370334626502
2024-10-03,0.006366360530358584,0.012502225548537568,-0.006185720611995252,0.0061213815474093335,0.0057743953256870215
2024-10-04,0.005428137601643528,0.014210261183671993,0.012020714913613225,-0.00680165900887039,-0.00214817154752699
2024-10-07,-0.000960241225522272,-0.013530687860805518,0.001401570953842559,0.011818848421683216,0.00042313399686130446
2024-10-08,0.0005352092924228022,0.02530668690811585,0.009252405778364664,-0.003767853143154247,0.012000279433431025
2024-10-09,0.0020008530488847855,0.028852364010087558,-0.007164607364979365,0.0008301160728054549,-0.004208672510533493
2024-10-10,-0.003194046206505827,0.045486109455703624,0.001136964869074896,0.0036439849132906613,-0.005724678886030237
2024-10-11,-0.003575945953504395,0.04417372037962314,-0.0007748889814651432,-0.006234726414968042,-0.013457369880556177
2024-10-14,-0.0034276750949687428,-0.01599247813634514,0.0038252530789791104,-0.0035983560054800084,0.011924881878733914
2024-10-15,-0.0016030377311486415,-0.00617777316882479,0.001145036219726665,0.002528269455265945,-0.011230111106561648
2024-10-16,0.001749882573005885,0.0038061275488799487,0.005791757660199176,-0.0005205347614230601,0.011130989420226917
2024-10-17,0.007251248708656422,0.000568098941257303,-0.014756799271554127,0.013222555494146939,-0.012840883752575874
2024-10-18,-0.0027380872510511913,0.008469143878998924,0.007256895442773557,0.0006039392347208386,0.02401558023681615
2024-10-21,-0.0007251464053443463,0.042941057189409645,-0.0004919356462605943,-0.016190308692495735,-0.013588125952512332
2024-10-22,-0.006354443129556985,0.01329903140530208,0.0007629567944616453,0.0026445521699997258,0.0062056058227221
2024-10-23,-0.005224791934446688,0.01885848604909874,0.0009416444335137763,0.0023154127028671614,0.014164076494040119
2024-10-24,-0.0016013419036673298,0.013385153238865929,-0.010568559244746412,-0.0025563227434088646,0.0203285549226071
2024-10-25,0.0010217451013509495,0.006571621783271368,-0.008634893554101079,-0.009652365624444485,0.004216614463121183
2024-10-28,0.0028033715881682535,-0.0039692687130289325,-0.00852083304904982,-0.011627930310835869,-0.008202317813535781
2024-10-29,-0.003653442077975256,0.013426247906165636,-0.002871886548204858,-0.00801265614052458,0.007041441699920075
2024-10-30,-0.0067865682413798,0.0010218172027984915,0.005683036609914209,-0.0061800669436536445,0.0004721019241100623
2024-10-31,-0.0022849781355785337,0.0012508899339730957,-0.0017325941758796906,-0.005056446801830816,-0.006583179486878273
2024-11-01,-0.0013987291593018545,-0.00283318295323458,-0.002168375830415286,0.0008246779225087706,-0.005320299063118433
2024-11-04,-0.002557655115096558,0.005733284360121502,-0.0017954424151092841,-0.0009084348863836649,-0.007208424895483841
2024-11-05,-0.001979923481876165,0.028503960693325475,-0.002629234161440586,-0.0007747090787128454,-0.020428066244201216
2024-11-06,-0.0009670857826126534,-0.01822013856453067,-0.010192882724817522,0.003799329736229107,-0.00984598278068299
2024-11-07,0.005886350664787469,0.003529683210377708,0.009318330339371912,-0.0065530922458156135,-0.01605877985797257
2024-11-08,0.0015027842976151648,-0.018628469080680367,-0.008507257449430379,0.0018801641701906013,0.009747348045996208
2024-11-11,-0.0028663112427291136,-0.0004988666309919036,-0.01187467436363961,-0.006160477109110701,0.023187827049455653
2024-11-12,-0.003463467492010501,0.01700885100666946,-0.0021071145692825744,-0.007016065501367809,-0.0009144319955173017
2024-11-13,-0.0007474956229694286,0.0028356602712736045,0.008274610023246627,0.012452534270613411,-0.0034792854839945132
2024-11-14,-8.416680486502011e-05,-0.009887472127174793,-0.005658773238767538,0.0011153221316928595,-0.014730933121949827
2024-11-15,0.00040080383816891354,-0.007463211087328914,0.0001561868861532287,-0.0026747507887195945,-0.0007734460263775526
2024-11-18,-0.009263074604612533,0.017234889553857435,0.005081871038056244,0.0011319363595553922,0.00875446134400927
2024-11-19,-0.004306257825954511,-0.0017400204381567586,0.007020054844578382,0.004913781521503809,-0.006310633623391997
2024-11-20,-0.005634693696383874,0.008343129585119971,0.003666785741811847,-0.012095078145000503,0.003907327190729691
2024-11-21,-0.000536910673673765,0.0007125835233318454,-0.007908711137832477,0.003923994714382638,-0.00643360808247825
2024-11-22,0.0034391678189387817,-0.008451620753392779,-0.004129569399656385,0.007559801146593547,-0.03555839125752969
2024-11-25,-0.001242217818206927,0.027785088307912355,-0.01815926985018651,-0.008680234634230219,-0.011062657149321841
2024-11-26,0.005751525077695089,0.0029107689408289558,-0.012596096105571398,0.006964034772625299,0.002666003332950812
2024-11-27,-0.0019238590190587992,-0.01866479672753512,0.007473941053505522,0.007796427273313764,-0.014504544229723715
2024-11-28,0.00577209620145885,-0.0037259378690069974,0.02221307042482208,-0.0025644229253538346,0.0007206806123561497
2024-11-29,0.005888181404024248,-0.011944397801113586,0.01437572975545525,-0.01007900973583341,0.007591019877913029
2024-12-02,-0.0009405487251796015,0.0115138699137005,-0.0019118831815679634,0.0008198087489143776,0.006634822044965738
2024-12-03,-0.0032833362190087664,-0.00338467899700383,0.0011548895355554924,0.007072156044501511,0.0022431537885318964
2024-12-04,-0.003415109946100546,0.0021718070318631232,-0.0013594537728694824,0.005291839393762539,0.0004996812628149556
2024-12-05,0.00098545230460017,0.005716670568441967,0.0007166718691629754,-0.010218759409748292,-0.0023005966807191384
2024-12-06,-0.004864810733162497,0.014777010728136414,0.005112070555317953,-0.006329593694119835,-0.0096498297490346
2024-12-09,0.0037630619843672967,-0.015794254299832958,0.00631972827386274,-0.0021574311482500455,0.0010727218922521563
2024-12-10,-0.0023563760912431782,-0.0007082681909127391,0.0011527661534959494,-0.002543599896330499,0.01928911902048064
2024-12-11,0.00030079888269061387,-0.005145755766825802,0.010970749075869448,0.013664908837506434,0.005862202666969664
2024-12-12,-0.009030451619835119,0.0031655203329721865,-0.008378090497734837,-0.004906695682982919,-0.010045518854012605
