code,name,student_group,sector,sub_industry,alpha_ann,alpha_daily,alpha_t_stat,alpha_p_value,ir_ann,beta_mkt,beta_smb,beta_hml,beta_mom,r_squared,resid_vol_ann,classification,n_obs
002371,北方华创,同学A（科技与先进制造组）,tech,硬科技与半导体,0.4075212076743898,0.001617147649501547,2.172545465317633,0.029814544196364083,1.2012606727687969,1.4220360848466918,0.20205115025574988,0.05507413411990932,0.1794796796206069,0.3109414057248163,0.33924460936117257,True Alpha (显著高信息比),693
603501,韦尔股份,同学A（科技与先进制造组）,tech,硬科技与半导体,0.18355560360880677,0.0007283952524158999,0.9461225193350765,0.3440860990388178,0.5352184063449577,1.3906864517351654,0.21098325049106423,0.2075273321338463,-0.05244847008673755,0.29674821501172977,0.34295457972441623,Pure Beta (纯风格暴露),693
688008,澜起科技,同学A（科技与先进制造组）,tech,硬科技与半导体,0.05492490138850664,0.00021795595789089937,0.25752144180478015,0.7967762651522075,0.15994747191809677,1.4576542494801679,0.06958085586779034,-0.3696788481310266,-0.0074619563201699995,0.32211626136005966,0.3433933698972852,Pure Beta (纯风格暴露),693
300782,卓胜微,同学A（科技与先进制造组）,tech,硬科技与半导体,0.31595827705582147,0.0012538026867294503,1.3263498286208744,0.18472384902292693,0.8812796745524478,1.3504476767920182,0.011040969483995758,-0.06741704827903952,0.07080890453398722,0.2685743229989198,0.3585221424927097,Pure Beta (纯风格暴露),693
002475,立讯精密,同学A（科技与先进制造组）,tech,硬科技与半导体,0.18244897009126956,0.00072400384956853,0.9170361445747082,0.3591237001534201,0.5424642535987333,1.2812048794396635,0.16461013759208995,-0.2341541322745949,0.02623534960286977,0.27453079095408084,0.33633362729598226,Pure Beta (纯风格暴露),693
002241,歌尔股份,同学A（科技与先进制造组）,tech,硬科技与半导体,0.6166045261498623,0.0024468433577375485,2.519789637936006,0.011742498803555459,1.6995549974589648,1.2983686013796272,-0.02966342202768032,-0.7496163569801584,-0.09025976875244787,0.264413035208075,0.3628035144915927,True Alpha (显著高信息比),693
600703,三安光电,同学A（科技与先进制造组）,tech,硬科技与半导体,0.3262802949795348,0.0012947630753156144,1.3878738519909282,0.16517546134566874,0.9042657732031973,1.0965014785428149,0.04336717855027974,0.00028774791945306575,-0.19090474995329648,0.19515805224319016,0.3608234488669698,Pure Beta (纯风格暴露),693
002049,紫光国微,同学A（科技与先进制造组）,tech,硬科技与半导体,0.06780318543611116,0.0002690602596671078,0.32855312318964897,0.7424934848538323,0.1972991971599329,1.3444757083404364,-0.24580192578986673,0.037369736111812234,0.1774051002263422,0.2873591768737389,0.3436566717559888,Pure Beta (纯风格暴露),693
600745,闻泰科技,同学A（科技与先进制造组）,tech,硬科技与半导体,0.26912073325474717,0.001067939417677568,1.3196201467970967,0.18696187292414113,0.7790264139667885,1.2036832770997479,-0.05753275984907549,-0.4310041257681723,-0.08699195628546093,0.2471499578762465,0.345457777078943,Pure Beta (纯风格暴露),693
688396,华润微,同学A（科技与先进制造组）,tech,硬科技与半导体,0.030342269500337415,0.0001204058313505453,0.15612824886180696,0.8759319320258335,0.0852190949771111,0.9940077693657906,0.2836432961685953,-0.07525710269491682,0.2084125437955473,0.1693495410555792,0.3560501259545999,Pure Beta (纯风格暴露),693
002156,通富微电,同学A（科技与先进制造组）,tech,硬科技与半导体,0.3096959396863928,0.00122895214161267,1.5822975882261134,0.11358165106869006,0.8851899727081751,1.394027731701925,-0.06739216212142188,0.2359143153689163,0.16591071146973133,0.29083425054264045,0.3498638136838586,Pure Beta (纯风格暴露),693
600584,长电科技,同学A（科技与先进制造组）,tech,硬科技与半导体,0.47147828874825887,0.0018709455902708686,2.0563238143818885,0.03975131432591706,1.352272044813146,1.3573846639356744,-0.2732339733938965,0.21149014749497186,0.04302947271428407,0.28528173371899834,0.3486563894866338,True Alpha (显著高信息比),693
688099,晶晨股份,同学A（科技与先进制造组）,tech,硬科技与半导体,0.2511136656218085,0.0009964828000865416,1.1888688732040964,0.23449127050092222,0.724628787058341,1.3439922913750963,0.22148630144882228,-0.07926849945308094,0.01885302718295428,0.2795621608125407,0.34654111195501125,Pure Beta (纯风格暴露),693
688126,沪硅产业,同学A（科技与先进制造组）,tech,硬科技与半导体,0.30769177204473547,0.001220999095415617,1.6191132266901012,0.10542290345666236,0.8972006100432149,1.2154656743223775,-0.11943753810708771,-0.3831918378679938,-0.05516052507097279,0.25291797880917677,0.34294645879689617,Pure Beta (纯风格暴露),693
002185,华天科技,同学A（科技与先进制造组）,tech,硬科技与半导体,0.14796431243977046,0.0005871599699990892,0.6789935965650638,0.4971419192779657,0.4242272497146466,1.2472110272157264,0.030516488425057983,0.2023432940416612,0.0002341124898208327,0.24739142081590537,0.34878549772391476,Pure Beta (纯风格暴露),693
688256,寒武纪,同学A（科技与先进制造组）,tech,硬科技与半导体,0.6574470186501372,0.0026089167406751477,3.246850152654185,0.0011668980972411645,1.8225788432875318,1.7741640162310723,0.3551159842785627,0.19101079253545192,0.11086965416487415,0.38247256954425646,0.360723499601393,True Alpha (显著高信息比),693
688521,芯原股份,同学A（科技与先进制造组）,tech,硬科技与半导体,-0.05724098507332372,-0.00022714676616398302,-0.27300348070202785,0.7848505399631607,-0.1629102337448121,1.4460168754123521,-0.03266994077985456,-0.0711055409359817,-0.153215272120798,0.3072895844744923,0.3513651890217521,Pure Beta (纯风格暴露),693
688123,聚辰股份,同学A（科技与先进制造组）,tech,硬科技与半导体,0.6017213895070921,0.00238778329169481,3.064144346431029,0.0021829355612034158,1.7259898620080525,1.2947267994245883,-0.04935076008655666,-0.2556014862780049,-0.07704688901040799,0.2671893270408521,0.3486239419778729,True Alpha (显著高信息比),693
688608,恒玄科技,同学A（科技与先进制造组）,tech,硬科技与半导体,0.2264176811770827,0.0008984828618138202,1.0715303141365158,0.28393104782496326,0.6737591873281268,1.427405088280867,-0.32146144606060223,-0.6387940254270711,0.00890656825839874,0.33491677073271386,0.3360513451029429,Pure Beta (纯风格暴露),693
688002,睿创微纳,同学A（科技与先进制造组）,tech,硬科技与半导体,0.4052099138135414,0.001607975848466434,1.774752252562694,0.07593880337828138,1.111086895181516,1.3785005390962668,-0.14740049780595513,0.07677543507640547,0.026682375313189385,0.27115209672747964,0.3646968707585585,Pure Beta (纯风格暴露),693
300474,景嘉微,同学A（科技与先进制造组）,tech,硬科技与半导体,0.31248169738347037,0.001240006735648692,1.5223754851602955,0.12791502379941216,0.9085680861279894,1.4973965162470788,0.21952928925834275,0.023888073389781703,0.12549140591470956,0.32734505803469904,0.3439276617288661,Pure Beta (纯风格暴露),693
688508,芯朋微,同学A（科技与先进制造组）,tech,硬科技与半导体,0.3356281291165921,0.001331857655224572,1.5735818010068914,0.11558416333881495,0.9808901923555094,1.2060775726983626,-0.0004265880837116587,0.21851008751114337,-0.017271242798112523,0.24252887871550577,0.34216687222717035,Pure Beta (纯风格暴露),693
688766,普冉股份,同学A（科技与先进制造组）,tech,硬科技与半导体,0.12572512795674423,0.0004989092379235882,0.5935104336413359,0.5528396024859783,0.3901269541229706,1.5588531560472672,0.010541596404253693,-0.1451348384939479,0.01585515384012786,0.37812128255482,0.3222672174481819,Pure Beta (纯风格暴露),693
688110,东芯股份,同学A（科技与先进制造组）,tech,硬科技与半导体,0.4362374619968353,0.0017311010396699811,2.059893034111882,0.039408767793406296,1.217840123159488,1.672434382914117,-0.1270796950018,0.03176041587930942,0.17250166656788102,0.36153207484966576,0.35820585452964726,True Alpha (显著高信息比),693
300475,香农芯创,同学A（科技与先进制造组）,tech,硬科技与半导体,0.7139263568153037,0.0028330410984734274,3.1132280039853972,0.0018505299516080509,2.053398580385051,1.6286021508467654,0.09438586697859185,-0.31254058254993655,0.07349226593598579,0.3644769298535374,0.3476803595926462,True Alpha (显著高信息比),693
001309,德明利,同学A（科技与先进制造组）,tech,硬科技与半导体,0.41149007862532216,0.001632897137402072,1.9632815959522332,0.0496134627208068,1.1980189105042156,1.6292936693244782,0.41244557736759263,-0.18859035195172197,-0.10325942229812174,0.3698578362548174,0.34347544518486484,True Alpha (显著高信息比),693
301308,江波龙,同学A（科技与先进制造组）,tech,硬科技与半导体,0.43733967620123915,0.0017354749055604728,2.108481039413802,0.03498940113390803,1.2207751194233154,1.419411792129257,-0.39476539451218146,0.04346268412942693,0.10792366153102737,0.2956935666949624,0.35824753408132615,True Alpha (显著高信息比),693
300223,北京君正,同学A（科技与先进制造组）,tech,硬科技与半导体,0.21206888798518259,0.0008415432062904071,1.0551534541807503,0.2913551479840488,0.625815481400537,1.3613985623989129,0.3715981992844313,-0.0974928416556344,-0.2250838342948783,0.29817745545997576,0.3388680757954171,Pure Beta (纯风格暴露),693
000021,深科技,同学A（科技与先进制造组）,tech,硬科技与半导体,-0.1763342773846842,-0.0006997391959709691,-0.8578339376765707,0.39098416697257543,-0.5185955310798558,1.4725293656072183,0.31620676559128025,0.039000542960367195,0.093526496737226,0.32508511528596007,0.34002274762666906,Pure Beta (纯风格暴露),693
300059,东方财富,同学A（科技与先进制造组）,tech,硬科技与半导体,0.42222995520752193,0.0016755156952679442,1.9811040337734716,0.04757960802968912,1.2130529129771188,1.4579858868255235,0.13959997512793423,0.03187626393660081,-0.19589086739883863,0.31340835671579337,0.34807216625964793,True Alpha (显著高信息比),693
600570,恒生电子,同学A（科技与先进制造组）,tech,硬科技与半导体,0.42377196511636356,0.0016816347822077918,2.052536338449959,0.04011756726977217,1.1910857373330683,1.3766240492713442,-0.110110549124014,-0.07019260239694526,-0.14660535849074294,0.2828143877794226,0.35578628123381045,True Alpha (显著高信息比),693
300812,易天股份,同学A（科技与先进制造组）,tech,硬科技与半导体,-0.028501717261029656,-0.00011310205262313355,-0.13673702110748961,0.8912386657430059,-0.07958668938079953,1.460672800936355,0.005025053271046709,-0.083230209860912,-0.08654232557052967,0.3021919494026202,0.35812165932241624,Pure Beta (纯风格暴露),693
300196,长海股份,同学A（科技与先进制造组）,tech,硬科技与半导体,-0.2351642945230184,-0.0009331916449326127,-1.1869417324746867,0.23525060462960978,-0.6850065880736668,1.009828124177651,0.3011839677238857,-0.21654902686315858,0.10606024551577065,0.18558252162159905,0.3433022376972066,Pure Beta (纯风格暴露),693
300274,阳光电源,同学A（科技与先进制造组）,tech,硬科技与半导体,0.38672209321304957,0.0015346114810041648,1.8050592929705556,0.07106540415010254,1.1209224489392489,1.468252395981056,-0.1382072786417367,0.5806513985967655,-0.08822500357069762,0.3227579772055673,0.34500343318042426,Pure Beta (纯风格暴露),693
300014,亿纬锂能,同学A（科技与先进制造组）,tech,硬科技与半导体,0.6013252716120608,0.0023862113952859555,2.7506177830521015,0.005948300312009278,1.670259798422875,1.243986777284013,0.043327036739880455,-0.2564382395446132,0.047350393451233326,0.23833287350427446,0.36001900553426225,True Alpha (显著高信息比),693
002460,赣锋锂业,同学A（科技与先进制造组）,tech,硬科技与半导体,0.07737127629801024,0.00030702887419845336,0.3630186024387565,0.7165909881558654,0.21929159109394158,1.4137393247580368,0.28939444593326474,-0.1021155310686122,0.011936448953268364,0.29326579430270516,0.3528237262178714,Pure Beta (纯风格暴露),693
002466,天齐锂业,同学A（科技与先进制造组）,tech,硬科技与半导体,-0.060109815238019004,-0.00023853101284928178,-0.26541459583773414,0.7906900933987324,-0.16552188826291803,1.461911289707345,0.09173553073693796,-0.13414439803362185,-0.10718278272849627,0.2967802839522282,0.36315327156333227,Pure Beta (纯风格暴露),693
603799,华友钴业,同学A（科技与先进制造组）,tech,硬科技与半导体,0.1497177849391189,0.0005941181942028527,0.7266308133683126,0.4674521469366484,0.4450472217312352,1.2278438382975052,-0.21093853515970093,-0.24470772245885045,-0.20026683718765556,0.26583469766099466,0.33640876210105575,Pure Beta (纯风格暴露),693
600900,长江电力,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.22140189002931285,0.0008785789286877494,2.4311333653072156,0.015051673099707537,1.4046547097617115,0.6535050305004098,0.06810477934422735,-0.16871629022368118,0.05622488948185253,0.31149265137326865,0.15762015283234407,True Alpha (显著高信息比),693
601985,中国核电,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.0874554717266156,0.0003470455227246651,0.941138559069947,0.3466338577749203,0.5562083429225205,0.7042392279465406,-0.09275269946821056,-0.1145101450433381,-0.08417483260460938,0.34943000427176274,0.1572350951571363,Pure Beta (纯风格暴露),693
600905,三峡能源,同学B（新能源与周期资源组）,growth,绿电与清洁公用,-0.03056764700369456,-0.00012130018652259745,-0.19304439222515193,0.8469242019391339,-0.11187186404030161,0.9154243497689548,-0.17339012887689587,0.211433036673003,-0.06467479332348104,0.2291362266128878,0.27323802339328707,Pure Beta (纯风格暴露),693
600886,国投电力,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,-0.024585142953657935,-9.756009108594419e-05,-0.24440258809692816,0.8069190375357665,-0.15653773754115655,0.7677782450824555,-0.05045555580505582,0.1315818814868806,0.008380332189241889,0.38218481648537184,0.15705569366105135,Pure Beta (纯风格暴露),693
600011,华能国际,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.4472328342100939,0.0017747334690876742,2.5460847961543105,0.010893872189815251,1.5527400680982797,1.1078598091468312,0.4450371821935475,0.06105964589624972,-0.21660465655699215,0.28203665756925156,0.2880281403170351,True Alpha (显著高信息比),693
600795,国电电力,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.14048068475453293,0.0005574630347402101,1.4694484760346744,0.141711187155946,0.8911741276569042,0.8081014586021112,-0.0070903470417105876,-0.1585757426858772,-0.04211959123586796,0.4091980163156862,0.15763550623253397,Pure Beta (纯风格暴露),693
001289,龙源电力,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.5646717123502155,0.0022407607632945062,3.133929846318481,0.0017248208734821882,2.0000659699384897,0.9448444422367384,-0.09631941623396847,-0.25375995505098176,-0.2312455433660276,0.23568553371871448,0.2823265436427488,True Alpha (显著高信息比),693
000591,太阳能,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.15453556634718757,0.0006132363743936015,0.8948362081668485,0.3708746516088083,0.5618587536100167,1.0615593956588874,0.1311785494599039,0.13801640462641537,0.05364002741052896,0.2759451203931911,0.27504344348873483,Pure Beta (纯风格暴露),693
601016,节能风电,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.3483774500076272,0.001382450198442965,1.878629705117368,0.060295072183367694,1.1925578651084046,0.8140498708352791,-0.04385215257747813,-0.1581689845271436,0.14223175108708974,0.17040201092916785,0.29212624410133714,Pure Beta (纯风格暴露),693
001258,立新能源,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.198021474670996,0.0007857995026626826,1.2332048795477153,0.21749933533509935,0.6832651646024107,1.0074901455868295,-0.09862580702600046,0.2834335375080633,-0.09508253135544031,0.2408536685401994,0.2898164357409088,Pure Beta (纯风格暴露),693
688223,晶科能源,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.14059554358145845,0.0005579188237359462,0.7651900213669363,0.44415840077866775,0.4730952398614528,1.3093104107508131,0.034772941180206976,0.16685790364921765,0.10325341543515515,0.33258118851626184,0.29718232553477447,Pure Beta (纯风格暴露),693
601012,隆基绿能,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.06616051775247728,0.00026254173711300505,0.36646195080358634,0.714020399699099,0.22775250878072015,1.1901750215612104,-0.022377280311565606,0.3613806664980993,0.10857616019508316,0.30238676105455076,0.2904930360884698,Pure Beta (纯风格暴露),693
600438,通威股份,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.35468757230134207,0.0014074903662751668,1.9595645446688608,0.050046708862580516,1.3282963561004788,1.2853408513124764,-0.2710120631119562,0.04102379334658609,0.2771529974626054,0.3813893809727249,0.2670244261925174,Pure Beta (纯风格暴露),693
688599,天合光能,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.17179282104349994,0.0006817175438234125,0.9986159422138421,0.31798077431633254,0.6193399425827983,1.3526530142480182,0.017836894348573263,-0.29144206591214716,-0.0032640309543305918,0.38474373358833935,0.2773804969320759,Pure Beta (纯风格暴露),693
002812,恩捷股份,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.15640008447485715,0.0006206352558526077,0.8943376128768818,0.37114128122753565,0.5487197156304527,1.3254014173984021,-0.044914840223833644,-0.16145309129074156,0.0029557480546826306,0.36107518110712455,0.2850272735237168,Pure Beta (纯风格暴露),693
603659,璞泰来,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.3238332699751732,0.0012850526586316397,1.920124278188773,0.054842203314314664,1.1543617076601724,1.3240629280984464,-0.17062557192661326,0.024080715315015162,-0.03784514544610924,0.3686418993692063,0.28053015603884285,Pure Beta (纯风格暴露),693
300450,先导智能,同学B（新能源与周期资源组）,growth,绿电与清洁公用,-0.3166073369165952,-0.0012563783210976,-1.752754704764121,0.07964412114200421,-1.0953986058102112,1.2182407833412565,-0.08011685090802334,-0.1596206463846093,-0.043477752276431546,0.3183290628724106,0.2890339053174316,Pure Beta (纯风格暴露),693
605117,德业股份,同学B（新能源与周期资源组）,growth,绿电与清洁公用,-0.1473696958594591,-0.000584800380394679,-0.8382446072234031,0.401893339008772,-0.5018859675354701,1.3813264167396184,-0.06515021097283952,-0.09849399997819608,0.008703718250279232,0.3657504998184319,0.29363183151567984,Pure Beta (纯风格暴露),693
688032,禾迈股份,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.19920267651022688,0.0007904868115485193,1.035941999412579,0.3002292021703772,0.6804550360911433,1.4681143710854108,0.06485783976106219,0.05559764642967713,-0.06438928556964775,0.39359854306556996,0.2927492133125234,Pure Beta (纯风格暴露),693
688063,派能科技,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.5544863406061479,0.0022003426214529677,3.600568593887367,0.0003175220446507982,2.041138472876482,1.348508762655494,-0.1743771122611011,0.06582771116535086,0.000810563682136272,0.39175759272388666,0.2716554256236893,True Alpha (显著高信息比),693
600025,华能水电,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.2095481464886029,0.0008315402638436623,1.9975474635817352,0.045765743820707534,1.3272132673714288,0.7043046276323475,-0.05662281096082356,-0.009099982302970417,-0.05287397600131297,0.3426624874757658,0.15788581356153636,True Alpha (显著高信息比),693
600027,华电国际,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.11836050065762961,0.00046968452641916515,1.2612045397598715,0.20723516345181847,0.7318704496859171,0.8139412397726166,0.05511270908711293,0.0009406403896844523,0.0414869897379139,0.39453256180278107,0.16172329502909177,Pure Beta (纯风格暴露),693
600674,川投能源,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.154610482949782,0.000613533662499135,1.5495085338768093,0.12125952165703308,1.0106090831393202,0.704982492103194,0.08889762298745475,0.18134994251798342,-0.023109353879339694,0.35298171246827903,0.15298742662148407,Pure Beta (纯风格暴露),693
600023,浙能电力,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.2004888577554702,0.00079559070537885,2.1917812552459806,0.028395305242409376,1.2598063555898604,0.8262001495546701,-0.04678922653491564,-0.05263921069987582,-0.026644897454776623,0.41314789129938057,0.15914259907158376,True Alpha (显著高信息比),693
600863,内蒙华电,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.16522222609232676,0.0006556437543346299,1.8159237637072516,0.0693820674358991,1.053511135945273,0.7789943065235314,0.05233391115904812,-0.08816874480072323,0.0860741376758697,0.3903569454345235,0.15683007085072673,Pure Beta (纯风格暴露),693
000037,深南电A,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.07840445345072537,0.0003111287835346245,0.4908196126342641,0.6235540371686425,0.2654402513642068,1.1677493639558827,-0.03488729908168714,-0.05134065126714421,0.03508734078202338,0.2885693161753239,0.29537514769434015,Pure Beta (纯风格暴露),693
000539,粤电力A,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.002148678458448572,8.526501819240365e-06,0.023034482095973804,0.9816227675051306,0.013402707698064696,0.8849797800814548,0.19154804694773073,0.19360054454739634,-0.06699980146400449,0.43990090721190034,0.16031674396352266,Pure Beta (纯风格暴露),693
600578,京能电力,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.418876285437126,0.0016622074818933572,4.286473403612711,1.8153192476942452e-05,2.537693847486852,0.8330877490212129,-0.03629169037588941,-0.08679239553659059,-0.035894880206494104,0.40013908972000434,0.16506178862038492,True Alpha (显著高信息比),693
600780,通宝能源,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,-0.10555942650210266,-0.000418886613103582,-1.0473868330723337,0.29492120197659677,-0.653117300867137,0.755033511112274,-0.047470842226442295,0.07065504478499689,0.012166737003964681,0.3610282391740265,0.1616239936715082,Pure Beta (纯风格暴露),693
600452,涪陵电力,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,-0.011774661339522917,-4.67248465854084e-05,-0.1267152299898187,0.899165791221595,-0.07204383542406241,0.7677971618979584,0.03947679536405695,0.11192513202569179,-0.0197895926390199,0.3619757347994442,0.1634374581838298,Pure Beta (纯风格暴露),693
601991,大唐发电,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.05704100203342956,0.00022635318267233951,0.5362142774592819,0.5918104671523851,0.344193510477066,0.8066830066489385,-0.1212291217044066,0.04455593998607519,-0.008329359643076321,0.3832043296540014,0.16572364178037075,Pure Beta (纯风格暴露),693
600098,广州发展,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,-0.06447041301641755,-0.00025583497228737125,-0.6214850534762822,0.5342805256941505,-0.41638180697058386,0.7878707017986298,0.022898921414513853,0.13272613316643078,0.07031360694749701,0.3992297376135586,0.15483484613671464,Pure Beta (纯风格暴露),693
000690,宝新能源,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.1861197254207787,0.0007385703389713441,1.7906663840851902,0.07334684722173895,1.183640653206833,0.7056379066559388,-0.07697837237812913,-0.07894171600293806,0.04731101618822531,0.34605731311905186,0.15724343779214178,Pure Beta (纯风格暴露),693
600167,联美量子,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,-0.09334755538005038,-0.00037042680706369195,-0.9246931191510182,0.3551255596347116,-0.5823925500350541,0.7514323758955519,0.01813863454641909,0.08760327761578593,-0.06173444737587874,0.362519703651365,0.16028288029170673,Pure Beta (纯风格暴露),693
000862,银星能源,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.07036932656215689,0.0002792433593736384,0.37854498474342024,0.7050257825277086,0.2383043776128876,1.0619224547280286,-0.13408453679220045,-0.10362399553744851,-0.24762580757707725,0.25955401426524605,0.295291791393224,Pure Beta (纯风格暴露),693
600642,申能股份,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.31694210841456766,0.0012577067794228875,3.168982236649115,0.001529737440895372,1.991767998836451,0.6752852963244703,-0.02924438724133565,0.032650862986403094,0.12290552525720755,0.3186776151876263,0.15912601698577272,True Alpha (显著高信息比),693
600236,桂冠电力,同学B（新能源与周期资源组）,defensive,绿电与清洁公用,0.2003336015070362,0.0007949746091549055,1.8829391488150748,0.059708614987730155,1.258002742080484,0.6769067454745197,0.007411871013531415,-0.09382163926373711,0.04671969751752637,0.32011658671397025,0.15924734883782896,Pure Beta (纯风格暴露),693
000966,杉杉股份,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.24710479387500056,0.0009805745788690498,1.299265577537409,0.1938528032354081,0.8640687858902022,1.2304262218534596,-0.029770806972652962,-0.09415690288452462,0.04288091793290815,0.3248759166351902,0.28597815117279374,Pure Beta (纯风格暴露),693
300769,德方纳米,同学B（新能源与周期资源组）,growth,绿电与清洁公用,0.48049975984694426,0.0019067450787577152,2.810022249401363,0.004953807522877587,1.63738266739479,1.3532532278241192,-0.24048408996798282,0.013473603001395874,-0.24008067199867114,0.36357462118870976,0.2934559949944131,True Alpha (显著高信息比),693
